mol_desc_MaxAbsEStateIndex,mol_desc_MaxEStateIndex,mol_desc_MinAbsEStateIndex,mol_desc_MinEStateIndex,mol_desc_qed,mol_desc_SPS,mol_desc_MolWt,mol_desc_HeavyAtomMolWt,mol_desc_ExactMolWt,mol_desc_NumValenceElectrons,mol_desc_NumRadicalElectrons,mol_desc_MaxPartialCharge,mol_desc_MinPartialCharge,mol_desc_MaxAbsPartialCharge,mol_desc_MinAbsPartialCharge,mol_desc_FpDensityMorgan1,mol_desc_FpDensityMorgan2,mol_desc_FpDensityMorgan3,mol_desc_BCUT2D_MWHI,mol_desc_BCUT2D_MWLOW,mol_desc_BCUT2D_CHGHI,mol_desc_BCUT2D_CHGLO,mol_desc_BCUT2D_LOGPHI,mol_desc_BCUT2D_LOGPLOW,mol_desc_BCUT2D_MRHI,mol_desc_BCUT2D_MRLOW,mol_desc_AvgIpc,mol_desc_BalabanJ,mol_desc_BertzCT,mol_desc_Chi0,mol_desc_Chi0n,mol_desc_Chi0v,mol_desc_Chi1,mol_desc_Chi1n,mol_desc_Chi1v,mol_desc_Chi2n,mol_desc_Chi2v,mol_desc_Chi3n,mol_desc_Chi3v,mol_desc_Chi4n,mol_desc_Chi4v,mol_desc_HallKierAlpha,mol_desc_Ipc,mol_desc_Kappa1,mol_desc_Kappa2,mol_desc_Kappa3,mol_desc_LabuteASA,mol_desc_PEOE_VSA1,mol_desc_PEOE_VSA10,mol_desc_PEOE_VSA11,mol_desc_PEOE_VSA12,mol_desc_PEOE_VSA13,mol_desc_PEOE_VSA14,mol_desc_PEOE_VSA2,mol_desc_PEOE_VSA3,mol_desc_PEOE_VSA4,mol_desc_PEOE_VSA5,mol_desc_PEOE_VSA6,mol_desc_PEOE_VSA7,mol_desc_PEOE_VSA8,mol_desc_PEOE_VSA9,mol_desc_SMR_VSA1,mol_desc_SMR_VSA10,mol_desc_SMR_VSA2,mol_desc_SMR_VSA3,mol_desc_SMR_VSA4,mol_desc_SMR_VSA5,mol_desc_SMR_VSA6,mol_desc_SMR_VSA7,mol_desc_SMR_VSA8,mol_desc_SMR_VSA9,mol_desc_SlogP_VSA1,mol_desc_SlogP_VSA10,mol_desc_SlogP_VSA11,mol_desc_SlogP_VSA12,mol_desc_SlogP_VSA2,mol_desc_SlogP_VSA3,mol_desc_SlogP_VSA4,mol_desc_SlogP_VSA5,mol_desc_SlogP_VSA6,mol_desc_SlogP_VSA7,mol_desc_SlogP_VSA8,mol_desc_SlogP_VSA9,mol_desc_TPSA,mol_desc_EState_VSA1,mol_desc_EState_VSA10,mol_desc_EState_VSA11,mol_desc_EState_VSA2,mol_desc_EState_VSA3,mol_desc_EState_VSA4,mol_desc_EState_VSA5,mol_desc_EState_VSA6,mol_desc_EState_VSA7,mol_desc_EState_VSA8,mol_desc_EState_VSA9,mol_desc_VSA_EState1,mol_desc_VSA_EState10,mol_desc_VSA_EState2,mol_desc_VSA_EState3,mol_desc_VSA_EState4,mol_desc_VSA_EState5,mol_desc_VSA_EState6,mol_desc_VSA_EState7,mol_desc_VSA_EState8,mol_desc_VSA_EState9,mol_desc_FractionCSP3,mol_desc_HeavyAtomCount,mol_desc_NHOHCount,mol_desc_NOCount,mol_desc_NumAliphaticCarbocycles,mol_desc_NumAliphaticHeterocycles,mol_desc_NumAliphaticRings,mol_desc_NumAmideBonds,mol_desc_NumAromaticCarbocycles,mol_desc_NumAromaticHeterocycles,mol_desc_NumAromaticRings,mol_desc_NumAtomStereoCenters,mol_desc_NumBridgeheadAtoms,mol_desc_NumHAcceptors,mol_desc_NumHDonors,mol_desc_NumHeteroatoms,mol_desc_NumHeterocycles,mol_desc_NumRotatableBonds,mol_desc_NumSaturatedCarbocycles,mol_desc_NumSaturatedHeterocycles,mol_desc_NumSaturatedRings,mol_desc_NumSpiroAtoms,mol_desc_NumUnspecifiedAtomStereoCenters,mol_desc_Phi,mol_desc_RingCount,mol_desc_MolLogP,mol_desc_MolMR,mol_desc_fr_Al_COO,mol_desc_fr_Al_OH,mol_desc_fr_Al_OH_noTert,mol_desc_fr_ArN,mol_desc_fr_Ar_COO,mol_desc_fr_Ar_N,mol_desc_fr_Ar_NH,mol_desc_fr_Ar_OH,mol_desc_fr_COO,mol_desc_fr_COO2,mol_desc_fr_C_O,mol_desc_fr_C_O_noCOO,mol_desc_fr_C_S,mol_desc_fr_HOCCN,mol_desc_fr_Imine,mol_desc_fr_NH0,mol_desc_fr_NH1,mol_desc_fr_NH2,mol_desc_fr_N_O,mol_desc_fr_Ndealkylation1,mol_desc_fr_Ndealkylation2,mol_desc_fr_Nhpyrrole,mol_desc_fr_SH,mol_desc_fr_aldehyde,mol_desc_fr_alkyl_carbamate,mol_desc_fr_alkyl_halide,mol_desc_fr_allylic_oxid,mol_desc_fr_amide,mol_desc_fr_amidine,mol_desc_fr_aniline,mol_desc_fr_aryl_methyl,mol_desc_fr_azide,mol_desc_fr_azo,mol_desc_fr_barbitur,mol_desc_fr_benzene,mol_desc_fr_benzodiazepine,mol_desc_fr_bicyclic,mol_desc_fr_diazo,mol_desc_fr_dihydropyridine,mol_desc_fr_epoxide,mol_desc_fr_ester,mol_desc_fr_ether,mol_desc_fr_furan,mol_desc_fr_guanido,mol_desc_fr_halogen,mol_desc_fr_hdrzine,mol_desc_fr_hdrzone,mol_desc_fr_imidazole,mol_desc_fr_imide,mol_desc_fr_isocyan,mol_desc_fr_isothiocyan,mol_desc_fr_ketone,mol_desc_fr_ketone_Topliss,mol_desc_fr_lactam,mol_desc_fr_lactone,mol_desc_fr_methoxy,mol_desc_fr_morpholine,mol_desc_fr_nitrile,mol_desc_fr_nitro,mol_desc_fr_nitro_arom,mol_desc_fr_nitro_arom_nonortho,mol_desc_fr_nitroso,mol_desc_fr_oxazole,mol_desc_fr_oxime,mol_desc_fr_para_hydroxylation,mol_desc_fr_phenol,mol_desc_fr_phenol_noOrthoHbond,mol_desc_fr_phos_acid,mol_desc_fr_phos_ester,mol_desc_fr_piperdine,mol_desc_fr_piperzine,mol_desc_fr_priamide,mol_desc_fr_prisulfonamd,mol_desc_fr_pyridine,mol_desc_fr_quatN,mol_desc_fr_sulfide,mol_desc_fr_sulfonamd,mol_desc_fr_sulfone,mol_desc_fr_term_acetylene,mol_desc_fr_tetrazole,mol_desc_fr_thiazole,mol_desc_fr_thiocyan,mol_desc_fr_thiophene,mol_desc_fr_unbrch_alkane,mol_desc_fr_urea
13.486260241086372,13.486260241086372,0.17382325055385905,-3.7425556596421012,0.15230557343081433,20.324324324324323,533.4150000000012,511.2390000000004,532.1057987641806,184,0,0.2713183589983677,-0.2869906408165111,0.2869906408165111,0.2713183589983677,0.8378378378378378,1.3783783783783783,1.945945945945946,35.49678551275999,10.12342906699936,2.1429033248616314,-2.0116439841545275,2.1075491285024675,-2.3740638285529534,6.30535387302313,-0.6828699868030468,3.154999584863821,1.8435700621547157,2519.0196361065823,45.45026458768571,39.769528199409876,19.281386091446787,26.916919977335052,20.426404886204814,10.235120236723308,6.244809513256439,7.000738459274893,3.7505194633788044,4.128483936388031,2.175411775335639,2.364394011840252,-4.199999999999998,1059985402981.6726,9.928243196321885,12.16381671263367,7.394055361799731,254.1254044386804,0.0,10.96606844936176,26.103422921587242,24.56020926136177,5.907179729351506,0.0,14.383611552215466,5.418816146392429,14.235606821322431,0.0,23.20187978046503,54.38176836896965,39.29942573386653,35.137416432343855,53.71558260570104,46.866201621283416,0.0,5.418816146392429,5.101407525739722,12.99371936863189,0.0,129.49967792948922,0.0,0.0,14.553015441975138,0.0,0.0,23.20187978046503,23.664321840818385,12.99371936863189,0.0,65.42334719857813,102.30201286095831,11.457108705810853,0.0,0.0,83.35999999999999,171.57653528533197,14.383611552215466,0.0,9.13419929558271,0.0,0.0,0.0,0.0,0.0,5.101407525739722,53.3996515383679,180.0234934914077,11.493861274911431,40.267851974136384,1.7784353723744692,-5.516955514678751,-5.687245846066628,-13.567795820092176,-7.27779161021602,-7.458297766220858,0.0,0.07142857142857142,37,1,7,0,0,0,1,2,2,4,0,0,4,1,9,2,9,0,0,0,0,0,3.263927851851667,4,4.098100000000003,139.8991999999998,0,0,0,0,0,2,0,0,0,0,3,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
13.486260241086372,13.486260241086372,0.17382325055385905,-3.7425556596421012,0.15230557343081433,20.324324324324323,533.4150000000012,511.2390000000004,532.1057987641806,184,0,0.2713183589983677,-0.2869906408165111,0.2869906408165111,0.2713183589983677,0.8378378378378378,1.3783783783783783,1.945945945945946,35.49678551275999,10.12342906699936,2.1429033248616314,-2.0116439841545275,2.1075491285024675,-2.3740638285529534,6.30535387302313,-0.6828699868030468,3.154999584863821,1.8435700621547157,2519.0196361065823,45.45026458768571,39.769528199409876,19.281386091446787,26.916919977335052,20.426404886204814,10.235120236723308,6.244809513256439,7.000738459274893,3.7505194633788044,4.128483936388031,2.175411775335639,2.364394011840252,-4.199999999999998,1059985402981.6726,9.928243196321885,12.16381671263367,7.394055361799731,254.1254044386804,0.0,10.96606844936176,26.103422921587242,24.56020926136177,5.907179729351506,0.0,14.383611552215466,5.418816146392429,14.235606821322431,0.0,23.20187978046503,54.38176836896965,39.29942573386653,35.137416432343855,53.71558260570104,46.866201621283416,0.0,5.418816146392429,5.101407525739722,12.99371936863189,0.0,129.49967792948922,0.0,0.0,14.553015441975138,0.0,0.0,23.20187978046503,23.664321840818385,12.99371936863189,0.0,65.42334719857813,102.30201286095831,11.457108705810853,0.0,0.0,83.35999999999999,171.57653528533197,14.383611552215466,0.0,9.13419929558271,0.0,0.0,0.0,0.0,0.0,5.101407525739722,53.3996515383679,180.0234934914077,11.493861274911431,40.267851974136384,1.7784353723744692,-5.516955514678751,-5.687245846066628,-13.567795820092176,-7.27779161021602,-7.458297766220858,0.0,0.07142857142857142,37,1,7,0,0,0,1,2,2,4,0,0,4,1,9,2,9,0,0,0,0,0,3.263927851851667,4,4.098100000000003,139.8991999999998,0,0,0,0,0,2,0,0,0,0,3,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
13.486260241086372,13.486260241086372,0.17382325055385905,-3.7425556596421012,0.15230557343081433,20.324324324324323,533.4150000000012,511.2390000000004,532.1057987641806,184,0,0.2713183589983677,-0.2869906408165111,0.2869906408165111,0.2713183589983677,0.8378378378378378,1.3783783783783783,1.945945945945946,35.49678551275999,10.12342906699936,2.1429033248616314,-2.0116439841545275,2.1075491285024675,-2.3740638285529534,6.30535387302313,-0.6828699868030468,3.154999584863821,1.8435700621547157,2519.0196361065823,45.45026458768571,39.769528199409876,19.281386091446787,26.916919977335052,20.426404886204814,10.235120236723308,6.244809513256439,7.000738459274893,3.7505194633788044,4.128483936388031,2.175411775335639,2.364394011840252,-4.199999999999998,1059985402981.6726,9.928243196321885,12.16381671263367,7.394055361799731,254.1254044386804,0.0,10.96606844936176,26.103422921587242,24.56020926136177,5.907179729351506,0.0,14.383611552215466,5.418816146392429,14.235606821322431,0.0,23.20187978046503,54.38176836896965,39.29942573386653,35.137416432343855,53.71558260570104,46.866201621283416,0.0,5.418816146392429,5.101407525739722,12.99371936863189,0.0,129.49967792948922,0.0,0.0,14.553015441975138,0.0,0.0,23.20187978046503,23.664321840818385,12.99371936863189,0.0,65.42334719857813,102.30201286095831,11.457108705810853,0.0,0.0,83.35999999999999,171.57653528533197,14.383611552215466,0.0,9.13419929558271,0.0,0.0,0.0,0.0,0.0,5.101407525739722,53.3996515383679,180.0234934914077,11.493861274911431,40.267851974136384,1.7784353723744692,-5.516955514678751,-5.687245846066628,-13.567795820092176,-7.27779161021602,-7.458297766220858,0.0,0.07142857142857142,37,1,7,0,0,0,1,2,2,4,0,0,4,1,9,2,9,0,0,0,0,0,3.263927851851667,4,4.098100000000003,139.8991999999998,0,0,0,0,0,2,0,0,0,0,3,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
13.486260241086372,13.486260241086372,0.17382325055385905,-3.7425556596421012,0.15230557343081433,20.324324324324323,533.4150000000012,511.2390000000004,532.1057987641806,184,0,0.2713183589983677,-0.2869906408165111,0.2869906408165111,0.2713183589983677,0.8378378378378378,1.3783783783783783,1.945945945945946,35.49678551275999,10.12342906699936,2.1429033248616314,-2.0116439841545275,2.1075491285024675,-2.3740638285529534,6.30535387302313,-0.6828699868030468,3.154999584863821,1.8435700621547157,2519.0196361065823,45.45026458768571,39.769528199409876,19.281386091446787,26.916919977335052,20.426404886204814,10.235120236723308,6.244809513256439,7.000738459274893,3.7505194633788044,4.128483936388031,2.175411775335639,2.364394011840252,-4.199999999999998,1059985402981.6726,9.928243196321885,12.16381671263367,7.394055361799731,254.1254044386804,0.0,10.96606844936176,26.103422921587242,24.56020926136177,5.907179729351506,0.0,14.383611552215466,5.418816146392429,14.235606821322431,0.0,23.20187978046503,54.38176836896965,39.29942573386653,35.137416432343855,53.71558260570104,46.866201621283416,0.0,5.418816146392429,5.101407525739722,12.99371936863189,0.0,129.49967792948922,0.0,0.0,14.553015441975138,0.0,0.0,23.20187978046503,23.664321840818385,12.99371936863189,0.0,65.42334719857813,102.30201286095831,11.457108705810853,0.0,0.0,83.35999999999999,171.57653528533197,14.383611552215466,0.0,9.13419929558271,0.0,0.0,0.0,0.0,0.0,5.101407525739722,53.3996515383679,180.0234934914077,11.493861274911431,40.267851974136384,1.7784353723744692,-5.516955514678751,-5.687245846066628,-13.567795820092176,-7.27779161021602,-7.458297766220858,0.0,0.07142857142857142,37,1,7,0,0,0,1,2,2,4,0,0,4,1,9,2,9,0,0,0,0,0,3.263927851851667,4,4.098100000000003,139.8991999999998,0,0,0,0,0,2,0,0,0,0,3,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
13.370975529408803,13.370975529408803,0.14453986276757202,-3.703167866984405,0.15230557343081433,20.324324324324323,533.4150000000011,511.23900000000026,532.1057987641806,184,0,0.2713183327087002,-0.28699064081691644,0.28699064081691644,0.2713183327087002,0.7837837837837838,1.2162162162162162,1.6756756756756757,35.49678551275857,10.123496627436646,2.140238838267421,-2.0106211172837587,2.107391019559161,-2.372013232775287,6.305353129055497,-0.6828557099626495,3.156981106225759,1.7996510334502753,2489.7696361065823,45.45026458768571,39.769528199409876,19.281386091446787,26.916919977335052,20.426404886204814,10.235120236723308,6.244809513256439,7.000738459274893,3.7571177639413094,4.135082236950536,2.1471126250543864,2.3360948615589994,-4.199999999999998,1064676101061.5588,9.928243196321885,12.16381671263367,7.394055361799731,254.1254044386804,0.0,10.96606844936176,26.103422921587242,24.56020926136177,5.907179729351506,0.0,14.383611552215466,5.418816146392429,14.235606821322431,0.0,23.20187978046503,48.33934966130636,50.90529593322682,29.573964940646853,53.71558260570104,46.866201621283416,0.0,5.418816146392429,5.101407525739722,12.99371936863189,0.0,129.49967792948922,0.0,0.0,14.553015441975138,0.0,0.0,23.20187978046503,23.664321840818385,12.99371936863189,0.0,65.42334719857813,102.30201286095831,11.457108705810853,0.0,0.0,83.36000000000001,171.576535285332,14.383611552215466,0.0,9.13419929558271,0.0,0.0,0.0,0.0,0.0,5.101407525739722,53.3996515383679,179.77476104889845,11.47860871127778,40.07297809057762,1.7995778385251333,-5.334483201129312,-5.612265356275222,-13.55269725465457,-7.19291920466453,-7.3780051169998,0.0,0.07142857142857142,37,1,7,0,0,0,1,2,2,4,0,0,4,1,9,2,9,0,0,0,0,0,3.263927851851667,4,4.098100000000002,139.8991999999998,0,0,0,0,0,2,0,0,0,0,3,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
13.370975529408803,13.370975529408803,0.14453986276757202,-3.703167866984405,0.15230557343081433,20.324324324324323,533.4150000000011,511.23900000000026,532.1057987641806,184,0,0.2713183327087002,-0.28699064081691644,0.28699064081691644,0.2713183327087002,0.7837837837837838,1.2162162162162162,1.6756756756756757,35.49678551275857,10.123496627436646,2.140238838267421,-2.0106211172837587,2.107391019559161,-2.372013232775287,6.305353129055497,-0.6828557099626495,3.156981106225759,1.7996510334502753,2489.7696361065823,45.45026458768571,39.769528199409876,19.281386091446787,26.916919977335052,20.426404886204814,10.235120236723308,6.244809513256439,7.000738459274893,3.7571177639413094,4.135082236950536,2.1471126250543864,2.3360948615589994,-4.199999999999998,1064676101061.5588,9.928243196321885,12.16381671263367,7.394055361799731,254.1254044386804,0.0,10.96606844936176,26.103422921587242,24.56020926136177,5.907179729351506,0.0,14.383611552215466,5.418816146392429,14.235606821322431,0.0,23.20187978046503,48.33934966130636,50.90529593322682,29.573964940646853,53.71558260570104,46.866201621283416,0.0,5.418816146392429,5.101407525739722,12.99371936863189,0.0,129.49967792948922,0.0,0.0,14.553015441975138,0.0,0.0,23.20187978046503,23.664321840818385,12.99371936863189,0.0,65.42334719857813,102.30201286095831,11.457108705810853,0.0,0.0,83.36000000000001,171.576535285332,14.383611552215466,0.0,9.13419929558271,0.0,0.0,0.0,0.0,0.0,5.101407525739722,53.3996515383679,179.77476104889845,11.47860871127778,40.07297809057762,1.7995778385251333,-5.334483201129312,-5.612265356275222,-13.55269725465457,-7.19291920466453,-7.3780051169998,0.0,0.07142857142857142,37,1,7,0,0,0,1,2,2,4,0,0,4,1,9,2,9,0,0,0,0,0,3.263927851851667,4,4.098100000000002,139.8991999999998,0,0,0,0,0,2,0,0,0,0,3,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
13.370975529408803,13.370975529408803,0.14453986276757202,-3.703167866984405,0.15230557343081433,20.324324324324323,533.4150000000011,511.23900000000026,532.1057987641806,184,0,0.2713183327087002,-0.28699064081691644,0.28699064081691644,0.2713183327087002,0.7837837837837838,1.2162162162162162,1.6756756756756757,35.49678551275857,10.123496627436646,2.140238838267421,-2.0106211172837587,2.107391019559161,-2.372013232775287,6.305353129055497,-0.6828557099626495,3.156981106225759,1.7996510334502753,2489.7696361065823,45.45026458768571,39.769528199409876,19.281386091446787,26.916919977335052,20.426404886204814,10.235120236723308,6.244809513256439,7.000738459274893,3.7571177639413094,4.135082236950536,2.1471126250543864,2.3360948615589994,-4.199999999999998,1064676101061.5588,9.928243196321885,12.16381671263367,7.394055361799731,254.1254044386804,0.0,10.96606844936176,26.103422921587242,24.56020926136177,5.907179729351506,0.0,14.383611552215466,5.418816146392429,14.235606821322431,0.0,23.20187978046503,48.33934966130636,50.90529593322682,29.573964940646853,53.71558260570104,46.866201621283416,0.0,5.418816146392429,5.101407525739722,12.99371936863189,0.0,129.49967792948922,0.0,0.0,14.553015441975138,0.0,0.0,23.20187978046503,23.664321840818385,12.99371936863189,0.0,65.42334719857813,102.30201286095831,11.457108705810853,0.0,0.0,83.36000000000001,171.576535285332,14.383611552215466,0.0,9.13419929558271,0.0,0.0,0.0,0.0,0.0,5.101407525739722,53.3996515383679,179.77476104889845,11.47860871127778,40.07297809057762,1.7995778385251333,-5.334483201129312,-5.612265356275222,-13.55269725465457,-7.19291920466453,-7.3780051169998,0.0,0.07142857142857142,37,1,7,0,0,0,1,2,2,4,0,0,4,1,9,2,9,0,0,0,0,0,3.263927851851667,4,4.098100000000002,139.8991999999998,0,0,0,0,0,2,0,0,0,0,3,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
13.370975529408803,13.370975529408803,0.14453986276757202,-3.703167866984405,0.15230557343081433,20.324324324324323,533.4150000000011,511.23900000000026,532.1057987641806,184,0,0.2713183327087002,-0.28699064081691644,0.28699064081691644,0.2713183327087002,0.7837837837837838,1.2162162162162162,1.6756756756756757,35.49678551275857,10.123496627436646,2.140238838267421,-2.0106211172837587,2.107391019559161,-2.372013232775287,6.305353129055497,-0.6828557099626495,3.156981106225759,1.7996510334502753,2489.7696361065823,45.45026458768571,39.769528199409876,19.281386091446787,26.916919977335052,20.426404886204814,10.235120236723308,6.244809513256439,7.000738459274893,3.7571177639413094,4.135082236950536,2.1471126250543864,2.3360948615589994,-4.199999999999998,1064676101061.5588,9.928243196321885,12.16381671263367,7.394055361799731,254.1254044386804,0.0,10.96606844936176,26.103422921587242,24.56020926136177,5.907179729351506,0.0,14.383611552215466,5.418816146392429,14.235606821322431,0.0,23.20187978046503,48.33934966130636,50.90529593322682,29.573964940646853,53.71558260570104,46.866201621283416,0.0,5.418816146392429,5.101407525739722,12.99371936863189,0.0,129.49967792948922,0.0,0.0,14.553015441975138,0.0,0.0,23.20187978046503,23.664321840818385,12.99371936863189,0.0,65.42334719857813,102.30201286095831,11.457108705810853,0.0,0.0,83.36000000000001,171.576535285332,14.383611552215466,0.0,9.13419929558271,0.0,0.0,0.0,0.0,0.0,5.101407525739722,53.3996515383679,179.77476104889845,11.47860871127778,40.07297809057762,1.7995778385251333,-5.334483201129312,-5.612265356275222,-13.55269725465457,-7.19291920466453,-7.3780051169998,0.0,0.07142857142857142,37,1,7,0,0,0,1,2,2,4,0,0,4,1,9,2,9,0,0,0,0,0,3.263927851851667,4,4.098100000000002,139.8991999999998,0,0,0,0,0,2,0,0,0,0,3,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
13.68725778026893,13.68725778026893,0.2635516724519551,-3.8927902687211926,0.14075293010827963,22.615384615384617,524.5770000000006,496.3530000000004,524.2048728361807,196,0,0.2713183589983677,-0.49676778942606187,0.49676778942606187,0.2713183589983677,0.8717948717948718,1.435897435897436,2.0,16.467644687176886,10.116709409874389,2.1455955728966694,-2.0230183342706396,2.124456881512672,-2.374078491347151,5.958998267314265,-0.6828700067636718,3.1975205913111515,1.830005172435703,2756.223348121173,51.8644781500588,46.83009583431915,18.83009583431915,30.285822801070076,23.864936994123312,9.917723398623354,6.4792174759430035,6.4792174759430035,3.9697855173380514,3.9697855173380514,2.285044802315262,2.285044802315262,-5.179999999999999,23245902334944.188,8.67027162300062,12.866772018007396,7.419690539324667,264.905669673731,9.473725907600098,22.46509211592957,26.103422921587242,24.56020926136177,5.907179729351506,0.0,14.383611552215466,5.418816146392429,14.235606821322431,0.0,0.0,54.38176836896965,29.254159106383874,57.43787268713041,71.41385985032245,23.664321840818385,0.0,5.418816146392429,5.101407525739722,12.99371936863189,14.075904917765177,119.45441130200658,0.0,11.49902366656781,24.02674134957524,0.0,11.49902366656781,0.0,37.74022675858356,12.99371936863189,0.0,73.64789853559942,102.30201286095829,1.4118420783282006,0.0,0.0,101.82000000000001,187.10619724218233,14.383611552215466,0.0,9.13419929558271,0.0,0.0,0.0,0.0,0.0,14.57513343333982,38.42232309492415,234.1200434921107,0.0,40.77540472849708,3.190476706913863,-6.1199216342687315,-8.38214830672876,-16.132647309608,-7.735853122270135,-7.7587669843790374,-6.623254236933733,0.13333333333333333,39,1,9,0,0,0,1,2,2,4,0,0,6,1,9,2,13,0,0,0,0,0,2.8604720078807166,4,2.8084999999999996,142.9831999999998,0,0,0,0,0,2,0,0,0,0,3,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
13.68725778026893,13.68725778026893,0.2635516724519551,-3.8927902687211926,0.14075293010827963,22.615384615384617,524.5770000000006,496.3530000000004,524.2048728361807,196,0,0.2713183589983677,-0.49676778942606187,0.49676778942606187,0.2713183589983677,0.8717948717948718,1.435897435897436,2.0,16.467644687176886,10.116709409874389,2.1455955728966694,-2.0230183342706396,2.124456881512672,-2.374078491347151,5.958998267314265,-0.6828700067636718,3.1975205913111515,1.830005172435703,2756.223348121173,51.8644781500588,46.83009583431915,18.83009583431915,30.285822801070076,23.864936994123312,9.917723398623354,6.4792174759430035,6.4792174759430035,3.9697855173380514,3.9697855173380514,2.285044802315262,2.285044802315262,-5.179999999999999,23245902334944.188,8.67027162300062,12.866772018007396,7.419690539324667,264.905669673731,9.473725907600098,22.46509211592957,26.103422921587242,24.56020926136177,5.907179729351506,0.0,14.383611552215466,5.418816146392429,14.235606821322431,0.0,0.0,54.38176836896965,29.254159106383874,57.43787268713041,71.41385985032245,23.664321840818385,0.0,5.418816146392429,5.101407525739722,12.99371936863189,14.075904917765177,119.45441130200658,0.0,11.49902366656781,24.02674134957524,0.0,11.49902366656781,0.0,37.74022675858356,12.99371936863189,0.0,73.64789853559942,102.30201286095829,1.4118420783282006,0.0,0.0,101.82000000000001,187.10619724218233,14.383611552215466,0.0,9.13419929558271,0.0,0.0,0.0,0.0,0.0,14.57513343333982,38.42232309492415,234.1200434921107,0.0,40.77540472849708,3.190476706913863,-6.1199216342687315,-8.38214830672876,-16.132647309608,-7.735853122270135,-7.7587669843790374,-6.623254236933733,0.13333333333333333,39,1,9,0,0,0,1,2,2,4,0,0,6,1,9,2,13,0,0,0,0,0,2.8604720078807166,4,2.8084999999999996,142.9831999999998,0,0,0,0,0,2,0,0,0,0,3,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
