graph_0,graph_1,graph_2,graph_3,graph_4,graph_5,graph_6,graph_7,graph_8,graph_9,graph_10,graph_11,graph_12,graph_13,graph_14,graph_15,graph_16,graph_17,graph_18,graph_19,graph_20,graph_21,graph_22,graph_23,graph_24,graph_25,graph_26,graph_27,graph_28,graph_29,graph_30,graph_31,graph_32,graph_33,graph_34,graph_35,graph_36,graph_37,graph_38,graph_39,graph_40,graph_41,graph_42,graph_43,graph_44,graph_45,graph_46,graph_47,graph_48,graph_49,graph_50,graph_51,graph_52,graph_53,graph_54,graph_55,graph_56,graph_57,graph_58,graph_59,graph_60,graph_61,graph_62,graph_63
-0.33656713,-0.3934333,-0.9224922,0.24365918,0.71452236,-0.03846165,-0.46049866,-0.11033079,-0.74995804,-0.27234334,0.40334994,-0.43525895,0.24348442,-0.21925068,0.8465639,-0.76603085,0.051444825,-0.36999014,-0.18316431,-1.0113008,0.09163585,0.60313123,-0.27827626,1.174011,0.3783288,0.5321084,-0.22123946,-0.8013926,0.2591237,0.99477965,0.66809475,0.18213718,-0.096893996,0.45156342,0.8656508,-1.8333975,-0.3822921,0.008459623,0.5390466,-0.29936814,0.0452545,0.33344558,0.14857563,-1.4389172,0.03637683,-0.5759872,0.35855806,-0.277348,-0.40307117,0.12332823,-0.06629436,-1.2990456,-1.0777285,-0.10693117,0.6283716,-0.66127086,-0.12597288,-1.0350059,0.15506256,0.072365664,-0.0074691367,0.23729512,-0.5402597,0.32447818
-0.33656713,-0.3934333,-0.9224922,0.24365918,0.71452236,-0.03846165,-0.46049866,-0.11033079,-0.74995804,-0.27234334,0.40334994,-0.43525895,0.24348442,-0.21925068,0.8465639,-0.76603085,0.051444825,-0.36999014,-0.18316431,-1.0113008,0.09163585,0.60313123,-0.27827626,1.174011,0.3783288,0.5321084,-0.22123946,-0.8013926,0.2591237,0.99477965,0.66809475,0.18213718,-0.096893996,0.45156342,0.8656508,-1.8333975,-0.3822921,0.008459623,0.5390466,-0.29936814,0.0452545,0.33344558,0.14857563,-1.4389172,0.03637683,-0.5759872,0.35855806,-0.277348,-0.40307117,0.12332823,-0.06629436,-1.2990456,-1.0777285,-0.10693117,0.6283716,-0.66127086,-0.12597288,-1.0350059,0.15506256,0.072365664,-0.0074691367,0.23729512,-0.5402597,0.32447818
-0.33667263,-0.39317086,-0.92245007,0.24370624,0.7146456,-0.038334824,-0.460717,-0.11030151,-0.7498135,-0.27226478,0.40348005,-0.4354187,0.24350198,-0.21952483,0.8464197,-0.76595926,0.05120928,-0.37009645,-0.18322739,-1.0115961,0.09134087,0.60325444,-0.27824765,1.1738927,0.37817174,0.5319041,-0.22138579,-0.80159533,0.25962454,0.9948926,0.6681869,0.18139479,-0.0969663,0.45175955,0.8658632,-1.8336774,-0.38218156,0.008122835,0.5395414,-0.299317,0.0452451,0.33321846,0.14890176,-1.4388005,0.036384676,-0.57561207,0.35863444,-0.27715942,-0.40289876,0.12316572,-0.06639417,-1.2990464,-1.078059,-0.10696113,0.62845534,-0.6610263,-0.12600543,-1.0351114,0.15528895,0.07211224,-0.007293775,0.23762508,-0.5400506,0.32430646
-0.33667263,-0.39317086,-0.92245007,0.24370624,0.7146456,-0.038334824,-0.460717,-0.11030151,-0.7498135,-0.27226478,0.40348005,-0.4354187,0.24350198,-0.21952483,0.8464197,-0.76595926,0.05120928,-0.37009645,-0.18322739,-1.0115961,0.09134087,0.60325444,-0.27824765,1.1738927,0.37817174,0.5319041,-0.22138579,-0.80159533,0.25962454,0.9948926,0.6681869,0.18139479,-0.0969663,0.45175955,0.8658632,-1.8336774,-0.38218156,0.008122835,0.5395414,-0.299317,0.0452451,0.33321846,0.14890176,-1.4388005,0.036384676,-0.57561207,0.35863444,-0.27715942,-0.40289876,0.12316572,-0.06639417,-1.2990464,-1.078059,-0.10696113,0.62845534,-0.6610263,-0.12600543,-1.0351114,0.15528895,0.07211224,-0.007293775,0.23762508,-0.5400506,0.32430646
-0.33667263,-0.39317086,-0.92245007,0.24370624,0.7146456,-0.038334824,-0.460717,-0.11030151,-0.7498135,-0.27226478,0.40348005,-0.4354187,0.24350198,-0.21952483,0.8464197,-0.76595926,0.05120928,-0.37009645,-0.18322739,-1.0115961,0.09134087,0.60325444,-0.27824765,1.1738927,0.37817174,0.5319041,-0.22138579,-0.80159533,0.25962454,0.9948926,0.6681869,0.18139479,-0.0969663,0.45175955,0.8658632,-1.8336774,-0.38218156,0.008122835,0.5395414,-0.299317,0.0452451,0.33321846,0.14890176,-1.4388005,0.036384676,-0.57561207,0.35863444,-0.27715942,-0.40289876,0.12316572,-0.06639417,-1.2990464,-1.078059,-0.10696113,0.62845534,-0.6610263,-0.12600543,-1.0351114,0.15528895,0.07211224,-0.007293775,0.23762508,-0.5400506,0.32430646
-0.33667263,-0.39317086,-0.92245007,0.24370624,0.7146456,-0.038334824,-0.460717,-0.11030151,-0.7498135,-0.27226478,0.40348005,-0.4354187,0.24350198,-0.21952483,0.8464197,-0.76595926,0.05120928,-0.37009645,-0.18322739,-1.0115961,0.09134087,0.60325444,-0.27824765,1.1738927,0.37817174,0.5319041,-0.22138579,-0.80159533,0.25962454,0.9948926,0.6681869,0.18139479,-0.0969663,0.45175955,0.8658632,-1.8336774,-0.38218156,0.008122835,0.5395414,-0.299317,0.0452451,0.33321846,0.14890176,-1.4388005,0.036384676,-0.57561207,0.35863444,-0.27715942,-0.40289876,0.12316572,-0.06639417,-1.2990464,-1.078059,-0.10696113,0.62845534,-0.6610263,-0.12600543,-1.0351114,0.15528895,0.07211224,-0.007293775,0.23762508,-0.5400506,0.32430646
-0.32472807,-0.3869084,-0.9076709,0.22656342,0.7141421,-0.02875223,-0.4615753,-0.117863305,-0.7500598,-0.26842892,0.4115507,-0.4403647,0.22603914,-0.23236449,0.8398593,-0.75764894,0.04424227,-0.37653065,-0.18399437,-1.022648,0.07517799,0.59740967,-0.28833717,1.1709502,0.36693954,0.54604167,-0.22654215,-0.80817115,0.26780593,0.9944258,0.67969674,0.17431165,-0.08131124,0.4764008,0.8741702,-1.8339664,-0.38462347,0.0006220657,0.5507593,-0.3117243,0.045047488,0.33649048,0.17179006,-1.4496222,0.051804245,-0.57090175,0.35663503,-0.26551336,-0.41961378,0.10058525,-0.08999539,-1.2905157,-1.0745928,-0.10849771,0.63359565,-0.6587462,-0.14890838,-1.0210345,0.16344452,0.07665559,-0.012650285,0.2518042,-0.55014473,0.30179814
-0.32472807,-0.3869084,-0.9076709,0.22656342,0.7141421,-0.02875223,-0.4615753,-0.117863305,-0.7500598,-0.26842892,0.4115507,-0.4403647,0.22603914,-0.23236449,0.8398593,-0.75764894,0.04424227,-0.37653065,-0.18399437,-1.022648,0.07517799,0.59740967,-0.28833717,1.1709502,0.36693954,0.54604167,-0.22654215,-0.80817115,0.26780593,0.9944258,0.67969674,0.17431165,-0.08131124,0.4764008,0.8741702,-1.8339664,-0.38462347,0.0006220657,0.5507593,-0.3117243,0.045047488,0.33649048,0.17179006,-1.4496222,0.051804245,-0.57090175,0.35663503,-0.26551336,-0.41961378,0.10058525,-0.08999539,-1.2905157,-1.0745928,-0.10849771,0.63359565,-0.6587462,-0.14890838,-1.0210345,0.16344452,0.07665559,-0.012650285,0.2518042,-0.55014473,0.30179814
-0.32472807,-0.3869084,-0.9076709,0.22656342,0.7141421,-0.02875223,-0.4615753,-0.117863305,-0.7500598,-0.26842892,0.4115507,-0.4403647,0.22603914,-0.23236449,0.8398593,-0.75764894,0.04424227,-0.37653065,-0.18399437,-1.022648,0.07517799,0.59740967,-0.28833717,1.1709502,0.36693954,0.54604167,-0.22654215,-0.80817115,0.26780593,0.9944258,0.67969674,0.17431165,-0.08131124,0.4764008,0.8741702,-1.8339664,-0.38462347,0.0006220657,0.5507593,-0.3117243,0.045047488,0.33649048,0.17179006,-1.4496222,0.051804245,-0.57090175,0.35663503,-0.26551336,-0.41961378,0.10058525,-0.08999539,-1.2905157,-1.0745928,-0.10849771,0.63359565,-0.6587462,-0.14890838,-1.0210345,0.16344452,0.07665559,-0.012650285,0.2518042,-0.55014473,0.30179814
-0.32472807,-0.3869084,-0.9076709,0.22656342,0.7141421,-0.02875223,-0.4615753,-0.117863305,-0.7500598,-0.26842892,0.4115507,-0.4403647,0.22603914,-0.23236449,0.8398593,-0.75764894,0.04424227,-0.37653065,-0.18399437,-1.022648,0.07517799,0.59740967,-0.28833717,1.1709502,0.36693954,0.54604167,-0.22654215,-0.80817115,0.26780593,0.9944258,0.67969674,0.17431165,-0.08131124,0.4764008,0.8741702,-1.8339664,-0.38462347,0.0006220657,0.5507593,-0.3117243,0.045047488,0.33649048,0.17179006,-1.4496222,0.051804245,-0.57090175,0.35663503,-0.26551336,-0.41961378,0.10058525,-0.08999539,-1.2905157,-1.0745928,-0.10849771,0.63359565,-0.6587462,-0.14890838,-1.0210345,0.16344452,0.07665559,-0.012650285,0.2518042,-0.55014473,0.30179814
