Cation,Anion,target
CCCCCCCCCCCCCCCCCC[n+]1ccc(C(=O)N/N=C/c2ccc[n+](CCCCCCCCCCCCCCCCCC)c2)cc1,O=C([O-])C(F)(F)F,>1
CCCCCCCCCCCCCCCCCC[n+]1ccc(C(=O)N/N=C/c2ccc[n+](CCCCCCCCCCCCCCCCCC)c2)cc1,F[P-](F)(F)(F)(F)F,0.146
CCCCCCCCCCCCCCCCCC[n+]1ccc(C(=O)N/N=C/c2ccc[n+](CCCCCCCCCCCCCCCCCC)c2)cc1,F[P-](F)(F)(F)(F)F,0.12478
CCCCCCCCCCCCCCCCCC[n+]1ccc(C(=O)N/N=C/c2ccc[n+](CCCCCCCCCCCCCCCCCC)c2)cc1,F[P-](F)(F)(F)(F)F,0.11804
CCCCCCCCCCCCCCCCCC[n+]1ccc(C(=O)N/N=C/c2ccc[n+](CCCCCCCCCCCCCCCCCC)c2)cc1,F[P-](F)(F)(F)(F)F,>0.3
CCCCCCCCCCCCCCCCCC[n+]1ccc(C(=O)NN=Cc2ccc[n+](CCCCCCCCCCCCCCCCCC)c2)cc1,[I-],0.02624
CCCCCCCCCCCCCCCCCC[n+]1ccc(C(=O)NN=Cc2ccc[n+](CCCCCCCCCCCCCCCCCC)c2)cc1,[I-],0.02208
CCCCCCCCCCCCCCCCCC[n+]1ccc(C(=O)NN=Cc2ccc[n+](CCCCCCCCCCCCCCCCCC)c2)cc1,[I-],0.02613
CCCCCCCCCCCCCCCCCC[n+]1ccc(C(=O)NN=Cc2ccc[n+](CCCCCCCCCCCCCCCCCC)c2)cc1,[I-],>0.3
CCCCCCCCCCCCCCCCCC[n+]1ccc(C(=O)N/N=C/c2ccc[n+](CCCCCCCCCCCCCCCCCC)c2)cc1,F[B-](F)(F)F,0.4212
CCCCCCCCCCCCCCCCCC[n+]1ccc(C(=O)N/N=C/c2ccc[n+](CCCCCCCCCCCCCCCCCC)c2)cc1,F[B-](F)(F)F,0.3991
CCCCCCCCCCCCCCCCCC[n+]1ccc(C(=O)N/N=C/c2ccc[n+](CCCCCCCCCCCCCCCCCC)c2)cc1,F[B-](F)(F)F,0.3825
CCCCCCCCCCCCCCCCCC[n+]1ccc(C(=O)N/N=C/c2ccc[n+](CCCCCCCCCCCCCCCCCC)c2)cc1,F[B-](F)(F)F,>1
CCCCCCCC[n+]1ccc(C(=O)N/N=C/c2ccc[n+](CCCCCCCC)c2)cc1,O=C([O-])C(F)(F)F,0.07854
CCCCCCCC[n+]1ccc(C(=O)N/N=C/c2ccc[n+](CCCCCCCC)c2)cc1,O=C([O-])C(F)(F)F,0.07104
CCCCCCCC[n+]1ccc(C(=O)N/N=C/c2ccc[n+](CCCCCCCC)c2)cc1,O=C([O-])C(F)(F)F,0.0745
CCCCCCCC[n+]1ccc(C(=O)N/N=C/c2ccc[n+](CCCCCCCC)c2)cc1,O=C([O-])C(F)(F)F,>0.3
CCCCCCCC[n+]1ccc(C(=O)N/N=C/c2ccc[n+](CCCCCCCC)c2)cc1,F[P-](F)(F)(F)(F)F,0.04534
CCCCCCCC[n+]1ccc(C(=O)N/N=C/c2ccc[n+](CCCCCCCC)c2)cc1,F[P-](F)(F)(F)(F)F,0.04272
CCCCCCCC[n+]1ccc(C(=O)N/N=C/c2ccc[n+](CCCCCCCC)c2)cc1,F[P-](F)(F)(F)(F)F,0.0481
CCCCCCCC[n+]1ccc(C(=O)N/N=C/c2ccc[n+](CCCCCCCC)c2)cc1,F[P-](F)(F)(F)(F)F,>0.3
CCCCCCCC[n+]1ccc(C(=O)NN=Cc2ccc[n+](CCCCCCCC)c2)cc1,[I-],0.0753
CCCCCCCC[n+]1ccc(C(=O)NN=Cc2ccc[n+](CCCCCCCC)c2)cc1,[I-],0.06427
CCCCCCCC[n+]1ccc(C(=O)NN=Cc2ccc[n+](CCCCCCCC)c2)cc1,[I-],0.0742
CCCCCCCC[n+]1ccc(C(=O)NN=Cc2ccc[n+](CCCCCCCC)c2)cc1,[I-],>0.3
CCCCCCCC[n+]1ccc(C(=O)N/N=C/c2ccc[n+](CCCCCCCC)c2)cc1,F[B-](F)(F)F,0.06908
CCCCCCCC[n+]1ccc(C(=O)N/N=C/c2ccc[n+](CCCCCCCC)c2)cc1,F[B-](F)(F)F,0.066
CCCCCCCC[n+]1ccc(C(=O)N/N=C/c2ccc[n+](CCCCCCCC)c2)cc1,F[B-](F)(F)F,0.06124
CCCCCCCC[n+]1ccc(C(=O)N/N=C/c2ccc[n+](CCCCCCCC)c2)cc1,F[B-](F)(F)F,>0.3
CCCCCCCCCCCCCC[n+]1ccc(C(=O)N/N=C/c2ccc[n+](CCCCCCCCCCCCCC)c2)cc1,O=C([O-])C(F)(F)F,0.03864
CCCCCCCCCCCCCC[n+]1ccc(C(=O)N/N=C/c2ccc[n+](CCCCCCCCCCCCCC)c2)cc1,O=C([O-])C(F)(F)F,0.03852
CCCCCCCCCCCCCC[n+]1ccc(C(=O)N/N=C/c2ccc[n+](CCCCCCCCCCCCCC)c2)cc1,O=C([O-])C(F)(F)F,0.0419
CCCCCCCCCCCCCC[n+]1ccc(C(=O)N/N=C/c2ccc[n+](CCCCCCCCCCCCCC)c2)cc1,O=C([O-])C(F)(F)F,>0.3
CCCCCCCCCCCCCC[n+]1ccc(C(=O)N/N=C/c2ccc[n+](CCCCCCCCCCCCCC)c2)cc1,F[P-](F)(F)(F)(F)F,0.03571
CCCCCCCCCCCCCC[n+]1ccc(C(=O)N/N=C/c2ccc[n+](CCCCCCCCCCCCCC)c2)cc1,F[P-](F)(F)(F)(F)F,0.02999
CCCCCCCCCCCCCC[n+]1ccc(C(=O)N/N=C/c2ccc[n+](CCCCCCCCCCCCCC)c2)cc1,F[P-](F)(F)(F)(F)F,0.03917
CCCCCCCCCCCCCC[n+]1ccc(C(=O)N/N=C/c2ccc[n+](CCCCCCCCCCCCCC)c2)cc1,F[P-](F)(F)(F)(F)F,>0.3
CCCCCCCCCCCCCC[n+]1ccc(C(=O)NN=Cc2ccc[n+](CCCCCCCCCCCCCC)c2)cc1,[I-],0.03683
CCCCCCCCCCCCCC[n+]1ccc(C(=O)NN=Cc2ccc[n+](CCCCCCCCCCCCCC)c2)cc1,[I-],0.03804
CCCCCCCCCCCCCC[n+]1ccc(C(=O)NN=Cc2ccc[n+](CCCCCCCCCCCCCC)c2)cc1,[I-],0.03819
CCCCCCCCCCCCCC[n+]1ccc(C(=O)NN=Cc2ccc[n+](CCCCCCCCCCCCCC)c2)cc1,[I-],>0.3
CCCCCCCCCCCCCC[n+]1ccc(C(=O)N/N=C/c2ccc[n+](CCCCCCCCCCCCCC)c2)cc1,F[B-](F)(F)F,0.04205
CCCCCCCCCCCCCC[n+]1ccc(C(=O)N/N=C/c2ccc[n+](CCCCCCCCCCCCCC)c2)cc1,F[B-](F)(F)F,0.04463
CCCCCCCCCCCCCC[n+]1ccc(C(=O)N/N=C/c2ccc[n+](CCCCCCCCCCCCCC)c2)cc1,F[B-](F)(F)F,0.04682
CCCCCCCCCCCCCC[n+]1ccc(C(=O)N/N=C/c2ccc[n+](CCCCCCCCCCCCCC)c2)cc1,F[B-](F)(F)F,>0.3
N=C([NH3+])NCCCC[NH3+],O=C1OC(C(O)CO)C([O-])=C1O,1.916611392
N=C([NH3+])NCCCC[NH3+],O=C1OC(C(O)CO)C([O-])=C1O,>1.036
CC(C)Cc1ccc(CC(=O)[O-])cc1,CC(C)Cc1ccc(CC(=O)[O-])cc1,1.649737711
CC(C)Cc1ccc(CC(=O)[O-])cc1,CC(C)Cc1ccc(CC(=O)[O-])cc1,2.206566932
N=C([NH3+])NCCCC[NH3+],NC(CCC(=O)O)C(=O)[O-],7.197879609
N=C([NH3+])NCCCC[NH3+],NC(CCC(=O)O)C(=O)[O-],4.011544352
N=C([NH3+])NCCCC[NH3+],O=C([O-])c1ccccc1O,2.762
N=C([NH3+])NCCCC[NH3+],O=C([O-])c1ccccc1O,2.039
N=C([NH3+])NCCCC[NH3+],O=C([O-])CC(O)(CC(=O)O)C(=O)O,2.194522199
N=C([NH3+])NCCCC[NH3+],O=C([O-])CC(O)(CC(=O)O)C(=O)O,1.695785709
N=C([NH3+])NCCCC[NH3+],O=C([O-])c1cccc(O)c1,2.752484992
N=C([NH3+])NCCCC[NH3+],O=C([O-])c1cccc(O)c1,5.520470426
N=C([NH3+])NCCCC[NH3+],[Cl-],9.606469401
N=C([NH3+])NCCCC[NH3+],[Cl-],8.686672247
N=C([NH3+])NCCCC[NH3+],O=C([O-])c1cccnc1,4.559602561
N=C([NH3+])NCCCC[NH3+],O=C([O-])c1cccnc1,3.740230068
N=C([NH3+])NCCCC[NH3+],O=[N+]([O-])[O-],5.162555616
N=C([NH3+])NCCCC[NH3+],O=[N+]([O-])[O-],4.422605573
N=C([NH3+])NCCCC[NH3+],O=S(=O)([O-])[O-],5.96363955
N=C([NH3+])NCCCC[NH3+],O=S(=O)([O-])[O-],4.992903141
COc1cc(C[n+]2ccc(C)cc2C)cc(/C=N/c2nnc(/N=C/c3cc(C[n+]4ccc(C)cc4C)cc(OC)c3O)s2)c1O,[Cl-],0.00536
CS(=O)(=O)[O-],CS(=O)(=O)[O-],0.533
C[N+]1(CCOCCOCCOCC[N+]2(C)CCCC2)CCCC1,[Cl-],>10
CCCCCCCCCCCCCCCc1cccc(OCC(CSCCCCSCC(COc2cccc(CCCCCCCCCCCCCCC)c2)[n+]2ccccc2)[n+]2ccccc2)c1,[Br-],0.0456
CCCCCCCCCCCCCCCc1cccc(OCC(CSCCSCC(COc2cccc(CCCCCCCCCCCCCCC)c2)[n+]2ccccc2)[n+]2ccccc2)c1,[Br-],0.0453
CCCCCCCCCCC(CSCCSCC(CCCCCCCCCC)[n+]1ccccc1)[n+]1ccccc1,[Br-],0.0157
CCCCCCCCCCCCCCC(CSCCSCC(CCCCCCCCCCCCCC)[n+]1ccccc1)[n+]1ccccc1,[Br-],0.0262
CCCCCCCCCCCCCCCCC(CSCCSCC(CCCCCCCCCCCCCCCC)[n+]1ccccc1)[n+]1ccccc1,[Br-],0.0531
CCCCCCCCCCCCC(CSCCSCC(CCCCCCCCCCCC)[n+]1ccccc1)[n+]1ccccc1,[Br-],0.0185
CCCCCCCCCCCCCCCc1cccc(OCC(CSCCCCCCSCC(COc2cccc(CCCCCCCCCCCCCCC)c2)[n+]2ccccc2)[n+]2ccccc2)c1,[Br-],0.0446
CCCCCCCCCCCCCCCc1cccc(OCC(CSCCCSCC(COc2cccc(CCCCCCCCCCCCCCC)c2)[n+]2ccccc2)[n+]2ccccc2)c1,[Br-],0.0288
C[n+]1ccn(CCCCCCCCCCn2cc[n+](C)c2)c1,NCC(=O)[O-],12.5
C[n+]1ccn(CCCCCCCCCCn2cc[n+](C)c2)c1,NCCCCC(N)C(=O)[O-],12.5
[Br-],[Br-],13.76
[Br-],[Br-],33.17
[Br-],[Br-],22.14
[Br-],[Br-],19.56
[Br-],[Br-],0.16
[Br-],[Br-],0.529
[Br-],[Br-],0.751
[Br-],[Br-],0.008
[Br-],[Br-],18.36
[Br-],[Br-],6.553
[Br-],[Br-],13.22
[Br-],[Br-],22.1
[Br-],[Br-],18.25
[Br-],[Br-],17.41
[Br-],[Br-],24
[Br-],[Br-],8.428
Cn1cc[n+](CCCCCCCC[n+]2ccn(C)c2)c1,N[C@@H](Cc1cnc[nH]1)C(=O)[O-],25.7
[Br-],[Br-],1.078
[Br-],[Br-],6.979
[Br-],[Br-],26.26
[Br-],[Br-],0.408
CCCCn1cc[n+](CCn2cc[n+](CCCC)c2)c1,[Br-],0.614
CCCCCCn1cc[n+](CCn2cc[n+](CCCCCC)c2)c1,[Br-],0.0934
Cn1cc[n+](Cn2cc[n+](C)c2)c1,[I-],6.23
Cn1cc[n+](CCn2cc[n+](C)c2)c1,[Br-],7.47
Cn1cc[n+](CCCn2cc[n+](C)c2)c1,[Br-],9.67
Cn1cc[n+](CCCCCCn2cc[n+](C)c2)c1,[Br-],9.09
CCCCc1ccc(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)cc1,CCCCc1ccc(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)cc1,0.115
CCCCCCc1ccc(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)cc1,CCCCCCc1ccc(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)cc1,0.126
COc1ccc(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)cc1,COc1ccc(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)cc1,2.21
CCCCCCCCc1ccc(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)cc1,CCCCCCCCc1ccc(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)cc1,0.0337
C[N+](C)(CCO)CCOCCOCC[N+](C)(C)CCO,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)c1c(F)c(F)c(F)c(F)c1F,0.236
C[N+](C)(CCO)CCOCCOCC[N+](C)(C)CCO,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)c1c(F)cc(F)cc1F,1.33
CCCCS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,11.7
CCCCCCS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,6.1
C[N+](C)(CCO)CCOCCOCC[N+](C)(C)CCO,Cc1cc(C)c(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)c(C)c1,0.458
CCCCCCCCS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.199
C[N+](C)(CCO)CCOCCOCC[N+](C)(C)CCO,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)c1ccccc1,3.22
C[N+](C)(CCO)CCOCCOCC[N+](C)(C)CCO,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1.45
C[N+](C)(CCO)CCOCCOCC[N+](C)(C)CCO,[Cl-],89.8
C[N+](C)(CCO)CCOCCOCC[N+](C)(C)CCO,Cc1ccc(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)cc1,1.37
CC(=O)[O-],CC(=O)[O-],223.8
C1C[NH+]=C2CCCN2C1,C1C[NH+]=C2CCCN2C1,6.01e-05
C1C[NH+]=C2CCCN2C1,C1C[NH+]=C2CCCN2C1,0.000165
C1C[NH+]=C2CCCN2C1,C1C[NH+]=C2CCCN2C1,0.0312
C1C[NH+]=C2CCCN2C1,C1C[NH+]=C2CCCN2C1,0.0933
C1C[NH+]=C2CCCN2C1,C1C[NH+]=C2CCCN2C1,1.02
C1C[NH+]=C2CCCN2C1,C1C[NH+]=C2CCCN2C1,1.14
C[N+](C)(C)CCO,C[N+](C)(C)CCO,0.00492
C[N+](C)(C)CCO,C[N+](C)(C)CCO,0.00857
C[N+](C)(C)CCO,C[N+](C)(C)CCO,0.00264
C[N+](C)(C)CCO,C[N+](C)(C)CCO,0.00487
C[N+](C)(C)CCO,C[N+](C)(C)CCO,0.00541
C[N+](C)(C)CCO,C[N+](C)(C)CCO,0.00894
C[N+](C)(C)CCO,C[N+](C)(C)CCO,0.0101
C[N+](C)(C)CCO,C[N+](C)(C)CCO,0.0833
Cn1cc[n+](CCO)c1,Cn1cc[n+](CCO)c1,0.000407
Cn1cc[n+](CCO)c1,Cn1cc[n+](CCO)c1,0.000621
Cn1cc[n+](CCO)c1,Cn1cc[n+](CCO)c1,3.28e-06
Cn1cc[n+](CCO)c1,Cn1cc[n+](CCO)c1,8.83e-06
Cn1cc[n+](CCO)c1,Cn1cc[n+](CCO)c1,7.84e-05
Cn1cc[n+](CCO)c1,Cn1cc[n+](CCO)c1,0.000165
Cn1cc[n+](CCCCCCCCCCC(=O)OCCN(CCNc2ccc(NCCN(CCOC(=O)CCCCCCCCCC[n+]3ccn(C)c3)C(=O)CCCCCCCCCC[n+]3ccn(C)c3)c3c2C(=O)c2c(O)ccc(O)c2C3=O)C(=O)CCCCCCCCCC[n+]2ccn(C)c2)c1,F[B-](F)(F)F,0.0112
Cn1cc[n+](CCCCCCCCCCC(=O)OCCN(CCNc2ccc(NCCN(CCOC(=O)CCCCCCCCCC[n+]3ccn(C)c3)C(=O)CCCCCCCCCC[n+]3ccn(C)c3)c3c2C(=O)c2c(O)ccc(O)c2C3=O)C(=O)CCCCCCCCCC[n+]2ccn(C)c2)c1,F[B-](F)(F)F,0.017
Cn1cc[n+](CCCCCCCCCCC(=O)OCCN(CCNc2ccc(NCCN(CCOC(=O)CCCCCCCCCC[n+]3ccn(C)c3)C(=O)CCCCCCCCCC[n+]3ccn(C)c3)c3c2C(=O)c2c(O)ccc(O)c2C3=O)C(=O)CCCCCCCCCC[n+]2ccn(C)c2)c1,F[B-](F)(F)F,0.0392
COc1cc(C[n+]2cc[nH]c2C)cc(/C=N/c2nnc(/N=C/c3cc(C[n+]4cc[nH]c4C)cc(OC)c3O)s2)c1O,[Cl-],0.158
CS(=O)(=O)[O-],CS(=O)(=O)[O-],1.68
Cn1cc[n+](CCOCCOCCOCC[n+]2ccn(C)c2)c1,[Cl-],>10
CCCCn1cc[n+](Cc2cc3ccccc3c(-c3c(O)c(C[n+]4ccn(CCCC)c4)cc4ccccc34)c2O)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0238
CCCCCCCCCCCCn1cc[n+](Cc2cc3ccccc3c(-c3c(O)c(C[n+]4ccn(CCCCCCCCCCCC)c4)cc4ccccc34)c2O)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0092
CCCCCCCCn1cc[n+](Cc2cc3ccccc3c(-c3c(O)c(C[n+]4ccn(CCCCCCCC)c4)cc4ccccc34)c2O)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0117
CCCCCCCCCCCCCCCc1cccc(OCC(CSCCCCSCC(COc2cccc(CCCCCCCCCCCCCCC)c2)[n+]2ccn(C)c2)[n+]2ccn(C)c2)c1,[Br-],0.054
CCCCCCCCCCCCCCCc1cccc(OCC(CSCCSCC(COc2cccc(CCCCCCCCCCCCCCC)c2)[n+]2ccn(C)c2)[n+]2ccn(C)c2)c1,[Br-],0.0553
CCCCCCCCCCCCCCCc1cccc(OCC(CSCCCCCCSCC(COc2cccc(CCCCCCCCCCCCCCC)c2)[n+]2ccn(C)c2)[n+]2ccn(C)c2)c1,[Br-],0.04
CCCCCCCCCCCCCCCc1cccc(OCC(CSCCCSCC(COc2cccc(CCCCCCCCCCCCCCC)c2)[n+]2ccn(C)c2)[n+]2ccn(C)c2)c1,[Br-],0.0396
CCCCCCCCCCC(O)Cn1cc[n+](CCCC[n+]2ccn(CC(O)CCCCCCCCCC)c2)c1,[Br-],0.02543
Cn1cc[n+](CCCCCCCCCC[n+]2ccn(C)c2)c1,O=C1O[C@H]([C@@H](O)CO)C([O-])=C1O,3.1
Cn1cc[n+](CCCCCCCCCC[n+]2ccn(C)c2)c1,[Br-],12.3
Cn1cc[n+](CCCCCCCCCC[n+]2ccn(C)c2)c1,N[C@@H](Cc1cnc[nH]1)C(=O)[O-],12.9
CC(C)C[C@H](N)C(=O)[O-],CC(C)C[C@H](N)C(=O)[O-],12.3
CSCC[C@H](N)C(=O)[O-],CSCC[C@H](N)C(=O)[O-],13.9
Cn1cc[n+](CCCCCCCCCC[n+]2ccn(C)c2)c1,N[C@@H](Cc1ccccc1)C(=O)[O-],8.5
CCCCCCCCCCC(O)Cn1cc[n+](CCCCCC[n+]2ccn(CC(O)CCCCCCCCCC)c2)c1,[Br-],0.02076
C=Cn1cc[n+](CCCCCCCCC[n+]2ccn(C=C)c2)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,31.698
CCCCCCCCCCC(O)Cn1cc[n+](CCCCCCCC[n+]2ccn(CC(O)CCCCCCCCCC)c2)c1,[Br-],0.01006
Cn1cc[n+](CCCCCCCC[n+]2ccn(C)c2)c1,O=C1O[C@H]([C@@H](O)CO)C([O-])=C1O,3.6
Cn1cc[n+](CCCCCCCC[n+]2ccn(C)c2)c1,[Br-],24.6
CC(C)C[C@H](N)C(=O)[O-],CC(C)C[C@H](N)C(=O)[O-],12.5
CSCC[C@H](N)C(=O)[O-],CSCC[C@H](N)C(=O)[O-],24.2
Cn1cc[n+](CCCCCCCC[n+]2ccn(C)c2)c1,N[C@@H](Cc1ccccc1)C(=O)[O-],8.3
CCCCCCCCCCC(O)Cn1cc[n+](CCCCC[n+]2ccn(CC(O)CCCCCCCCCC)c2)c1,[Br-],0.02173
CCCCCCCCCCC(O)Cn1cc[n+](CCC[n+]2ccn(CC(O)CCCCCCCCCC)c2)c1,[Br-],0.02231
CCCCCCCCCCCCNC(=O)[C@H](C(C)C)n1cc[n+](Cc2c(C)c(C[n+]3ccn([C@H](C(=O)NCCCCCCCCCCCC)C(C)C)c3)c(C)c(C[n+]3ccn([C@H](C(=O)NCCCCCCCCCCCC)C(C)C)c3)c2C)c1,[Br-],0.0189
CCCCCCCCCCCCNC(=O)[C@H](C(C)C)n1cc[n+](Cc2c(C)c(C[n+]3ccn([C@H](C(=O)NCCCCCCCCCCCC)C(C)C)c3)c(C)c(C[n+]3ccn([C@H](C(=O)NCCCCCCCCCCCC)C(C)C)c3)c2C)c1,[Br-],0.0142
CCCCCCCCCCCCNC(=O)[C@H](C(C)C)n1cc[n+](Cc2c(C)c(C[n+]3ccn([C@H](C(=O)NCCCCCCCCCCCC)C(C)C)c3)c(C)c(C[n+]3ccn([C@H](C(=O)NCCCCCCCCCCCC)C(C)C)c3)c2C)c1,[Br-],0.016
CCCCCCCCCCCCNC(=O)[C@H](C(C)C)n1cc[n+](Cc2c(C)c(C[n+]3ccn([C@H](C(=O)NCCCCCCCCCCCC)C(C)C)c3)c(C)c(C[n+]3ccn([C@H](C(=O)NCCCCCCCCCCCC)C(C)C)c3)c2C)c1,[Br-],0.013
CCCCCCCCCCCCNC(=O)[C@H](C(C)C)n1cc[n+](Cc2c(C)c(C[n+]3ccn([C@H](C(=O)NCCCCCCCCCCCC)C(C)C)c3)c(C)c(C[n+]3ccn([C@H](C(=O)NCCCCCCCCCCCC)C(C)C)c3)c2C)c1,[Br-],0.0135
CCCCCCCCCCCCNC(=O)[C@H](C(C)C)n1cc[n+](Cc2c(C)c(C[n+]3ccn([C@H](C(=O)NCCCCCCCCCCCC)C(C)C)c3)c(C)c(C[n+]3ccn([C@H](C(=O)NCCCCCCCCCCCC)C(C)C)c3)c2C)c1,[Br-],0.0028
CCCCCCCCCCCCNC(=O)[C@H](C(C)C)n1cc[n+](Cc2c(C)c(C[n+]3ccn([C@H](C(=O)NCCCCCCCCCCCC)C(C)C)c3)c(C)c(C[n+]3ccn([C@H](C(=O)NCCCCCCCCCCCC)C(C)C)c3)c2C)c1,[Br-],0.0135
CNC(=O)[C@H](C(C)C)n1cc[n+](Cc2c(C)c(C[n+]3ccn([C@H](C(=O)NC)C(C)C)c3)c(C)c(C[n+]3ccn([C@H](C(=O)NC)C(C)C)c3)c2C)c1,[Br-],>0.2
CNC(=O)[C@H](C(C)C)n1cc[n+](Cc2c(C)c(C[n+]3ccn([C@H](C(=O)NC)C(C)C)c3)c(C)c(C[n+]3ccn([C@H](C(=O)NC)C(C)C)c3)c2C)c1,[Br-],>0.2
CNC(=O)[C@H](C(C)C)n1cc[n+](Cc2c(C)c(C[n+]3ccn([C@H](C(=O)NC)C(C)C)c3)c(C)c(C[n+]3ccn([C@H](C(=O)NC)C(C)C)c3)c2C)c1,[Br-],>0.1
CNC(=O)[C@H](C(C)C)n1cc[n+](Cc2c(C)c(C[n+]3ccn([C@H](C(=O)NC)C(C)C)c3)c(C)c(C[n+]3ccn([C@H](C(=O)NC)C(C)C)c3)c2C)c1,[Br-],>0.2
CNC(=O)[C@H](C(C)C)n1cc[n+](Cc2c(C)c(C[n+]3ccn([C@H](C(=O)NC)C(C)C)c3)c(C)c(C[n+]3ccn([C@H](C(=O)NC)C(C)C)c3)c2C)c1,[Br-],>0.2
CNC(=O)[C@H](C(C)C)n1cc[n+](Cc2c(C)c(C[n+]3ccn([C@H](C(=O)NC)C(C)C)c3)c(C)c(C[n+]3ccn([C@H](C(=O)NC)C(C)C)c3)c2C)c1,[Br-],>0.1
CNC(=O)[C@H](C(C)C)n1cc[n+](Cc2c(C)c(C[n+]3ccn([C@H](C(=O)NC)C(C)C)c3)c(C)c(C[n+]3ccn([C@H](C(=O)NC)C(C)C)c3)c2C)c1,[Br-],>0.2
O=C(NCc1ccccc1)[C@H](Cc1ccccc1)n1cc[n+](Cc2cc(Cn3cc[n+]([C@@H](Cc4ccccc4)C(=O)NCc4ccccc4)c3)cc(C[n+]3ccn([C@@H](Cc4ccccc4)C(=O)NCc4ccccc4)c3)c2)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0048
O=C(NCc1ccccc1)[C@H](Cc1ccccc1)n1cc[n+](Cc2cc(Cn3cc[n+]([C@@H](Cc4ccccc4)C(=O)NCc4ccccc4)c3)cc(C[n+]3ccn([C@@H](Cc4ccccc4)C(=O)NCc4ccccc4)c3)c2)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.013
O=C(NCc1ccccc1)[C@H](Cc1ccccc1)n1cc[n+](Cc2cc(Cn3cc[n+]([C@@H](Cc4ccccc4)C(=O)NCc4ccccc4)c3)cc(C[n+]3ccn([C@@H](Cc4ccccc4)C(=O)NCc4ccccc4)c3)c2)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.082
O=C(NCc1ccccc1)[C@H](Cc1ccccc1)n1cc[n+](Cc2cc(Cn3cc[n+]([C@@H](Cc4ccccc4)C(=O)NCc4ccccc4)c3)cc(C[n+]3ccn([C@@H](Cc4ccccc4)C(=O)NCc4ccccc4)c3)c2)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.044
O=C(NCc1ccccc1)[C@H](Cc1ccccc1)n1cc[n+](Cc2cc(Cn3cc[n+]([C@@H](Cc4ccccc4)C(=O)NCc4ccccc4)c3)cc(C[n+]3ccn([C@@H](Cc4ccccc4)C(=O)NCc4ccccc4)c3)c2)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0121
O=C(NCc1ccccc1)[C@H](Cc1ccccc1)n1cc[n+](Cc2cc(Cn3cc[n+]([C@@H](Cc4ccccc4)C(=O)NCc4ccccc4)c3)cc(C[n+]3ccn([C@@H](Cc4ccccc4)C(=O)NCc4ccccc4)c3)c2)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,>0.1
O=C(NCc1ccccc1)[C@H](Cc1ccccc1)n1cc[n+](Cc2cc(Cn3cc[n+]([C@@H](Cc4ccccc4)C(=O)NCc4ccccc4)c3)cc(C[n+]3ccn([C@@H](Cc4ccccc4)C(=O)NCc4ccccc4)c3)c2)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0121
O=C(NCc1ccccc1)[C@H](Cc1ccccc1)n1cc[n+](Cc2cc(Cn3cc[n+]([C@@H](Cc4ccccc4)C(=O)NCc4ccccc4)c3)cc(C[n+]3ccn([C@@H](Cc4ccccc4)C(=O)NCc4ccccc4)c3)c2)c1,[Br-],0.0236
O=C(NCc1ccccc1)[C@H](Cc1ccccc1)n1cc[n+](Cc2cc(Cn3cc[n+]([C@@H](Cc4ccccc4)C(=O)NCc4ccccc4)c3)cc(C[n+]3ccn([C@@H](Cc4ccccc4)C(=O)NCc4ccccc4)c3)c2)c1,[Br-],0.0117
