Cation,Anion,target,Cation_Organic,Anion_Organic,both_Organic,only_one_Organic
CCCCCCCCCCCCNC(=O)[C@H](C(C)C)n1cc[n+](Cc2cc(C[n+]3ccn([C@H](C(=O)NCCCCCCCCCCCC)C(C)C)c3)cc(C[n+]3ccn([C@H](C(=O)NCCCCCCCCCCCC)C(C)C)c3)c2)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0097,True,True,True,False
CCCCCCCCCCCCNC(=O)[C@H](C(C)C)n1cc[n+](Cc2cc(C[n+]3ccn([C@H](C(=O)NCCCCCCCCCCCC)C(C)C)c3)cc(C[n+]3ccn([C@H](C(=O)NCCCCCCCCCCCC)C(C)C)c3)c2)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.1,True,True,True,False
CCCCCCCCCCCCNC(=O)[C@H](C(C)C)n1cc[n+](Cc2cc(C[n+]3ccn([C@H](C(=O)NCCCCCCCCCCCC)C(C)C)c3)cc(C[n+]3ccn([C@H](C(=O)NCCCCCCCCCCCC)C(C)C)c3)c2)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0097,True,True,True,False
CN(C)C(=[NH2+])N(C)C,CN(C)C(=[NH2+])N(C)C,0.00111,True,True,True,False
CN(C)C(=[NH2+])N(C)C,CN(C)C(=[NH2+])N(C)C,0.00168,True,True,True,False
CN(C)C(=[NH2+])N(C)C,CN(C)C(=[NH2+])N(C)C,3.16e-05,True,True,True,False
CN(C)C(=[NH2+])N(C)C,CN(C)C(=[NH2+])N(C)C,1.87e-05,True,True,True,False
CN(C)C(=[NH2+])N(C)C,CN(C)C(=[NH2+])N(C)C,0.000514,True,True,True,False
CN(C)C(=[NH2+])N(C)C,CN(C)C(=[NH2+])N(C)C,0.000984,True,True,True,False
CN(C)C(=[NH2+])N(C)C,CN(C)C(=[NH2+])N(C)C,7.11e-05,True,True,True,False
CN(C)C(=[NH2+])N(C)C,CN(C)C(=[NH2+])N(C)C,0.000167,True,True,True,False
CCCCC[N+](C)(C)CCO,CC(NC(=O)CCC(=O)[O-])C(=O)[O-],10.7,True,True,True,False
CC(=O)[O-],CC(=O)[O-],124.6,True,True,True,False
CC(=O)[O-],CC(=O)[O-],238.4,True,True,True,False
CC(=O)[O-],CC(=O)[O-],138.5,True,True,True,False
CC(=O)NC(C)C(=O)[O-],CC(=O)NC(C)C(=O)[O-],119.8,True,True,True,False
CC(=O)NCC(=O)[O-],CC(=O)NCC(=O)[O-],146.4,True,True,True,False
CC(=O)NC(Cc1ccccc1)C(=O)[O-],CC(=O)NC(Cc1ccccc1)C(=O)[O-],32.4,True,True,True,False
CCCC(=O)[O-],CCCC(=O)[O-],7.4,True,True,True,False
C[N+](C)(CCO)CCCC[N+](C)(C)CCO,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1.95,True,True,True,False
C[N+](C)(CCO)CCCCCC[N+](C)(C)CCO,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1.97,True,True,True,False
C[N+](C)(CCO)CCCCCCCC[N+](C)(C)CCO,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1.79,True,True,True,False
CC[NH+](CCO)CCCC(C)[NH2+]c1ccnc2cc(Cl)ccc12,O=C([O-])[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)CO,0.196,True,True,True,False
CC1(C)C2CCC1(CS(=O)(=O)[O-])C(=O)C2,CC1(C)C2CCC1(CS(=O)(=O)[O-])C(=O)C2,0.0732,True,True,True,False
CCCCC(CC)COC(=O)C(CC(=O)OC(CC)CCCC)S(=O)(=O)[O-],CCCCC(CC)COC(=O)C(CC(=O)OC(CC)CCCC)S(=O)(=O)[O-],0.0698,True,True,True,False
CC[NH+](CCO)CCCC(C)[NH2+]c1ccnc2cc(Cl)ccc12,Cc1ccc(S(=O)(=O)[O-])cc1,0.2067,True,True,True,False
CCCCCCCCCCCCOS(=O)(=O)[O-],CCCCCCCCCCCCOS(=O)(=O)[O-],0.2093,True,True,True,False
CCCCCCS(=O)(=O)[O-],CCCCCCS(=O)(=O)[O-],0.2143,True,True,True,False
CC[NH+](CCO)CCCC(C)[NH2+]c1ccnc2cc(Cl)ccc12,CS(=O)(=O)[O-],0.2187,True,True,True,False
CC[N+](C)(C)CCO,CC(NC(=O)CCC(=O)[O-])C(=O)[O-],500.0,True,True,True,False
CCOCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1.6,True,True,True,False
C[N+]1(CCO)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5.2,True,True,True,False
COCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.0,True,True,True,False
C[N+]1(CCCO)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,4.0,True,True,True,False
COCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.5,True,True,True,False
CSCC(CCC[N+]1(C)CCCC1)SC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.14,True,True,True,False
C[N+]1(CC#N)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,6.4,True,True,True,False
CCOC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1.8,True,True,True,False
CCCC[N+]1(C)CCCC1,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,10.0,True,True,True,False
CCCC[N+]1(C)CCCC1,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,10.0,True,True,True,False
CCCC[N+]1(C)CCCC1,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,10.0,True,True,True,False
CCCC[N+]1(C)CCCC1,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,10.0,True,True,True,False
CCCC[N+]1(C)CCCC1,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,10.0,True,True,True,False
CCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1.392,True,True,True,False
CCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,7.29,True,True,True,False
CCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1.0,True,True,True,False
CCCC[N+]1(C)CCCC1,COS(=O)(=O)[O-],3.95,True,True,True,False
CCCCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.107,True,True,True,False
CCCCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.261,True,True,True,False
CCCCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.13,True,True,True,False
CCCCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.68,True,True,True,False
CCCCCCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.085,True,True,True,False
CCCCCCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.118,True,True,True,False
CCCCCCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.086,True,True,True,False
CCCCCCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.073,True,True,True,False
CCCCCCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.21,True,True,True,False
CCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,4.63,True,True,True,False
CCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,6.24,True,True,True,False
CO[C@H]1CO[C@H](C[n+]2ccccc2)[C@H]1OC,O=S(=O)([O-])C(F)(F)F,46.4,True,True,True,False
CCCO[C@H]1CO[C@H](C[n+]2ccccc2)[C@H]1OCCC,O=S(=O)([O-])C(F)(F)F,136.62,True,True,True,False
CO[C@H]1[C@H](OC)[C@@H](C[n+]2ccccc2)O[C@@H](OC)[C@@H]1OC,Cc1ccc(S(=O)(=O)[O-])cc1,51.49,True,True,True,False
CO[C@H]1[C@H](OC)[C@@H](C[n+]2ccccc2)O[C@@H](OC)[C@@H]1OC,CS(=O)(=O)[O-],57.6,True,True,True,False
CO[C@H]1[C@H](OC)[C@@H](C[n+]2ccccc2)O[C@@H](OC)[C@@H]1OC,O=S(=O)([O-])C(F)(F)F,41.73,True,True,True,False
C=CCO[C@@H]1O[C@H](C[n+]2ccccc2)[C@@H](OC)[C@H](OC)[C@H]1OC,O=S(=O)([O-])C(F)(F)F,36.4,True,True,True,False
CO[C@H]1O[C@H](C[n+]2ccccc2)[C@@H](OC)[C@H](OC)[C@H]1OC,O=S(=O)([O-])C(F)(F)F,49.88,True,True,True,False
CO[C@@H]1[C@H](OC)CO[C@@H]1C[n+]1ccccc1,O=S(=O)([O-])C(F)(F)F,25.19,True,True,True,False
O[C@H]1CO[C@H](C[n+]2ccccc2)[C@H]1O,O=S(=O)([O-])C(F)(F)F,54.8,True,True,True,False
CO[C@H]1CO[C@H](C[n+]2ccccc2)[C@@H]1OC,O=S(=O)([O-])C(F)(F)F,38.65,True,True,True,False
CO[C@H]1CO[C@@H](C[n+]2ccccc2)[C@@H]1OC,O=S(=O)([O-])C(F)(F)F,40.37,True,True,True,False
CCCCCCCOC[n+]1cccc(O)c1,O=C1[N-]S(=O)(=O)c2ccccc21,1.1,True,True,True,False
CCCCCCCOC[n+]1cccc(O)c1,CC1=CC(=O)[N-]S(=O)(=O)O1,1.1,True,True,True,False
CCCCCCOC[n+]1cccc(O)c1,O=C1[N-]S(=O)(=O)c2ccccc21,2.2,True,True,True,False
CCCCCCOC[n+]1cccc(O)c1,CC1=CC(=O)[N-]S(=O)(=O)O1,2.4,True,True,True,False
CCOCC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1.8,True,True,True,False
OCC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,6.2,True,True,True,False
OCC[n+]1ccccc1,O=C([O-])/C=C/c1ccccc1,12.58,True,True,True,False
COCC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1.5,True,True,True,False
OCCC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.5,True,True,True,False
COCCC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.4,True,True,True,False
O=C(/C=C/c1ccccc1)OCCCC[n+]1ccccc1,O=C([O-])/C=C/c1ccccc1,1.06,True,True,True,False
OCCCC[n+]1ccccc1,O=C([O-])/C=C/c1ccccc1,6.5,True,True,True,False
CCCCOC[n+]1cccc(O)c1,O=C1[N-]S(=O)(=O)c2ccccc21,4.5,True,True,True,False
CCCCOC[n+]1cccc(O)c1,CC1=CC(=O)[N-]S(=O)(=O)O1,5.2,True,True,True,False
N#CC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.2,True,True,True,False
CCOC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1.3,True,True,True,False
C=CC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.24,True,True,True,False
CCCC[n+]1cccc(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.81,True,True,True,False
CCCC[n+]1ccc(N(C)C)cc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.05,True,True,True,False
CCCC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1.67,True,True,True,False
CCCC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1.39,True,True,True,False
CCCC[n+]1ccccc1,O=C([O-])/C=C/c1ccccc1,17.15,True,True,True,False
CC[n+]1cccc(C)c1,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,10.0,True,True,True,False
CC[n+]1cccc(C)c1,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,10.0,True,True,True,False
CC[n+]1cccc(C)c1,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,10.0,True,True,True,False
CC[n+]1cccc(C)c1,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6.998,True,True,True,False
CC[n+]1cccc(C)c1,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,10.0,True,True,True,False
CC[n+]1cccc(C)c1,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,10.0,True,True,True,False
CC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.57,True,True,True,False
CC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.17,True,True,True,False
CC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.416,True,True,True,False
CC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.44,True,True,True,False
CC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1.65,True,True,True,False
CC[n+]1ccccc1,O=C([O-])/C=C/c1ccccc1,34.22,True,True,True,False
CCCCCCCCCCCCCCCC[n+]1ccccc1,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-],0.0021,True,True,True,False
CCCCCCCCCCCCCCCC[n+]1ccccc1,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-],0.0006,True,True,True,False
CCCCCCCCCCCCCCCC[n+]1ccccc1,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-],0.002,True,True,True,False
CCCCCCCCCCCCCCCC[n+]1ccccc1,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-],0.0008,True,True,True,False
CCCCCCCCCCCCCCCC[n+]1ccccc1,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-],0.0002,True,True,True,False
CCCCCCCCCCCCCCCC[n+]1ccccc1,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-],0.0009,True,True,True,False
CCCCCCCCCCCCCCCC[n+]1ccccc1,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-],0.0014,True,True,True,False
CCCCCCCCCCCCCCCC[n+]1ccccc1,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-],0.0001,True,True,True,False
CCCCCCCCCCCCCCCC[n+]1ccccc1,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-],0.0009,True,True,True,False
CCCCCCCCCCCCCCCC[n+]1ccccc1,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-],0.0003,True,True,True,False
CCCCCCCCCCCCCCCC[n+]1ccccc1,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-],1.1e-05,True,True,True,False
CCCCCCCCCCCCCCCC[n+]1ccccc1,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-],5e-06,True,True,True,False
CCCCCCCCCCCCCCCC[n+]1ccccc1,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-],0.1327,True,True,True,False
CCCCCCCCCCCCCCCC[n+]1ccccc1,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-],0.000226,True,True,True,False
CCCCCCCCCCCCCCCC[n+]1ccccc1,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-],3.2e-05,True,True,True,False
CCCCCCCCCCCCCCCC[n+]1ccccc1,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-],1.2e-05,True,True,True,False
CCCCCCCCCCCCCCCC[n+]1ccccc1,O=C([O-])c1ccccc1O,0.038,True,True,True,False
CCCCCC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.19,True,True,True,False
CCCCCC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.199,True,True,True,False
CCCCCC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.081,True,True,True,False
CCCCCC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.29,True,True,True,False
CCCCCCCC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.028,True,True,True,False
CCCCCCCC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.056,True,True,True,False
CCCCCCCC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.048,True,True,True,False
CCCCCCCC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.23,True,True,True,False
CCCCCC[n+]1cccc(C(N)=O)c1,O=C([O-])c1ccccc1O,12.83,True,True,True,False
CCCCCC[n+]1cccc(C(N)=O)c1,O=C([O-])c1ccccc1O,12.19,True,True,True,False
CCCCCOC[n+]1cccc(O)c1,O=C1[N-]S(=O)(=O)c2ccccc21,3.2,True,True,True,False
CCCCCOC[n+]1cccc(O)c1,CC1=CC(=O)[N-]S(=O)(=O)O1,3.8,True,True,True,False
CCCCCCCCCCCOC[n+]1cccc(O)c1,O=C1[N-]S(=O)(=O)c2ccccc21,0.03,True,True,True,False
CCCCCCCCCCCOC[n+]1cccc(O)c1,CC1=CC(=O)[N-]S(=O)(=O)O1,0.03,True,True,True,False
CCCOC[n+]1cccc(O)c1,O=C1[N-]S(=O)(=O)c2ccccc21,4.2,True,True,True,False
CCCOC[n+]1cccc(O)c1,CC1=CC(=O)[N-]S(=O)(=O)O1,3.1,True,True,True,False
CC[n+]1ccc(N(C)C)cc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.7,True,True,True,False
CCCCCC[n+]1ccc(N(C)C)cc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.009,True,True,True,False
CCCCCCCC[n+]1ccc(C)cc1,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.039,True,True,True,False
CCCCCCCC[n+]1ccc(C)cc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.033,True,True,True,False
COC(=O)[C@H](C)[NH3+],CC(O)C(=O)[O-],25.0,True,True,True,False
Cn1cc[n+](CCOCCO)c1,O=C([O-])c1ccccc1O,0.1,True,True,True,False
Cn1cc[n+](CCOCCO)c1,O=C([O-])c1ccccc1O,0.1,True,True,True,False
Cn1cc[n+](CCOCCO)c1,O=C([O-])c1ccccc1O,0.1,True,True,True,False
Cn1cc[n+](CCOCCO)c1,O=C([O-])c1ccccc1O,0.1,True,True,True,False
Cn1cc[n+](CCOCCO)c1,O=C([O-])c1ccccc1O,0.00926,True,True,True,False
Cn1cc[n+](CCOCCO)c1,O=C([O-])c1ccccc1O,0.1,True,True,True,False
C[n+]1ccn(CCCCOC/C=C/c2ccccc2)c1,O=C([O-])/C=C/c1ccccc1,2.31,True,True,True,False
Cc1n(C)cc[n+]1CC(=O)Nc1nc2ccc(S(C)(=O)=O)cc2s1,O=C([O-])C(F)(F)F,0.174,True,True,True,False
Cc1n(C)cc[n+]1CC(=O)Nc1nc2ccc(S(C)(=O)=O)cc2s1,O=C([O-])C(F)(F)F,0.169,True,True,True,False
Cc1n(C)cc[n+]1CC(=O)Nc1nc2ccc(S(C)(=O)=O)cc2s1,O=C([O-])C(F)(F)F,0.167,True,True,True,False
Cc1n(C)cc[n+]1CC(=O)Nc1nc2ccc(S(C)(=O)=O)cc2s1,O=C([O-])C(F)(F)F,0.171,True,True,True,False
Cc1ccc2nc(NC(=O)C[n+]3ccn(C)c3C)sc2c1,O=C([O-])C(F)(F)F,0.149,True,True,True,False
Cc1ccc2nc(NC(=O)C[n+]3ccn(C)c3C)sc2c1,O=C([O-])C(F)(F)F,0.137,True,True,True,False
Cc1ccc2nc(NC(=O)C[n+]3ccn(C)c3C)sc2c1,O=C([O-])C(F)(F)F,0.154,True,True,True,False
Cc1ccc2nc(NC(=O)C[n+]3ccn(C)c3C)sc2c1,O=C([O-])C(F)(F)F,0.155,True,True,True,False
CCCCC[n+]1ccn(C)c1C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.1,True,True,True,False
c1ccc(Cn2cc[n+](Cc3ccccc3)c2)cc1,O=C1[N-]S(=O)(=O)c2ccccc21,14.013,True,True,True,False
CCn1cc[n+](CC)c1,CCOS(=O)(=O)[O-],20.44,True,True,True,False
Cn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,4.23,True,True,True,False
Cn1cc[n+](C)c1,COS(=O)(=O)[O-],81.24,True,True,True,False
Cn1cc[n+](C)c1,COS(=O)(=O)[O-],31.69,True,True,True,False
C=C[n+]1ccn(CCCCCCCCCCCC)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0056,True,True,True,False
c1c[nH+]c[nH]1,O=C([O-])c1ccccc1O,0.1,True,True,True,False
c1c[nH+]c[nH]1,O=C([O-])c1ccccc1O,0.1,True,True,True,False
c1c[nH+]c[nH]1,O=C([O-])c1ccccc1O,0.1,True,True,True,False
c1c[nH+]c[nH]1,O=C([O-])c1ccccc1O,0.1,True,True,True,False
c1c[nH+]c[nH]1,O=C([O-])c1ccccc1O,0.03994,True,True,True,False
c1c[nH+]c[nH]1,O=C([O-])c1ccccc1O,0.02303,True,True,True,False
C[NH+]1C=CN=C1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,6.54,True,True,True,False
C[NH+]1C=CN=C1,O=S(=O)([O-])C(F)(F)F,47.43,True,True,True,False
CCCCCCCCOC[n+]1ccn(C)c1,Cc1ccc(C(C)C)c(OCC(=O)[O-])c1,0.0111,True,True,True,False
CCCCCCCCOC[n+]1ccn(C)c1,C=CCc1ccc(OCC(=O)[O-])c(OC)c1,0.0111,True,True,True,False
CCCCCCCCOC[n+]1ccn(C)c1,COc1cc(C=O)ccc1OCC(=O)[O-],0.0111,True,True,True,False
CCCCCCCCOC[n+]1ccn(C)c1,Cc1ccc(C(C)C)cc1OCC(=O)[O-],0.0101,True,True,True,False
CCCCCCCCOC[n+]1ccn(C)c1,O=S(=O)([O-])c1ccc(O)cc1,0.0122,True,True,True,False
CCCCCCCCOC[n+]1ccn(C)c1,O=S(=O)([O-])c1ccccc1,0.0122,True,True,True,False
CCCCCCCCOC[n+]1ccn(C)c1,O=C[O-],0.0184,True,True,True,False
CCCCCCCCOC[n+]1ccn(C)c1,CC(C)(C)C(=O)[O-],0.0163,True,True,True,False
CCCCCCCCOC[n+]1ccn(C)c1,CCC(=O)[O-],0.0158,True,True,True,False
Cn1cc[n+](CC(=O)Nc2nc3ccc(S(C)(=O)=O)cc3s2)c1,O=C([O-])C(F)(F)F,0.219,True,True,True,False
Cn1cc[n+](CC(=O)Nc2nc3ccc(S(C)(=O)=O)cc3s2)c1,O=C([O-])C(F)(F)F,0.213,True,True,True,False
Cn1cc[n+](CC(=O)Nc2nc3ccc(S(C)(=O)=O)cc3s2)c1,O=C([O-])C(F)(F)F,0.218,True,True,True,False
Cn1cc[n+](CC(=O)Nc2nc3ccc(S(C)(=O)=O)cc3s2)c1,O=C([O-])C(F)(F)F,0.21,True,True,True,False
Cc1ccc2nc(NC(=O)C[n+]3ccn(C)c3)sc2c1,O=C([O-])C(F)(F)F,0.19,True,True,True,False
Cc1ccc2nc(NC(=O)C[n+]3ccn(C)c3)sc2c1,O=C([O-])C(F)(F)F,0.181,True,True,True,False
Cc1ccc2nc(NC(=O)C[n+]3ccn(C)c3)sc2c1,O=C([O-])C(F)(F)F,0.187,True,True,True,False
Cc1ccc2nc(NC(=O)C[n+]3ccn(C)c3)sc2c1,O=C([O-])C(F)(F)F,0.188,True,True,True,False
CCCCCO[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.26,True,True,True,False
C#CC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.41,True,True,True,False
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.029,True,True,True,False
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.1,True,True,True,False
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.1,True,True,True,False
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.1,True,True,True,False
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.1,True,True,True,False
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.1,True,True,True,False
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.1,True,True,True,False
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.1,True,True,True,False
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.005758,True,True,True,False
CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.009785,True,True,True,False
