Canonical SMILES,"CC50/IC50/EC50, mM",filename
CN(C)C(=[NH2+])N(C)C.CN(C)C(=[NH2+])N(C)C.NCCCC(O)(P(=O)([O-])O)P(=O)([O-])O,0.000984,polycharged.csv
CN(C)C(=[NH2+])N(C)C.CN(C)C(=[NH2+])N(C)C.NCCCC(O)(P(=O)([O-])O)P(=O)([O-])O,7.11e-05,polycharged.csv
CN(C)C(=[NH2+])N(C)C.CN(C)C(=[NH2+])N(C)C.NCCCC(O)(P(=O)([O-])O)P(=O)([O-])O,0.000167,polycharged.csv
CC(NC(=O)CCC(=O)[O-])C(=O)[O-].CCCCC[N+](C)(C)CCO.CCCCC[N+](C)(C)CCO,10.7,polycharged.csv
CC(=O)[O-].CC(=O)[O-].C[N+](CCO)(CCO)CCCCCCCCCC[N+](C)(CCO)CCO,124.6,polycharged.csv
CC(=O)[O-].CC(=O)[O-].C[N+](CCO)(CCO)CCCC[N+](C)(CCO)CCO,238.4,polycharged.csv
CC(=O)[O-].CC(=O)[O-].C[N+](CCO)(CCO)CCCCCC[N+](C)(CCO)CCO,138.5,polycharged.csv
CC(=O)NC(C)C(=O)[O-].CC(=O)NC(C)C(=O)[O-].C[N+](CCO)(CCO)CCCCCC[N+](C)(CCO)CCO,119.8,polycharged.csv
CC(=O)NCC(=O)[O-].CC(=O)NCC(=O)[O-].C[N+](CCO)(CCO)CCCCCC[N+](C)(CCO)CCO,146.4,polycharged.csv
CC(=O)NC(Cc1ccccc1)C(=O)[O-].CC(=O)NC(Cc1ccccc1)C(=O)[O-].C[N+](CCO)(CCO)CCCCCC[N+](C)(CCO)CCO,32.4,polycharged.csv
C[N+](CCO)(CCO)CCCCCC[N+](C)(CCO)CCO.[Br-].[Br-],126.6,polycharged.csv
CCCC(=O)[O-].CCCC(=O)[O-].C[N+](CCO)(CCO)CCCCCC[N+](C)(CCO)CCO,7.4,polycharged.csv
C[N+](C)(CCO)CCCC[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1.95,polycharged.csv
C[N+](C)(CCO)CCCC[N+](C)(C)CCO.[Br-].[Br-],98.4,polycharged.csv
C[N+](C)(CCO)CCCCCC[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1.97,polycharged.csv
C[N+](C)(CCO)CCCCCC[N+](C)(C)CCO.[Br-].[Br-],40.8,polycharged.csv
CCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],0.0125,polycharged.csv
C[N+](C)(CCO)CCCCCCCC[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1.79,polycharged.csv
C[N+](C)(CCO)CCCCCCCC[N+](C)(C)CCO.[Br-].[Br-],59.2,polycharged.csv
CC[NH+](CCO)CCCC(C)[NH2+]c1ccnc2cc(Cl)ccc12.O=C([O-])[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)CO.O=C([O-])[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)CO,0.196,polycharged.csv
CC1(C)C2CCC1(CS(=O)(=O)[O-])C(=O)C2.CC1(C)C2CCC1(CS(=O)(=O)[O-])C(=O)C2.CC[NH+](CCO)CCCC(C)[NH2+]c1ccnc2cc(Cl)ccc12,0.0732,polycharged.csv
CCCCC(CC)COC(=O)C(CC(=O)OC(CC)CCCC)S(=O)(=O)[O-].CCCCC(CC)COC(=O)C(CC(=O)OC(CC)CCCC)S(=O)(=O)[O-].CC[NH+](CCO)CCCC(C)[NH2+]c1ccnc2cc(Cl)ccc12,0.0698,polycharged.csv
CC[NH+](CCO)CCCC(C)[NH2+]c1ccnc2cc(Cl)ccc12.Cc1ccc(S(=O)(=O)[O-])cc1.Cc1ccc(S(=O)(=O)[O-])cc1,0.2067,polycharged.csv
CCCCCCCCCCCCOS(=O)(=O)[O-].CCCCCCCCCCCCOS(=O)(=O)[O-].CC[NH+](CCO)CCCC(C)[NH2+]c1ccnc2cc(Cl)ccc12,0.2093,polycharged.csv
CCCCCCS(=O)(=O)[O-].CCCCCCS(=O)(=O)[O-].CC[NH+](CCO)CCCC(C)[NH2+]c1ccnc2cc(Cl)ccc12,0.2143,polycharged.csv
CC[NH+](CCO)CCCC(C)[NH2+]c1ccnc2cc(Cl)ccc12.CS(=O)(=O)[O-].CS(=O)(=O)[O-],0.2187,polycharged.csv
CC[NH+](CCO)CCCC(C)[NH2+]c1ccnc2cc(Cl)ccc12.O=S(=O)([O-])[O-],0.2144,polycharged.csv
CC(NC(=O)CCC(=O)[O-])C(=O)[O-].CC[N+](C)(C)CCO.CC[N+](C)(C)CCO,500.0,polycharged.csv
CCOCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1.6,pyrrolidinium.csv
CCOCC[N+]1(C)CCCC1.[Br-],20.0,pyrrolidinium.csv
C[N+]1(CCO)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5.2,pyrrolidinium.csv
C[N+]1(CCO)CCCC1.[I-],20.0,pyrrolidinium.csv
COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.0,pyrrolidinium.csv
COCC[N+]1(C)CCCC1.[Cl-],20.0,pyrrolidinium.csv
C[N+]1(CCCO)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,4.0,pyrrolidinium.csv
C[N+]1(CCCO)CCCC1.[Cl-],20.0,pyrrolidinium.csv
COCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.5,pyrrolidinium.csv
COCCC[N+]1(C)CCCC1.[Cl-],20.0,pyrrolidinium.csv
CSCC(CCC[N+]1(C)CCCC1)SC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.14,pyrrolidinium.csv
C[N+]1(CC#N)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,6.4,pyrrolidinium.csv
C[N+]1(CC#N)CCCC1.[Cl-],17.1,pyrrolidinium.csv
CCOC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1.8,pyrrolidinium.csv
CCOC[N+]1(C)CCCC1.[Cl-],0.85,pyrrolidinium.csv
CCCCCC[N+]1(CCCCCC)CCCC1.F[B-](F)(F)F,0.017,pyrrolidinium.csv
CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,10.0,pyrrolidinium.csv
CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,10.0,pyrrolidinium.csv
CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,10.0,pyrrolidinium.csv
CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,10.0,pyrrolidinium.csv
CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,10.0,pyrrolidinium.csv
CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1.392,pyrrolidinium.csv
CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,7.29,pyrrolidinium.csv
CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1.0,pyrrolidinium.csv
CCCC[N+]1(C)CCCC1.[Br-],17.8,pyrrolidinium.csv
CCCC[N+]1(C)CCCC1.[Br-],5.888,pyrrolidinium.csv
CCCC[N+]1(C)CCCC1.[Br-],17.8,pyrrolidinium.csv
CCCC[N+]1(C)CCCC1.[Cl-],41.2,pyrrolidinium.csv
CCCC[N+]1(C)CCCC1.[Cl-],89.47,pyrrolidinium.csv
CCCC[N+]1(C)CCCC1.[Cl-],55.27,pyrrolidinium.csv
CCCC[N+]1(C)CCCC1.[Cl-],119.54,pyrrolidinium.csv
CCCC[N+]1(C)CCCC1.[Cl-],251.48,pyrrolidinium.csv
CCCC[N+]1(C)CCCC1.[Cl-],140.05,pyrrolidinium.csv
CCCC[N+]1(C)CCCC1.[Cl-],132.22,pyrrolidinium.csv
CCCC[N+]1(C)CCCC1.[Cl-],19.953,pyrrolidinium.csv
CCCC[N+]1(C)CCCC1.[Cl-],20.0,pyrrolidinium.csv
CCCC[N+]1(C)CCCC1.F[As-](F)(F)(F)(F)F,6.944,pyrrolidinium.csv
CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-],3.95,pyrrolidinium.csv
CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,0.794,pyrrolidinium.csv
CC[N+]1(C)CCCC1.[Br-],3.5098,pyrrolidinium.csv
CC[N+]1(C)CCCC1.[Br-],3.0447,pyrrolidinium.csv
CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.107,pyrrolidinium.csv
CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.261,pyrrolidinium.csv
CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.13,pyrrolidinium.csv
CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.68,pyrrolidinium.csv
CCCCCC[N+]1(C)CCCC1.[Cl-],1.479,pyrrolidinium.csv
CCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.085,pyrrolidinium.csv
CCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.118,pyrrolidinium.csv
CCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.086,pyrrolidinium.csv
CCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.073,pyrrolidinium.csv
CCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.21,pyrrolidinium.csv
CCCCCCCC[N+]1(C)CCCC1.[Br-],0.08,pyrrolidinium.csv
CCCCCCCC[N+]1(C)CCCC1.[Br-],0.08,pyrrolidinium.csv
CCCCCCCC[N+]1(C)CCCC1.[Cl-],0.389,pyrrolidinium.csv
CCCCCCCC[N+]1(C)CCCC1.F[B-](F)(F)F,0.066,pyrrolidinium.csv
CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,4.63,pyrrolidinium.csv
CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,6.24,pyrrolidinium.csv
CCC[N+]1(C)CCCC1.[Br-],43.4,pyrrolidinium.csv
CCC[N+]1(C)CCCC1.[Br-],43.4,pyrrolidinium.csv
CCCCCCCCCC[n+]1ccc(C=NO)cc1.[Br-],0.108,pyridinium.csv
CCCCCCCCCCCC[n+]1ccc(C=NO)cc1.[Br-],0.016,pyridinium.csv
CCCCCCCCCCCCCCCC[n+]1ccc(C=NO)cc1.[Br-],0.007,pyridinium.csv
CCCCCCCCCCCCCCCCCCCC[n+]1ccc(C=NO)cc1.[Br-],0.0029,pyridinium.csv
CCCCCCCCCCCCCCCCCC[n+]1ccc(C=NO)cc1.[Br-],0.0035,pyridinium.csv
CCCCCCCC[n+]1ccc(C=NO)cc1.[Br-],1.0,pyridinium.csv
CCCCCCCCCCCCCC[n+]1ccc(C=NO)cc1.[Br-],0.014,pyridinium.csv
CO[C@H]1CO[C@H](C[n+]2ccccc2)[C@H]1OC.O=S(=O)([O-])C(F)(F)F,46.4,pyridinium.csv
CCCO[C@H]1CO[C@H](C[n+]2ccccc2)[C@H]1OCCC.O=S(=O)([O-])C(F)(F)F,136.62,pyridinium.csv
CO[C@H]1[C@H](OC)[C@@H](C[n+]2ccccc2)O[C@@H](OC)[C@@H]1OC.Cc1ccc(S(=O)(=O)[O-])cc1,51.49,pyridinium.csv
CO[C@H]1[C@H](OC)[C@@H](C[n+]2ccccc2)O[C@@H](OC)[C@@H]1OC.CS(=O)(=O)[O-],57.6,pyridinium.csv
CO[C@H]1[C@H](OC)[C@@H](C[n+]2ccccc2)O[C@@H](OC)[C@@H]1OC.O=S(=O)([O-])C(F)(F)F,41.73,pyridinium.csv
C=CCO[C@@H]1O[C@H](C[n+]2ccccc2)[C@@H](OC)[C@H](OC)[C@H]1OC.O=S(=O)([O-])C(F)(F)F,36.4,pyridinium.csv
CO[C@H]1O[C@H](C[n+]2ccccc2)[C@@H](OC)[C@H](OC)[C@H]1OC.O=S(=O)([O-])C(F)(F)F,49.88,pyridinium.csv
CO[C@@H]1[C@H](OC)CO[C@@H]1C[n+]1ccccc1.O=S(=O)([O-])C(F)(F)F,25.19,pyridinium.csv
O=S(=O)([O-])C(F)(F)F.O[C@H]1CO[C@H](C[n+]2ccccc2)[C@H]1O,54.8,pyridinium.csv
CO[C@H]1CO[C@H](C[n+]2ccccc2)[C@@H]1OC.O=S(=O)([O-])C(F)(F)F,38.65,pyridinium.csv
CO[C@H]1CO[C@@H](C[n+]2ccccc2)[C@@H]1OC.O=S(=O)([O-])C(F)(F)F,40.37,pyridinium.csv
CCCCCCCOC[n+]1cccc(O)c1.O=C1[N-]S(=O)(=O)c2ccccc21,1.1,pyridinium.csv
CC1=CC(=O)[N-]S(=O)(=O)O1.CCCCCCCOC[n+]1cccc(O)c1,1.1,pyridinium.csv
CCCCCCCOC[n+]1cccc(O)c1.[Cl-],1.05,pyridinium.csv
CCCCCCOC[n+]1cccc(O)c1.O=C1[N-]S(=O)(=O)c2ccccc21,2.2,pyridinium.csv
CC1=CC(=O)[N-]S(=O)(=O)O1.CCCCCCOC[n+]1cccc(O)c1,2.4,pyridinium.csv
CSC[n+]1ccccc1.[Cl-],0.5,pyridinium.csv
CSC[n+]1ccccc1.[Cl-],0.5,pyridinium.csv
CSC[n+]1ccccc1.[Cl-],0.5,pyridinium.csv
CSC[n+]1ccccc1.[Cl-],0.5,pyridinium.csv
CSC[n+]1ccccc1.[Cl-],0.5,pyridinium.csv
CSC[n+]1ccccc1.[Cl-],0.5,pyridinium.csv
CCCCCCCCCCCCCCC(COCC(O)CO)[n+]1ccccc1.[Br-],0.01185,pyridinium.csv
CCCCCCCCCCCCCCC(COCC(O)CO)[n+]1ccccc1.[Br-],0.08,pyridinium.csv
CCCCCCCCCCC(C[n+]1ccccc1)OCC(O)CO.[Br-],0.03599,pyridinium.csv
CCCCCCCCCCC(C[n+]1ccccc1)OCC(O)CO.[Br-],0.25,pyridinium.csv
CCCCCCCCCCCCCCCCC(C[n+]1ccccc1)OCC(O)CO.[Br-],0.00843,pyridinium.csv
CCCCCCCCCCCCCCCCC(C[n+]1ccccc1)OCC(O)CO.[Br-],0.06,pyridinium.csv
CCCCCCCCCCCCC(C[n+]1ccccc1)OCC(O)CO.[Br-],0.01907,pyridinium.csv
CCCCCCCCCCCCC(C[n+]1ccccc1)OCC(O)CO.[Br-],0.1,pyridinium.csv
O=C(/C=C/c1ccccc1)OCC[n+]1ccccc1.[Cl-],5.81,pyridinium.csv
CCCCCCCCCCOC(=O)C[n+]1cccc(C2CCCN2C)c1.[Br-],0.1,pyridinium.csv
CCCCCCCCCCOC(=O)C[n+]1ccccc1.[Cl-],0.12282,pyridinium.csv
CCCCCCCCCCOC(=O)C[n+]1ccccc1.[Cl-],0.02054,pyridinium.csv
CCCCCCCCCCOC(=O)C[n+]1ccccc1.[Cl-],0.02054,pyridinium.csv
CCCCCCCCCCCCOC(=O)C[n+]1cccc(C2CCCN2C)c1.[Br-],0.1,pyridinium.csv
CCCCCCCCCCCCOC(=O)C[n+]1ccccc1.[Cl-],0.000181,pyridinium.csv
CCCCCCCCCCCCOC(=O)C[n+]1ccccc1.[Cl-],0.000181,pyridinium.csv
CCCCCCCCCCCCOC(=O)C[n+]1ccccc1.[Cl-],0.000181,pyridinium.csv
CCCCCCCCOC(=O)C[n+]1ccccc1.[Cl-],0.35943,pyridinium.csv
CCCCCCCCOC(=O)C[n+]1ccccc1.[Cl-],0.13954,pyridinium.csv
CCCCCCCCOC(=O)C[n+]1ccccc1.[Cl-],0.13954,pyridinium.csv
CCOCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1.8,pyridinium.csv
CCOCC[n+]1ccccc1.[Br-],17.5,pyridinium.csv
CCCCCCCCCCCCCCOc1ccc[n+](CCO)c1.[Br-],0.01722,pyridinium.csv
CCCCCCCCCCCCCCOc1ccc[n+](CCO)c1.[Cl-],0.016,pyridinium.csv
O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.OCC[n+]1ccccc1,6.2,pyridinium.csv
OCC[n+]1ccccc1.[Cl-],72.03,pyridinium.csv
O=C([O-])/C=C/c1ccccc1.OCC[n+]1ccccc1,12.58,pyridinium.csv
OCC[n+]1ccccc1.[I-],14.3,pyridinium.csv
COCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1.5,pyridinium.csv
COCC[n+]1ccccc1.[Cl-],20.0,pyridinium.csv
O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.OCCC[n+]1ccccc1,3.5,pyridinium.csv
OCCC[n+]1ccccc1.[Cl-],20.0,pyridinium.csv
COCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.4,pyridinium.csv
COCCC[n+]1ccccc1.[Cl-],20.0,pyridinium.csv
O=C(/C=C/c1ccccc1)OCCCC[n+]1ccccc1.[Cl-],2.23,pyridinium.csv
O=C(/C=C/c1ccccc1)OCCCC[n+]1ccccc1.O=C([O-])/C=C/c1ccccc1,1.06,pyridinium.csv
CCCCCCCCCCCC(=O)OCCCC[n+]1ccccc1.[Cl-],0.46,pyridinium.csv
CCCCCCCCCCCCCCCC(=O)OCCCC[n+]1ccccc1.[Cl-],0.24,pyridinium.csv
CCCCCCCCCCCCCCCCCC(=O)OCCCC[n+]1ccccc1.[Cl-],0.11,pyridinium.csv
CCCCCCCCCCCCCC(=O)OCCCC[n+]1ccccc1.[Cl-],0.27,pyridinium.csv
CCCCCCCCCCCCC(=O)OCCCC[n+]1ccccc1.[Cl-],0.36,pyridinium.csv
CCCCCCCCCCC(=O)OCCCC[n+]1ccccc1.[Cl-],0.47,pyridinium.csv
CC(=O)OCCCC[n+]1ccccc1.[Cl-],33.3,pyridinium.csv
OCCCC[n+]1ccccc1.[Cl-],156.15,pyridinium.csv
O=C([O-])/C=C/c1ccccc1.OCCCC[n+]1ccccc1,6.5,pyridinium.csv
CCCCOC[n+]1cccc(O)c1.O=C1[N-]S(=O)(=O)c2ccccc21,4.5,pyridinium.csv
CC1=CC(=O)[N-]S(=O)(=O)O1.CCCCOC[n+]1cccc(O)c1,5.2,pyridinium.csv
N#CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.2,pyridinium.csv
N#CC[n+]1ccccc1.[Cl-],6.1,pyridinium.csv
CCOC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1.3,pyridinium.csv
CCOC[n+]1ccccc1.[Cl-],2.1,pyridinium.csv
C=CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.24,pyridinium.csv
C=CC[n+]1ccccc1.[Cl-],7.95,pyridinium.csv
[Br-].c1ccc(C[n+]2ccccc2)cc1,2.51,pyridinium.csv
[Br-].c1ccc(C[n+]2ccccc2)cc1,3.28,pyridinium.csv
[Br-].c1ccc(C[n+]2ccccc2)cc1,0.53,pyridinium.csv
[Br-].c1ccc(C[n+]2ccccc2)cc1,0.1372,pyridinium.csv
[Br-].c1ccc(C[n+]2ccccc2)cc1,0.3,pyridinium.csv
[Br-].c1ccc(C[n+]2ccccc2)cc1,0.2808,pyridinium.csv
[Br-].c1ccc(C[n+]2ccccc2)cc1,0.3,pyridinium.csv
CCCC[n+]1ccccc1C.[Cl-],18.69,pyridinium.csv
CCCC[n+]1ccccc1C.[Cl-],29.62,pyridinium.csv
CCCC[n+]1ccccc1C.[Cl-],13.46,pyridinium.csv
CCCC[n+]1ccccc1C.[Cl-],35.01,pyridinium.csv
CCCC[n+]1ccccc1C.[Cl-],93.38,pyridinium.csv
CCCC[n+]1ccccc1C.[Cl-],54.63,pyridinium.csv
CCCC[n+]1ccccc1C.[Cl-],47.18,pyridinium.csv
CCCC[n+]1ccccc1C.F[B-](F)(F)F,1.778,pyridinium.csv
CCCC[n+]1ccc(C)c(C)c1.F[B-](F)(F)F,1.047,pyridinium.csv
CCCC[n+]1cc(C)cc(C)c1.F[B-](F)(F)F,1.778,pyridinium.csv
CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.81,pyridinium.csv
CCCC[n+]1cccc(C)c1.[Cl-],10.77,pyridinium.csv
CCCC[n+]1cccc(C)c1.[Cl-],9.08,pyridinium.csv
CCCC[n+]1cccc(C)c1.[Cl-],4.13,pyridinium.csv
CCCC[n+]1cccc(C)c1.[Cl-],5.38,pyridinium.csv
CCCC[n+]1cccc(C)c1.[Cl-],21.08,pyridinium.csv
CCCC[n+]1cccc(C)c1.[Cl-],15.12,pyridinium.csv
CCCC[n+]1cccc(C)c1.[Cl-],12.81,pyridinium.csv
CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1.995,pyridinium.csv
CCCC[n+]1ccc(N(C)C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.05,pyridinium.csv
CCCC[n+]1ccc(N(C)C)cc1.[Br-],0.05163,pyridinium.csv
CCCC[n+]1ccc(N(C)C)cc1.[Br-],0.06,pyridinium.csv
CCCC[n+]1ccc(N(C)C)cc1.[Cl-],0.085,pyridinium.csv
CCCC[n+]1ccc(C)cc1.F[P-](F)(F)(F)(F)F,1.0,pyridinium.csv
CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,0.933,pyridinium.csv
CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1.67,pyridinium.csv
CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1.39,pyridinium.csv
CCCC[n+]1ccccc1.[Br-],3.19,pyridinium.csv
CCCC[n+]1ccccc1.[Br-],6.11,pyridinium.csv
CCCC[n+]1ccccc1.[Br-],1.72,pyridinium.csv
CCCC[n+]1ccccc1.[Br-],1.725,pyridinium.csv
CCCC[n+]1ccccc1.[Br-],6.439,pyridinium.csv
CCCC[n+]1ccccc1.[Br-],3.756,pyridinium.csv
CCCC[n+]1ccccc1.[Br-],1.998,pyridinium.csv
CCCC[n+]1ccccc1.[Br-],7.943,pyridinium.csv
CCCC[n+]1ccccc1.[Br-],8.0,pyridinium.csv
CCCC[n+]1ccccc1.[Br-],0.06,pyridinium.csv
CCCC[n+]1ccccc1.[Br-],0.06,pyridinium.csv
CCCC[n+]1ccccc1.[Cl-],30.35,pyridinium.csv
CCCC[n+]1ccccc1.[Cl-],38.28,pyridinium.csv
CCCC[n+]1ccccc1.[Cl-],96.12,pyridinium.csv
CCCC[n+]1ccccc1.[Cl-],37.86,pyridinium.csv
CCCC[n+]1ccccc1.[Cl-],29.13,pyridinium.csv
CCCC[n+]1ccccc1.[Cl-],87.38,pyridinium.csv
CCCC[n+]1ccccc1.[Cl-],251.48,pyridinium.csv
CCCC[n+]1ccccc1.[Cl-],133.57,pyridinium.csv
CCCC[n+]1ccccc1.[Cl-],118.31,pyridinium.csv
CCCC[n+]1ccccc1.O=C([O-])/C=C/c1ccccc1,17.15,pyridinium.csv
CCCC[n+]1ccccc1.F[B-](F)(F)F,17.94,pyridinium.csv
CCCC[n+]1ccccc1.F[B-](F)(F)F,22.42,pyridinium.csv
CCCC[n+]1ccccc1.F[B-](F)(F)F,4.48,pyridinium.csv
CCCC[n+]1ccccc1.F[B-](F)(F)F,8.96,pyridinium.csv
CCCC[n+]1ccccc1.F[B-](F)(F)F,35.81,pyridinium.csv
CCCC[n+]1ccccc1.F[B-](F)(F)F,22.82,pyridinium.csv
CCCC[n+]1ccccc1.F[B-](F)(F)F,20.62,pyridinium.csv
CCCC[n+]1ccccc1.F[B-](F)(F)F,1.445,pyridinium.csv
CCCCCCCCCCCC[n+]1ccccc1.[Br-],0.0046,pyridinium.csv
CCCCCCCCCCCC[n+]1ccccc1.[Br-],0.002,pyridinium.csv
CCCCCCCCCCCC[n+]1ccccc1.[Br-],0.018,pyridinium.csv
CCCCCCCCCCCC[n+]1ccccc1.[Br-],0.0001,pyridinium.csv
CCCCCCCCCCCC[n+]1ccccc1.[Br-],0.039,pyridinium.csv
CC[n+]1cccc(C)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,10.0,pyridinium.csv
CC[n+]1cccc(C)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,10.0,pyridinium.csv
CC[n+]1cccc(C)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,10.0,pyridinium.csv
CC[n+]1cccc(C)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6.998,pyridinium.csv
CC[n+]1cccc(C)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,10.0,pyridinium.csv
CC[n+]1cccc(C)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,10.0,pyridinium.csv
CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.57,pyridinium.csv
CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.17,pyridinium.csv
CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.416,pyridinium.csv
CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.44,pyridinium.csv
CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1.65,pyridinium.csv
CC[n+]1ccccc1.[Br-],9.54,pyridinium.csv
CC[n+]1ccccc1.[Br-],9.16,pyridinium.csv
CC[n+]1ccccc1.[Br-],13.8,pyridinium.csv
CC[n+]1ccccc1.[Br-],5.56,pyridinium.csv
CC[n+]1ccccc1.[Br-],26.3,pyridinium.csv
CC[n+]1ccccc1.[Br-],4.743,pyridinium.csv
CC[n+]1ccccc1.[Br-],6.511,pyridinium.csv
CC[n+]1ccccc1.[Cl-],150.0,pyridinium.csv
CC[n+]1ccccc1.O=C([O-])/C=C/c1ccccc1,34.22,pyridinium.csv
CCCCCCC[n+]1ccccc1.[Br-],0.06,pyridinium.csv
CCCCCCC[n+]1ccccc1.[Br-],0.06,pyridinium.csv
