Canonical SMILES,"CC50/IC50/EC50, mM",filename
CCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,0.38,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.017,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],0.00627,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.00245,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.000816,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.00349,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.00386,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.000764,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.00438,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.00831,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.00677,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.006893,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.007298,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.005045,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.1,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.007054,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.00538,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.006834,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.1,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.007294,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.006215,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.00465,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.005059,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.00357,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.00423,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.00493,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.00502,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.005467,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.009593,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.005651,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.00387,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.00378,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.005682,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.005519,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.0054,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.004188,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.008337,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.004941,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.1,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.00429,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.007196,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.007238,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.009128,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.1,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.007215,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.00739,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.00457,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.1,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.005925,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.00464,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.00373,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.006515,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.003856,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.00448,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.00477,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.1,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.00455,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.00611,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.006978,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.005925,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.1,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.00298,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.012,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.015,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.003,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.007,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.045,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.022,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.012,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.0078,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.00463,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.00253,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.00166,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.004,imidazolium.csv
Br[Ag-]Br.CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,0.003,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.Cl[Ag-]Cl,0.001,imidazolium.csv
Br[Cu-2](Br)(Br)Br.CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,0.001,imidazolium.csv
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.Cl[Cu-2](Cl)(Cl)Cl,0.002,imidazolium.csv
CCCCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,0.079,imidazolium.csv
CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,10.0,imidazolium.csv
CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,10.0,imidazolium.csv
CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,7.015,imidazolium.csv
CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5.741,imidazolium.csv
CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6.606,imidazolium.csv
CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.178,imidazolium.csv
CCCCCC[n+]1ccn(C)c1.O=C([O-])c1ccccc1O,2.0,imidazolium.csv
CCCCCC[n+]1ccn(C)c1.O=C([O-])c1ccccc1O,1.96,imidazolium.csv
CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.643,imidazolium.csv
CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.18,imidazolium.csv
CCCCCC[n+]1ccn(C)c1.[Br-],6.874,imidazolium.csv
CCCCCC[n+]1ccn(C)c1.[Br-],1.3193,imidazolium.csv
CCCCCC[n+]1ccn(C)c1.[Br-],0.2553,imidazolium.csv
CCCCCC[n+]1ccn(C)c1.[Cl-],0.933,imidazolium.csv
CCCCCC[n+]1ccn(C)c1.[Cl-],7.553,imidazolium.csv
CCCCCC[n+]1ccn(C)c1.[Cl-],3.836,imidazolium.csv
CCCCCC[n+]1ccn(C)c1.[Cl-],7.54,imidazolium.csv
CCCCCC[n+]1ccn(C)c1.[Cl-],6.21,imidazolium.csv
CCCCCC[n+]1ccn(C)c1.[Cl-],6.95,imidazolium.csv
CCCCCC[n+]1ccn(C)c1.[Cl-],9.76,imidazolium.csv
CCCCCC[n+]1ccn(C)c1.[Cl-],5.13,imidazolium.csv
CCCCCC[n+]1ccn(C)c1.[Cl-],1.23,imidazolium.csv
CCCCCC[n+]1ccn(C)c1.[Cl-],7.39,imidazolium.csv
CCCCCC[n+]1ccn(C)c1.[Cl-],16.76,imidazolium.csv
CCCCCC[n+]1ccn(C)c1.[Cl-],17.87,imidazolium.csv
CCCCCC[n+]1ccn(C)c1.[Cl-],11.9,imidazolium.csv
CCCCCC[n+]1ccn(C)c1.[Cl-],0.072,imidazolium.csv
CCCCCC[n+]1ccn(C)c1.[Cl-],0.048,imidazolium.csv
CCCCCC[n+]1ccn(C)c1.[Cl-],0.46,imidazolium.csv
CCCCCC[n+]1ccn(C)c1.[Cl-],0.22,imidazolium.csv
CCCCCC[n+]1ccn(C)c1.[Cl-],0.708,imidazolium.csv
CCCCCC[n+]1ccn(C)c1.[Cl-],5.24,imidazolium.csv
CCCCCC[n+]1ccn(C)c1.[Cl-],0.24,imidazolium.csv
CCCCCC[n+]1ccn(C)c1.[Cl-],0.72,imidazolium.csv
CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1.75,imidazolium.csv
CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1.0,imidazolium.csv
CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1.0,imidazolium.csv
CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.813,imidazolium.csv
CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,15.67,imidazolium.csv
CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,6.87,imidazolium.csv
CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.81,imidazolium.csv
CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1.53,imidazolium.csv
CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,0.891,imidazolium.csv
CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,3.94,imidazolium.csv
CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,4.26,imidazolium.csv
CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1.57,imidazolium.csv
CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,7.08,imidazolium.csv
CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,27.25,imidazolium.csv
CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,14.8,imidazolium.csv
CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,12.38,imidazolium.csv
CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,0.955,imidazolium.csv
CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,11.5,imidazolium.csv
CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,0.34,imidazolium.csv
CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,0.96,imidazolium.csv
CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,0.074,imidazolium.csv
CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,0.118,imidazolium.csv
CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,0.043,imidazolium.csv
CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,0.56,imidazolium.csv
CCCCCC[n+]1ccn(C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.1,imidazolium.csv
CCCCCC[n+]1ccn(C)c1.FC(F)(F)C(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,0.05,imidazolium.csv
CCCCCC[n+]1ccn(C)c1.O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F,0.1,imidazolium.csv
C=Cn1cc[n+](CCCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.209,imidazolium.csv
C=Cn1cc[n+](CCCCCC)c1.[Br-],1.644,imidazolium.csv
C=Cn1cc[n+](CCCCCC)c1.[Cl-],0.561,imidazolium.csv
C=Cn1cc[n+](CCCCCCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.091,imidazolium.csv
C=Cn1cc[n+](CCCCCCCCC)c1.[Br-],0.181,imidazolium.csv
CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCOC(=O)[C@H]([NH3+])C(C)C,2.2659,other.csv
CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCOC(=O)[C@H]([NH3+])C(C)C,1.34373,other.csv
CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCOC(=O)[C@H]([NH3+])Cc1ccccc1,1.57689,other.csv
CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCOC(=O)[C@H]([NH3+])Cc1ccccc1,1.2765,other.csv
CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCOC(=O)[C@H]([NH3+])C(C)C,3.64164,other.csv
CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCOC(=O)[C@H]([NH3+])C(C)C,1.28026,other.csv
CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCOC(=O)[C@H]([NH3+])CC(C)C,6.51145,other.csv
CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCOC(=O)[C@H]([NH3+])CC(C)C,1.55946,other.csv
CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CC(C)OC(=O)[C@H]([NH3+])C(C)C,2.57175,other.csv
CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CC(C)OC(=O)[C@H]([NH3+])C(C)C,1.25852,other.csv
CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.COC(=O)[C@H]([NH3+])Cc1ccccc1,1.24514,other.csv
CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.COC(=O)[C@H]([NH3+])Cc1ccccc1,2.38651,other.csv
CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCOC(=O)[C@H]([NH3+])Cc1ccccc1,1.42664,other.csv
CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCOC(=O)[C@H]([NH3+])Cc1ccccc1,1.7168,other.csv
CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCOC(=O)[C@H]([NH3+])C(C)C,3.00949,other.csv
CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCOC(=O)[C@H]([NH3+])C(C)C,1.6689,other.csv
CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCOC(=O)[C@H]([NH3+])CC(C)C,2.39764,other.csv
CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCOC(=O)[C@H]([NH3+])CC(C)C,2.00242,other.csv
CCCCOC(=O)[C@@H]([NH3+])C(C)C.O=C([O-])c1ccccc1O,0.992,other.csv
CCCCOC(=O)[C@@H]([NH3+])C(C)C.O=C([O-])c1ccccc1O,1.927,other.csv
CCOC(=O)[C@@H]([NH3+])Cc1ccccc1.O=C([O-])c1ccccc1O,3.205,other.csv
CCOC(=O)[C@@H]([NH3+])Cc1ccccc1.O=C([O-])c1ccccc1O,6.639,other.csv
CCOC(=O)[C@@H]([NH3+])C(C)C.O=C([O-])c1ccccc1O,2.471,other.csv
CCOC(=O)[C@@H]([NH3+])C(C)C.O=C([O-])c1ccccc1O,2.118,other.csv
CCOC(=O)[C@@H]([NH3+])CC(C)C.O=C([O-])c1ccccc1O,3.007,other.csv
CCOC(=O)[C@@H]([NH3+])CC(C)C.O=C([O-])c1ccccc1O,2.69,other.csv
CC(C)OC(=O)[C@@H]([NH3+])C(C)C.O=C([O-])c1ccccc1O,2.213,other.csv
CC(C)OC(=O)[C@@H]([NH3+])C(C)C.O=C([O-])c1ccccc1O,3.027,other.csv
COC(=O)[C@@H]([NH3+])Cc1ccccc1.O=C([O-])c1ccccc1O,3.123,other.csv
COC(=O)[C@@H]([NH3+])Cc1ccccc1.O=C([O-])c1ccccc1O,4.097,other.csv
COC(=O)[C@H](C)[NH3+].F[B-](F)(F)F,9.56,other.csv
COC(=O)[C@@H]([NH3+])C(C)C.F[B-](F)(F)F,6.57,other.csv
CCCOC(=O)[C@@H]([NH3+])Cc1ccccc1.O=C([O-])c1ccccc1O,1.917,other.csv
CCCOC(=O)[C@@H]([NH3+])Cc1ccccc1.O=C([O-])c1ccccc1O,1.882,other.csv
CCOC(=O)[C@@H]1CCC[NH2+]1.CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)O)cc1,0.0515,other.csv
CCOC(=O)[C@@H]1CCC[NH2+]1.O=C([O-])c1ccccc1O,18.3,other.csv
CCOC(=O)[C@@H]1CCC[NH2+]1.O=C([O-])c1ccccc1O,44.8,other.csv
CC(C)COC(=O)[C@@H]1CCC[NH2+]1.O=C([O-])c1ccccc1O,2.9,other.csv
CC(C)COC(=O)[C@@H]1CCC[NH2+]1.O=C([O-])c1ccccc1O,15.2,other.csv
CC(C)OC(=O)[C@@H]1CCC[NH2+]1.O=C([O-])c1ccccc1O,6.5,other.csv
CC(C)OC(=O)[C@@H]1CCC[NH2+]1.O=C([O-])c1ccccc1O,33.4,other.csv
COC(=O)[C@@H]1CCC[NH2+]1.O=C([O-])c1ccccc1O,17.6,other.csv
COC(=O)[C@@H]1CCC[NH2+]1.O=C([O-])c1ccccc1O,38.9,other.csv
CCCOC(=O)[C@@H]([NH3+])C(C)C.O=C([O-])c1ccccc1O,4.406,other.csv
CCCOC(=O)[C@@H]([NH3+])C(C)C.O=C([O-])c1ccccc1O,1.682,other.csv
O=C(C[n+]1ccccn1)c1ccc([N+](=O)[O-])cc1.[Br-],30.0,other.csv
O=C(C[n+]1ccccn1)c1ccc([N+](=O)[O-])cc1.[Br-],48.0,other.csv
O=C(C[n+]1ccccn1)c1ccc([N+](=O)[O-])cc1.[Br-],51.0,other.csv
CCOC(=O)C[n+]1ccccn1.[Cl-],97.0,other.csv
CCOC(=O)C[n+]1ccccn1.[Cl-],85.0,other.csv
CCOC(=O)C[n+]1ccccn1.[Cl-],140.0,other.csv
COC(=O)CCCCC[n+]1ccccn1.[Br-],120.0,other.csv
COC(=O)CCCCC[n+]1ccccn1.[Br-],110.0,other.csv
COC(=O)CCCCC[n+]1ccccn1.[Br-],100.0,other.csv
CCOC(=O)CC([NH3+])C(=O)OCC.CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)O)cc1,0.0525,other.csv
C1CNC2=[N+](C1)CCC2.CC(=O)[O-],69.0,other.csv
C1CN=C2CCC[NH+]2C1.[Cl-],3.8e-05,other.csv
C1CN=C2CCC[NH+]2C1.[Cl-],0.000278,other.csv
C1CN=C2CCC[NH+]2C1.[Cl-],0.00913,other.csv
C1CN=C2CCC[NH+]2C1.[Cl-],9.79e-08,other.csv
C1C[NH+]=C2CCCN2C1.NCCCC(O)(P(=O)([O-])O)P(=O)(O)O,0.072,other.csv
C1C[NH+]=C2CCCN2C1.NCCCC(O)(P(=O)([O-])O)P(=O)(O)O,0.255,other.csv
C1C[NH+]=C2CCCN2C1.NCCCC(O)(P(=O)([O-])O)P(=O)(O)O,6.14,other.csv
C1C[NH+]=C2CCCN2C1.NCCCC(O)(P(=O)([O-])O)P(=O)(O)O,0.99,other.csv
COC(=O)C[NH3+].F[B-](F)(F)F,9.94,other.csv
C=C(C)[C@@H]1CC[C@]2(C(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12.CC[NH+](CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,0.013,other.csv
C=C(C)[C@@H]1CC[C@]2(C(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12.CC[NH+](CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,0.016,other.csv
C=C(C)[C@@H]1CC[C@]2(C(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12.CC[NH+](CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,0.013,other.csv
C=C(C)[C@@H]1CC[C@]2(C(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12.CC[NH+](CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,0.016,other.csv
C=C(C)[C@@H]1CC[C@]2(C(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12.CC[NH+](CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,0.011,other.csv
C=C(C)[C@@H]1CC[C@]2(C(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12.CC[NH+](CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,0.0053,other.csv
C=C(C)[C@@H]1CC[C@]2(C(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12.CC[NH+](CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,0.0041,other.csv
C=C(C)[C@@H]1CC[C@]2(C(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12.COc1cc(NC(C)CCC[NH3+])c2ncccc2c1,0.012,other.csv
C=C(C)[C@@H]1CC[C@]2(C(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12.COc1cc(NC(C)CCC[NH3+])c2ncccc2c1,0.013,other.csv
C=C(C)[C@@H]1CC[C@]2(C(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12.COc1cc(NC(C)CCC[NH3+])c2ncccc2c1,0.013,other.csv
C=C(C)[C@@H]1CC[C@]2(C(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12.COc1cc(NC(C)CCC[NH3+])c2ncccc2c1,0.013,other.csv
C=C(C)[C@@H]1CC[C@]2(C(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12.COc1cc(NC(C)CCC[NH3+])c2ncccc2c1,0.013,other.csv
C=C(C)[C@@H]1CC[C@]2(C(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12.COc1cc(NC(C)CCC[NH3+])c2ncccc2c1,0.014,other.csv
C=C(C)[C@@H]1CC[C@]2(C(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12.COc1cc(NC(C)CCC[NH3+])c2ncccc2c1,0.011,other.csv
C=C(C)[C@@H]1CC[C@]2(C(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12.COc1cc(NC(C)CCC[NH3+])c2ncccc2c1,0.013,other.csv
C=C(C)[C@@H]1CC[C@]2(C(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12.COc1cc(NC(C)CCC[NH3+])c2ncccc2c1,0.01106,other.csv
C=C(C)[C@@H]1CC[C@]2(C(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12.COc1cc(NC(C)CCC[NH3+])c2ncccc2c1,0.006,other.csv
C=C(C)[C@@H]1CC[C@]2(C(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12.COc1cc(NC(C)CCC[NH3+])c2ncccc2c1,0.01,other.csv
C=C(C)[C@@H]1CC[C@]2(C(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12.COc1cc(NC(C)CCC[NH3+])c2ncccc2c1,0.013,other.csv
C=C(C)[C@@H]1CC[C@]2(C(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12.CC[NH+](CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,0.011,other.csv
