GAE_0,GAE_1,GAE_2,GAE_3,GAE_4,GAE_5,GAE_6,GAE_7,GAE_8,GAE_9,GAE_10,GAE_11,GAE_12,GAE_13,GAE_14,GAE_15,GAE_16,GAE_17,GAE_18,GAE_19,GAE_20,GAE_21,GAE_22,GAE_23,GAE_24,GAE_25,GAE_26,GAE_27,GAE_28,GAE_29,GAE_30,GAE_31
0.20118695,-0.5048582,0.24495511,-0.29607886,0.29062083,0.8294161,0.08495578,0.13233076,-0.806797,0.4986339,-0.7570029,-0.46005386,0.43833438,-0.10640615,0.33898568,-0.04443231,-0.5964694,0.008461692,-0.62573254,0.2826827,-0.6066603,0.29582402,-0.52647394,-0.62109786,0.1741919,0.6076311,0.041428454,-0.45647594,-0.7935242,-0.5270927,0.2693179,0.4362147
0.20118695,-0.5048582,0.24495511,-0.29607886,0.29062083,0.8294161,0.08495578,0.13233076,-0.806797,0.4986339,-0.7570029,-0.46005386,0.43833438,-0.10640615,0.33898568,-0.04443231,-0.5964694,0.008461692,-0.62573254,0.2826827,-0.6066603,0.29582402,-0.52647394,-0.62109786,0.1741919,0.6076311,0.041428454,-0.45647594,-0.7935242,-0.5270927,0.2693179,0.4362147
0.20118695,-0.5048582,0.24495511,-0.29607886,0.29062083,0.8294161,0.08495578,0.13233076,-0.806797,0.4986339,-0.7570029,-0.46005386,0.43833438,-0.10640615,0.33898568,-0.04443231,-0.5964694,0.008461692,-0.62573254,0.2826827,-0.6066603,0.29582402,-0.52647394,-0.62109786,0.1741919,0.6076311,0.041428454,-0.45647594,-0.7935242,-0.5270927,0.2693179,0.4362147
0.23977038,-0.59858406,0.22761214,-0.36684427,0.21879199,0.91007483,0.13589682,0.081719875,-0.90516305,0.44904152,-0.73966587,-0.5017858,0.49075302,-0.1725411,0.42711437,-0.05452765,-0.56171495,-0.018008146,-0.69090116,0.2340717,-0.6562942,0.28309005,-0.4578464,-0.7146887,0.25487068,0.6620546,0.08582627,-0.4464121,-0.87020886,-0.6322101,0.34051278,0.40959993
0.23977038,-0.59858406,0.22761214,-0.36684427,0.21879199,0.91007483,0.13589682,0.081719875,-0.90516305,0.44904152,-0.73966587,-0.5017858,0.49075302,-0.1725411,0.42711437,-0.05452765,-0.56171495,-0.018008146,-0.69090116,0.2340717,-0.6562942,0.28309005,-0.4578464,-0.7146887,0.25487068,0.6620546,0.08582627,-0.4464121,-0.87020886,-0.6322101,0.34051278,0.40959993
0.23977038,-0.59858406,0.22761214,-0.36684427,0.21879199,0.91007483,0.13589682,0.081719875,-0.90516305,0.44904152,-0.73966587,-0.5017858,0.49075302,-0.1725411,0.42711437,-0.05452765,-0.56171495,-0.018008146,-0.69090116,0.2340717,-0.6562942,0.28309005,-0.4578464,-0.7146887,0.25487068,0.6620546,0.08582627,-0.4464121,-0.87020886,-0.6322101,0.34051278,0.40959993
0.23977038,-0.59858406,0.22761214,-0.36684427,0.21879199,0.91007483,0.13589682,0.081719875,-0.90516305,0.44904152,-0.73966587,-0.5017858,0.49075302,-0.1725411,0.42711437,-0.05452765,-0.56171495,-0.018008146,-0.69090116,0.2340717,-0.6562942,0.28309005,-0.4578464,-0.7146887,0.25487068,0.6620546,0.08582627,-0.4464121,-0.87020886,-0.6322101,0.34051278,0.40959993
0.2348414,-0.5965904,0.2261076,-0.3589358,0.22439471,0.907572,0.14891367,0.08263579,-0.90444094,0.45093006,-0.7376639,-0.5020461,0.49073175,-0.16639382,0.42671642,-0.056156352,-0.56531405,-0.024202278,-0.67654514,0.2227154,-0.66091067,0.27971664,-0.4639127,-0.70673144,0.25150102,0.65993327,0.08630972,-0.43245885,-0.86273867,-0.6253572,0.34126434,0.4088624
0.2348414,-0.5965904,0.2261076,-0.3589358,0.22439471,0.907572,0.14891367,0.08263579,-0.90444094,0.45093006,-0.7376639,-0.5020461,0.49073175,-0.16639382,0.42671642,-0.056156352,-0.56531405,-0.024202278,-0.67654514,0.2227154,-0.66091067,0.27971664,-0.4639127,-0.70673144,0.25150102,0.65993327,0.08630972,-0.43245885,-0.86273867,-0.6253572,0.34126434,0.4088624
0.2348414,-0.5965904,0.2261076,-0.3589358,0.22439471,0.907572,0.14891367,0.08263579,-0.90444094,0.45093006,-0.7376639,-0.5020461,0.49073175,-0.16639382,0.42671642,-0.056156352,-0.56531405,-0.024202278,-0.67654514,0.2227154,-0.66091067,0.27971664,-0.4639127,-0.70673144,0.25150102,0.65993327,0.08630972,-0.43245885,-0.86273867,-0.6253572,0.34126434,0.4088624
0.2348414,-0.5965904,0.2261076,-0.3589358,0.22439471,0.907572,0.14891367,0.08263579,-0.90444094,0.45093006,-0.7376639,-0.5020461,0.49073175,-0.16639382,0.42671642,-0.056156352,-0.56531405,-0.024202278,-0.67654514,0.2227154,-0.66091067,0.27971664,-0.4639127,-0.70673144,0.25150102,0.65993327,0.08630972,-0.43245885,-0.86273867,-0.6253572,0.34126434,0.4088624
0.2348414,-0.5965904,0.2261076,-0.3589358,0.22439471,0.907572,0.14891367,0.08263579,-0.90444094,0.45093006,-0.7376639,-0.5020461,0.49073175,-0.16639382,0.42671642,-0.056156352,-0.56531405,-0.024202278,-0.67654514,0.2227154,-0.66091067,0.27971664,-0.4639127,-0.70673144,0.25150102,0.65993327,0.08630972,-0.43245885,-0.86273867,-0.6253572,0.34126434,0.4088624
0.2348414,-0.5965904,0.2261076,-0.3589358,0.22439471,0.907572,0.14891367,0.08263579,-0.90444094,0.45093006,-0.7376639,-0.5020461,0.49073175,-0.16639382,0.42671642,-0.056156352,-0.56531405,-0.024202278,-0.67654514,0.2227154,-0.66091067,0.27971664,-0.4639127,-0.70673144,0.25150102,0.65993327,0.08630972,-0.43245885,-0.86273867,-0.6253572,0.34126434,0.4088624
0.2348414,-0.5965904,0.2261076,-0.3589358,0.22439471,0.907572,0.14891367,0.08263579,-0.90444094,0.45093006,-0.7376639,-0.5020461,0.49073175,-0.16639382,0.42671642,-0.056156352,-0.56531405,-0.024202278,-0.67654514,0.2227154,-0.66091067,0.27971664,-0.4639127,-0.70673144,0.25150102,0.65993327,0.08630972,-0.43245885,-0.86273867,-0.6253572,0.34126434,0.4088624
0.2348414,-0.5965904,0.2261076,-0.3589358,0.22439471,0.907572,0.14891367,0.08263579,-0.90444094,0.45093006,-0.7376639,-0.5020461,0.49073175,-0.16639382,0.42671642,-0.056156352,-0.56531405,-0.024202278,-0.67654514,0.2227154,-0.66091067,0.27971664,-0.4639127,-0.70673144,0.25150102,0.65993327,0.08630972,-0.43245885,-0.86273867,-0.6253572,0.34126434,0.4088624
0.20118695,-0.5048582,0.24495511,-0.29607886,0.29062083,0.8294161,0.08495578,0.13233076,-0.806797,0.4986339,-0.7570029,-0.46005386,0.43833438,-0.10640615,0.33898568,-0.04443231,-0.5964694,0.008461692,-0.62573254,0.2826827,-0.6066603,0.29582402,-0.52647394,-0.62109786,0.1741919,0.6076311,0.041428454,-0.45647594,-0.7935242,-0.5270927,0.2693179,0.4362147
0.20118695,-0.5048582,0.24495511,-0.29607886,0.29062083,0.8294161,0.08495578,0.13233076,-0.806797,0.4986339,-0.7570029,-0.46005386,0.43833438,-0.10640615,0.33898568,-0.04443231,-0.5964694,0.008461692,-0.62573254,0.2826827,-0.6066603,0.29582402,-0.52647394,-0.62109786,0.1741919,0.6076311,0.041428454,-0.45647594,-0.7935242,-0.5270927,0.2693179,0.4362147
0.20118695,-0.5048582,0.24495511,-0.29607886,0.29062083,0.8294161,0.08495578,0.13233076,-0.806797,0.4986339,-0.7570029,-0.46005386,0.43833438,-0.10640615,0.33898568,-0.04443231,-0.5964694,0.008461692,-0.62573254,0.2826827,-0.6066603,0.29582402,-0.52647394,-0.62109786,0.1741919,0.6076311,0.041428454,-0.45647594,-0.7935242,-0.5270927,0.2693179,0.4362147
0.20118695,-0.5048582,0.24495511,-0.29607886,0.29062083,0.8294161,0.08495578,0.13233076,-0.806797,0.4986339,-0.7570029,-0.46005386,0.43833438,-0.10640615,0.33898568,-0.04443231,-0.5964694,0.008461692,-0.62573254,0.2826827,-0.6066603,0.29582402,-0.52647394,-0.62109786,0.1741919,0.6076311,0.041428454,-0.45647594,-0.7935242,-0.5270927,0.2693179,0.4362147
0.23977038,-0.59858406,0.22761214,-0.36684427,0.21879199,0.91007483,0.13589682,0.081719875,-0.90516305,0.44904152,-0.73966587,-0.5017858,0.49075302,-0.1725411,0.42711437,-0.05452765,-0.56171495,-0.018008146,-0.69090116,0.2340717,-0.6562942,0.28309005,-0.4578464,-0.7146887,0.25487068,0.6620546,0.08582627,-0.4464121,-0.87020886,-0.6322101,0.34051278,0.40959993
0.23977038,-0.59858406,0.22761214,-0.36684427,0.21879199,0.91007483,0.13589682,0.081719875,-0.90516305,0.44904152,-0.73966587,-0.5017858,0.49075302,-0.1725411,0.42711437,-0.05452765,-0.56171495,-0.018008146,-0.69090116,0.2340717,-0.6562942,0.28309005,-0.4578464,-0.7146887,0.25487068,0.6620546,0.08582627,-0.4464121,-0.87020886,-0.6322101,0.34051278,0.40959993
0.23977038,-0.59858406,0.22761214,-0.36684427,0.21879199,0.91007483,0.13589682,0.081719875,-0.90516305,0.44904152,-0.73966587,-0.5017858,0.49075302,-0.1725411,0.42711437,-0.05452765,-0.56171495,-0.018008146,-0.69090116,0.2340717,-0.6562942,0.28309005,-0.4578464,-0.7146887,0.25487068,0.6620546,0.08582627,-0.4464121,-0.87020886,-0.6322101,0.34051278,0.40959993
0.23977038,-0.59858406,0.22761214,-0.36684427,0.21879199,0.91007483,0.13589682,0.081719875,-0.90516305,0.44904152,-0.73966587,-0.5017858,0.49075302,-0.1725411,0.42711437,-0.05452765,-0.56171495,-0.018008146,-0.69090116,0.2340717,-0.6562942,0.28309005,-0.4578464,-0.7146887,0.25487068,0.6620546,0.08582627,-0.4464121,-0.87020886,-0.6322101,0.34051278,0.40959993
0.23480017,-0.5965268,0.22611247,-0.35886434,0.22445835,0.9075144,0.14893088,0.082669504,-0.90437925,0.45096672,-0.73766696,-0.5020221,0.49070022,-0.16633159,0.42666212,-0.05615627,-0.5653481,-0.024209121,-0.6764534,0.2227029,-0.66089785,0.2797119,-0.46397611,-0.70664614,0.2514403,0.6598928,0.08628487,-0.4324137,-0.86266524,-0.625269,0.34122437,0.40887567
0.23480017,-0.5965268,0.22611247,-0.35886434,0.22445835,0.9075144,0.14893088,0.082669504,-0.90437925,0.45096672,-0.73766696,-0.5020221,0.49070022,-0.16633159,0.42666212,-0.05615627,-0.5653481,-0.024209121,-0.6764534,0.2227029,-0.66089785,0.2797119,-0.46397611,-0.70664614,0.2514403,0.6598928,0.08628487,-0.4324137,-0.86266524,-0.625269,0.34122437,0.40887567
0.23480017,-0.5965268,0.22611247,-0.35886434,0.22445835,0.9075144,0.14893088,0.082669504,-0.90437925,0.45096672,-0.73766696,-0.5020221,0.49070022,-0.16633159,0.42666212,-0.05615627,-0.5653481,-0.024209121,-0.6764534,0.2227029,-0.66089785,0.2797119,-0.46397611,-0.70664614,0.2514403,0.6598928,0.08628487,-0.4324137,-0.86266524,-0.625269,0.34122437,0.40887567
0.23480017,-0.5965268,0.22611247,-0.35886434,0.22445835,0.9075144,0.14893088,0.082669504,-0.90437925,0.45096672,-0.73766696,-0.5020221,0.49070022,-0.16633159,0.42666212,-0.05615627,-0.5653481,-0.024209121,-0.6764534,0.2227029,-0.66089785,0.2797119,-0.46397611,-0.70664614,0.2514403,0.6598928,0.08628487,-0.4324137,-0.86266524,-0.625269,0.34122437,0.40887567
0.23480017,-0.5965268,0.22611247,-0.35886434,0.22445835,0.9075144,0.14893088,0.082669504,-0.90437925,0.45096672,-0.73766696,-0.5020221,0.49070022,-0.16633159,0.42666212,-0.05615627,-0.5653481,-0.024209121,-0.6764534,0.2227029,-0.66089785,0.2797119,-0.46397611,-0.70664614,0.2514403,0.6598928,0.08628487,-0.4324137,-0.86266524,-0.625269,0.34122437,0.40887567
0.23480017,-0.5965268,0.22611247,-0.35886434,0.22445835,0.9075144,0.14893088,0.082669504,-0.90437925,0.45096672,-0.73766696,-0.5020221,0.49070022,-0.16633159,0.42666212,-0.05615627,-0.5653481,-0.024209121,-0.6764534,0.2227029,-0.66089785,0.2797119,-0.46397611,-0.70664614,0.2514403,0.6598928,0.08628487,-0.4324137,-0.86266524,-0.625269,0.34122437,0.40887567
0.23480017,-0.5965268,0.22611247,-0.35886434,0.22445835,0.9075144,0.14893088,0.082669504,-0.90437925,0.45096672,-0.73766696,-0.5020221,0.49070022,-0.16633159,0.42666212,-0.05615627,-0.5653481,-0.024209121,-0.6764534,0.2227029,-0.66089785,0.2797119,-0.46397611,-0.70664614,0.2514403,0.6598928,0.08628487,-0.4324137,-0.86266524,-0.625269,0.34122437,0.40887567
0.23480017,-0.5965268,0.22611247,-0.35886434,0.22445835,0.9075144,0.14893088,0.082669504,-0.90437925,0.45096672,-0.73766696,-0.5020221,0.49070022,-0.16633159,0.42666212,-0.05615627,-0.5653481,-0.024209121,-0.6764534,0.2227029,-0.66089785,0.2797119,-0.46397611,-0.70664614,0.2514403,0.6598928,0.08628487,-0.4324137,-0.86266524,-0.625269,0.34122437,0.40887567
0.23480017,-0.5965268,0.22611247,-0.35886434,0.22445835,0.9075144,0.14893088,0.082669504,-0.90437925,0.45096672,-0.73766696,-0.5020221,0.49070022,-0.16633159,0.42666212,-0.05615627,-0.5653481,-0.024209121,-0.6764534,0.2227029,-0.66089785,0.2797119,-0.46397611,-0.70664614,0.2514403,0.6598928,0.08628487,-0.4324137,-0.86266524,-0.625269,0.34122437,0.40887567
0.23480017,-0.5965268,0.22611247,-0.35886434,0.22445835,0.9075144,0.14893088,0.082669504,-0.90437925,0.45096672,-0.73766696,-0.5020221,0.49070022,-0.16633159,0.42666212,-0.05615627,-0.5653481,-0.024209121,-0.6764534,0.2227029,-0.66089785,0.2797119,-0.46397611,-0.70664614,0.2514403,0.6598928,0.08628487,-0.4324137,-0.86266524,-0.625269,0.34122437,0.40887567
0.23480017,-0.5965268,0.22611247,-0.35886434,0.22445835,0.9075144,0.14893088,0.082669504,-0.90437925,0.45096672,-0.73766696,-0.5020221,0.49070022,-0.16633159,0.42666212,-0.05615627,-0.5653481,-0.024209121,-0.6764534,0.2227029,-0.66089785,0.2797119,-0.46397611,-0.70664614,0.2514403,0.6598928,0.08628487,-0.4324137,-0.86266524,-0.625269,0.34122437,0.40887567
0.23480017,-0.5965268,0.22611247,-0.35886434,0.22445835,0.9075144,0.14893088,0.082669504,-0.90437925,0.45096672,-0.73766696,-0.5020221,0.49070022,-0.16633159,0.42666212,-0.05615627,-0.5653481,-0.024209121,-0.6764534,0.2227029,-0.66089785,0.2797119,-0.46397611,-0.70664614,0.2514403,0.6598928,0.08628487,-0.4324137,-0.86266524,-0.625269,0.34122437,0.40887567
0.23480017,-0.5965268,0.22611247,-0.35886434,0.22445835,0.9075144,0.14893088,0.082669504,-0.90437925,0.45096672,-0.73766696,-0.5020221,0.49070022,-0.16633159,0.42666212,-0.05615627,-0.5653481,-0.024209121,-0.6764534,0.2227029,-0.66089785,0.2797119,-0.46397611,-0.70664614,0.2514403,0.6598928,0.08628487,-0.4324137,-0.86266524,-0.625269,0.34122437,0.40887567
0.23480017,-0.5965268,0.22611247,-0.35886434,0.22445835,0.9075144,0.14893088,0.082669504,-0.90437925,0.45096672,-0.73766696,-0.5020221,0.49070022,-0.16633159,0.42666212,-0.05615627,-0.5653481,-0.024209121,-0.6764534,0.2227029,-0.66089785,0.2797119,-0.46397611,-0.70664614,0.2514403,0.6598928,0.08628487,-0.4324137,-0.86266524,-0.625269,0.34122437,0.40887567
0.23480017,-0.5965268,0.22611247,-0.35886434,0.22445835,0.9075144,0.14893088,0.082669504,-0.90437925,0.45096672,-0.73766696,-0.5020221,0.49070022,-0.16633159,0.42666212,-0.05615627,-0.5653481,-0.024209121,-0.6764534,0.2227029,-0.66089785,0.2797119,-0.46397611,-0.70664614,0.2514403,0.6598928,0.08628487,-0.4324137,-0.86266524,-0.625269,0.34122437,0.40887567
0.23480017,-0.5965268,0.22611247,-0.35886434,0.22445835,0.9075144,0.14893088,0.082669504,-0.90437925,0.45096672,-0.73766696,-0.5020221,0.49070022,-0.16633159,0.42666212,-0.05615627,-0.5653481,-0.024209121,-0.6764534,0.2227029,-0.66089785,0.2797119,-0.46397611,-0.70664614,0.2514403,0.6598928,0.08628487,-0.4324137,-0.86266524,-0.625269,0.34122437,0.40887567
0.23480017,-0.5965268,0.22611247,-0.35886434,0.22445835,0.9075144,0.14893088,0.082669504,-0.90437925,0.45096672,-0.73766696,-0.5020221,0.49070022,-0.16633159,0.42666212,-0.05615627,-0.5653481,-0.024209121,-0.6764534,0.2227029,-0.66089785,0.2797119,-0.46397611,-0.70664614,0.2514403,0.6598928,0.08628487,-0.4324137,-0.86266524,-0.625269,0.34122437,0.40887567
0.23480017,-0.5965268,0.22611247,-0.35886434,0.22445835,0.9075144,0.14893088,0.082669504,-0.90437925,0.45096672,-0.73766696,-0.5020221,0.49070022,-0.16633159,0.42666212,-0.05615627,-0.5653481,-0.024209121,-0.6764534,0.2227029,-0.66089785,0.2797119,-0.46397611,-0.70664614,0.2514403,0.6598928,0.08628487,-0.4324137,-0.86266524,-0.625269,0.34122437,0.40887567
0.23480017,-0.5965268,0.22611247,-0.35886434,0.22445835,0.9075144,0.14893088,0.082669504,-0.90437925,0.45096672,-0.73766696,-0.5020221,0.49070022,-0.16633159,0.42666212,-0.05615627,-0.5653481,-0.024209121,-0.6764534,0.2227029,-0.66089785,0.2797119,-0.46397611,-0.70664614,0.2514403,0.6598928,0.08628487,-0.4324137,-0.86266524,-0.625269,0.34122437,0.40887567
0.23480017,-0.5965268,0.22611247,-0.35886434,0.22445835,0.9075144,0.14893088,0.082669504,-0.90437925,0.45096672,-0.73766696,-0.5020221,0.49070022,-0.16633159,0.42666212,-0.05615627,-0.5653481,-0.024209121,-0.6764534,0.2227029,-0.66089785,0.2797119,-0.46397611,-0.70664614,0.2514403,0.6598928,0.08628487,-0.4324137,-0.86266524,-0.625269,0.34122437,0.40887567
