GAT_0,GAT_1,GAT_2,GAT_3,GAT_4,GAT_5,GAT_6,GAT_7,GAT_8,GAT_9,GAT_10,GAT_11,GAT_12,GAT_13,GAT_14,GAT_15,GAT_16,GAT_17,GAT_18,GAT_19,GAT_20,GAT_21,GAT_22,GAT_23,GAT_24,GAT_25,GAT_26,GAT_27,GAT_28,GAT_29,GAT_30,GAT_31,GAT_32,GAT_33,GAT_34,GAT_35,GAT_36,GAT_37,GAT_38,GAT_39,GAT_40,GAT_41,GAT_42,GAT_43,GAT_44,GAT_45,GAT_46,GAT_47,GAT_48,GAT_49,GAT_50,GAT_51,GAT_52,GAT_53,GAT_54,GAT_55,GAT_56,GAT_57,GAT_58,GAT_59,GAT_60,GAT_61,GAT_62,GAT_63
-0.39293283,-0.31587693,0.7854057,-1.1120028,-0.22704755,-0.83740306,-0.22133811,-1.1964024,0.17436208,-1.6151906,1.1914034,0.13965647,-0.3700892,-0.98211086,0.28056234,-0.86004204,-0.23739736,0.11723622,-0.8185287,-0.26585764,-0.36146057,-0.58537,-0.70384437,0.8775373,0.107631266,0.15880051,-0.5900251,0.021657385,-0.4058746,1.5079348,-0.802366,0.93855387,1.2710257,-1.500536,-0.67856264,0.3848418,-0.4924372,1.3013594,-0.500697,-0.89292836,0.6097775,0.3893263,0.8131094,-0.45608693,0.34093735,1.1371121,0.32373983,-0.08555959,1.3385957,-0.13935085,-0.18438713,-1.054632,-0.20723306,0.9165099,0.18156219,-0.9251613,-1.2512785,0.10168463,-0.65219206,0.07128711,0.14485842,0.11048024,-0.29563367,0.3413588
-0.3997995,-0.24228586,0.72929454,-1.1366855,-0.15690793,-0.6838243,-0.34575066,-1.1849084,0.1925929,-1.5820495,1.1186112,0.1797041,-0.3993956,-0.9501854,0.29024243,-0.8669866,-0.27385226,0.0009909224,-0.8402755,-0.36160117,-0.15310761,-0.5750313,-0.76846117,0.703646,0.0023751336,0.3037891,-0.66439354,0.05792079,-0.35368332,1.3945765,-0.81263864,0.84004337,1.2247944,-1.5954831,-0.95373416,0.3796172,-0.41865805,1.2741172,-0.34906688,-1.071441,0.5203641,0.32471564,0.8952352,-0.5192324,0.2868618,1.242725,0.18074928,-0.06240432,1.2988919,-0.1993916,-0.40480754,-0.8944934,-0.31814548,0.8280051,0.08022218,-0.76479644,-1.4788672,0.014789854,-0.5831022,0.112792954,0.05468398,0.07051573,-0.29997683,0.40239415
-0.26303187,-0.16899663,0.6440736,-1.0142559,-0.2955724,-0.65057796,-0.1267566,-1.0938166,0.1824033,-1.344659,1.1367067,0.045222335,-0.34357482,-0.8491384,0.28741395,-0.8278283,-0.3083182,0.09742231,-0.68052197,-0.17659417,-0.4900328,-0.56661457,-0.603261,0.78166044,0.09799554,0.0461706,-0.5725747,0.00832338,-0.2582781,1.3648183,-0.729187,0.81430054,1.0828913,-1.2597092,-0.5892488,0.2778968,-0.4007796,1.1875383,-0.41382822,-0.87105757,0.48967206,0.37766358,0.7161933,-0.45136303,0.30611888,1.057686,0.34080553,-0.08820312,1.1645827,-0.07618792,-0.21634893,-0.9618539,-0.18389592,0.8340064,0.19748677,-0.82328767,-1.0756577,0.05373809,-0.57262033,0.06534092,0.17118245,0.108664766,-0.23510286,0.3121079
-0.26180738,-0.15624784,0.640348,-1.0298648,-0.29807782,-0.6342767,-0.13903643,-1.101508,0.18522242,-1.3413161,1.1441184,0.04368821,-0.35414824,-0.8547097,0.30280197,-0.8211364,-0.31479278,0.08837833,-0.6912069,-0.18051037,-0.48194,-0.56807065,-0.6169443,0.7655049,0.09183498,0.05949896,-0.5801113,0.010427419,-0.25299856,1.362501,-0.7326857,0.81583816,1.0700545,-1.2726082,-0.6168666,0.27464798,-0.40191478,1.1956986,-0.40478015,-0.88542306,0.4814132,0.37362978,0.7241304,-0.46484396,0.2859286,1.0749409,0.328491,-0.08926503,1.1643623,-0.07581625,-0.23098165,-0.9566245,-0.18843192,0.84268254,0.19063848,-0.8100732,-1.0888473,0.03779509,-0.5751497,0.06778525,0.16810687,0.10823696,-0.23150459,0.32985157
-0.26180738,-0.15624784,0.640348,-1.0298648,-0.29807782,-0.6342767,-0.13903643,-1.101508,0.18522242,-1.3413161,1.1441184,0.04368821,-0.35414824,-0.8547097,0.30280197,-0.8211364,-0.31479278,0.08837833,-0.6912069,-0.18051037,-0.48194,-0.56807065,-0.6169443,0.7655049,0.09183498,0.05949896,-0.5801113,0.010427419,-0.25299856,1.362501,-0.7326857,0.81583816,1.0700545,-1.2726082,-0.6168666,0.27464798,-0.40191478,1.1956986,-0.40478015,-0.88542306,0.4814132,0.37362978,0.7241304,-0.46484396,0.2859286,1.0749409,0.328491,-0.08926503,1.1643623,-0.07581625,-0.23098165,-0.9566245,-0.18843192,0.84268254,0.19063848,-0.8100732,-1.0888473,0.03779509,-0.5751497,0.06778525,0.16810687,0.10823696,-0.23150459,0.32985157
-0.26180738,-0.15624784,0.640348,-1.0298648,-0.29807782,-0.6342767,-0.13903643,-1.101508,0.18522242,-1.3413161,1.1441184,0.04368821,-0.35414824,-0.8547097,0.30280197,-0.8211364,-0.31479278,0.08837833,-0.6912069,-0.18051037,-0.48194,-0.56807065,-0.6169443,0.7655049,0.09183498,0.05949896,-0.5801113,0.010427419,-0.25299856,1.362501,-0.7326857,0.81583816,1.0700545,-1.2726082,-0.6168666,0.27464798,-0.40191478,1.1956986,-0.40478015,-0.88542306,0.4814132,0.37362978,0.7241304,-0.46484396,0.2859286,1.0749409,0.328491,-0.08926503,1.1643623,-0.07581625,-0.23098165,-0.9566245,-0.18843192,0.84268254,0.19063848,-0.8100732,-1.0888473,0.03779509,-0.5751497,0.06778525,0.16810687,0.10823696,-0.23150459,0.32985157
-0.26180738,-0.15624784,0.640348,-1.0298648,-0.29807782,-0.6342767,-0.13903643,-1.101508,0.18522242,-1.3413161,1.1441184,0.04368821,-0.35414824,-0.8547097,0.30280197,-0.8211364,-0.31479278,0.08837833,-0.6912069,-0.18051037,-0.48194,-0.56807065,-0.6169443,0.7655049,0.09183498,0.05949896,-0.5801113,0.010427419,-0.25299856,1.362501,-0.7326857,0.81583816,1.0700545,-1.2726082,-0.6168666,0.27464798,-0.40191478,1.1956986,-0.40478015,-0.88542306,0.4814132,0.37362978,0.7241304,-0.46484396,0.2859286,1.0749409,0.328491,-0.08926503,1.1643623,-0.07581625,-0.23098165,-0.9566245,-0.18843192,0.84268254,0.19063848,-0.8100732,-1.0888473,0.03779509,-0.5751497,0.06778525,0.16810687,0.10823696,-0.23150459,0.32985157
-0.26180738,-0.15624784,0.640348,-1.0298648,-0.29807782,-0.6342767,-0.13903643,-1.101508,0.18522242,-1.3413161,1.1441184,0.04368821,-0.35414824,-0.8547097,0.30280197,-0.8211364,-0.31479278,0.08837833,-0.6912069,-0.18051037,-0.48194,-0.56807065,-0.6169443,0.7655049,0.09183498,0.05949896,-0.5801113,0.010427419,-0.25299856,1.362501,-0.7326857,0.81583816,1.0700545,-1.2726082,-0.6168666,0.27464798,-0.40191478,1.1956986,-0.40478015,-0.88542306,0.4814132,0.37362978,0.7241304,-0.46484396,0.2859286,1.0749409,0.328491,-0.08926503,1.1643623,-0.07581625,-0.23098165,-0.9566245,-0.18843192,0.84268254,0.19063848,-0.8100732,-1.0888473,0.03779509,-0.5751497,0.06778525,0.16810687,0.10823696,-0.23150459,0.32985157
-0.26180738,-0.15624784,0.640348,-1.0298648,-0.29807782,-0.6342767,-0.13903643,-1.101508,0.18522242,-1.3413161,1.1441184,0.04368821,-0.35414824,-0.8547097,0.30280197,-0.8211364,-0.31479278,0.08837833,-0.6912069,-0.18051037,-0.48194,-0.56807065,-0.6169443,0.7655049,0.09183498,0.05949896,-0.5801113,0.010427419,-0.25299856,1.362501,-0.7326857,0.81583816,1.0700545,-1.2726082,-0.6168666,0.27464798,-0.40191478,1.1956986,-0.40478015,-0.88542306,0.4814132,0.37362978,0.7241304,-0.46484396,0.2859286,1.0749409,0.328491,-0.08926503,1.1643623,-0.07581625,-0.23098165,-0.9566245,-0.18843192,0.84268254,0.19063848,-0.8100732,-1.0888473,0.03779509,-0.5751497,0.06778525,0.16810687,0.10823696,-0.23150459,0.32985157
-0.26180738,-0.15624784,0.640348,-1.0298648,-0.29807782,-0.6342767,-0.13903643,-1.101508,0.18522242,-1.3413161,1.1441184,0.04368821,-0.35414824,-0.8547097,0.30280197,-0.8211364,-0.31479278,0.08837833,-0.6912069,-0.18051037,-0.48194,-0.56807065,-0.6169443,0.7655049,0.09183498,0.05949896,-0.5801113,0.010427419,-0.25299856,1.362501,-0.7326857,0.81583816,1.0700545,-1.2726082,-0.6168666,0.27464798,-0.40191478,1.1956986,-0.40478015,-0.88542306,0.4814132,0.37362978,0.7241304,-0.46484396,0.2859286,1.0749409,0.328491,-0.08926503,1.1643623,-0.07581625,-0.23098165,-0.9566245,-0.18843192,0.84268254,0.19063848,-0.8100732,-1.0888473,0.03779509,-0.5751497,0.06778525,0.16810687,0.10823696,-0.23150459,0.32985157
