UMAP_chemberta_c_14,UMAP_chemberta_a_2,UMAP_chemberta_a_19,UMAP_ecfp_c_10,UMAP_ecfp_a_4,UMAP_ecfp_a_8,UMAP_ecfp_a_9,UMAP_maccs_c_0,UMAP_maccs_c_5,UMAP_maccs_c_7,UMAP_maccs_a_1,UMAP_molecular_c_4,UMAP_molecular_c_5,UMAP_molecular_c_9,UMAP_molecular_a_7,UMAP_graph_c_1,UMAP_graph_c_4,UMAP_graph_a_5,UMAP_graph_a_7,UMAP_graph_a_8,target
-0.3123702,2.658627,-0.7680148,3.240882,-0.4455864,-0.82946277,0.2868337,1.2544043,0.99300414,0.23380707,0.32263154,-1.1460819,-1.6839666,-2.1912382,-0.12995598,-0.62723386,-1.1378117,0.17810288,0.12717043,0.3298983,0.02999
0.012801786,0.28329387,1.2207575,-0.24115877,0.13397656,1.146589,-1.0826683,-1.4727372,0.051078126,1.286512,-2.129883,-0.25881216,-0.024603205,-0.17372122,-0.18112941,-0.1738708,0.015981376,-1.3324338,-1.5210029,-0.04339255,0.389
0.71378815,-0.23918475,0.65951043,-0.0861922,-1.0106844,1.1798364,-0.50943255,1.1393889,0.9391189,0.16375792,0.43228227,-0.027321137,2.796951,1.0373509,-0.13982458,0.90831393,-0.82830966,0.33262944,0.08008294,0.27539855,6.95
-1.2408047,0.07448604,-0.09868423,1.6636499,-1.1745644,2.175182,-0.9089067,0.24991652,1.2198758,-0.38379246,-0.007831789,-1.9007632,2.079453,-0.34774646,-0.2798738,1.3923246,-0.15543537,-0.18136506,-2.0607483,1.8904824,0.4
-0.06656373,-1.2022157,-0.37952495,-0.26972076,0.17747688,0.98254603,-1.2876005,-0.8024272,1.0433584,-1.2197883,0.47188166,0.024734428,-0.0638845,0.09252514,0.5469833,-0.03958208,-0.26476318,0.3582277,0.017431023,0.2891997,0.529
-1.2366767,-0.14838131,0.12645209,1.6657912,-0.80075437,1.3657925,-0.25770566,0.25574717,1.2258968,-0.38996717,-1.2801707,-0.05196853,-2.065418,0.8400437,-0.2897887,1.3958373,-0.15867242,2.142468,-0.643284,-0.2555739,22.4
-0.4808552,-2.277548,-0.033957515,0.015103064,0.44304103,-0.9304674,-0.40044853,0.97383326,-0.11628409,0.20420033,0.44550604,1.4992507,-0.52538705,-1.7145529,-0.14153728,-0.04245241,0.13388641,0.25292763,0.11197161,0.2941082,0.06895
-0.56652284,1.1546425,-0.04131174,0.22930455,-0.19204287,-0.7378355,-0.20803429,-0.3643494,-0.26520097,0.053431254,0.34210545,-1.6757209,-0.5095731,1.0057125,-0.20198798,1.1281343,0.17524251,0.11325833,0.106541865,0.32392013,0.0261
-0.4524069,-1.8741986,-0.005668168,0.792281,0.26035476,-1.4713727,0.5048386,-0.57514846,-1.2236277,-1.4798139,0.44908005,0.13085389,-0.025273092,0.1842137,-0.2620879,-0.50733215,1.253019,0.26902574,0.13538483,0.28222892,0.15884
1.1789439,0.2659987,-0.4631302,0.042720117,0.39327234,2.374895,0.23676604,0.0895829,-0.3180231,-1.7959956,-0.57051015,-0.90274024,0.987457,0.67776173,-0.18499798,-0.87453014,1.5786961,2.2784305,0.72496873,0.6143324,128.45
0.0014295712,0.15551977,-0.35818696,-0.054738812,0.30880946,1.522408,-1.07698,0.9564442,0.09637033,-0.6184931,0.5981017,0.82217896,-0.71753263,-0.57933587,-0.23916808,-0.1585212,0.03381419,-0.7598815,0.3617713,-1.564764,0.21
-1.485404,-3.7774813,-0.43308,-1.0911568,0.375071,-0.22738911,-0.98989594,-0.077728815,0.51870304,1.937816,0.7322206,-0.24002929,-0.49512997,-0.5277926,-0.10532325,-0.51675063,-0.12049194,-1.472902,0.6892532,0.9531069,0.09181
-0.21206878,-1.169563,-0.36070272,-0.0812107,0.0849727,1.0026772,-1.2063519,-0.9264666,0.58406764,0.918314,0.466114,-0.6965564,-0.35116422,1.1614187,-0.26431042,-0.40363565,0.3453671,0.31852633,0.075930856,0.25084206,0.47
-0.24842116,0.064595506,-0.17674488,-0.44605276,-0.39672422,1.6956547,0.35109338,-0.83593565,0.68043613,-0.9812435,-1.422953,0.074194185,-0.269322,0.36062884,-0.1732315,-0.28311554,-0.026989983,-0.6341543,-1.8881783,-0.5508881,2.39764
0.30152887,0.19714944,0.10759525,0.18206546,0.083047174,-0.34952095,0.13887079,1.1756439,0.92382795,0.12572202,0.40463287,-0.15229802,0.91295415,-0.01240912,-0.07102645,-1.3325241,1.8339108,1.8066435,2.1453276,0.41881442,0.006637
1.0566059,-0.4281909,-0.22857387,-0.77920145,-1.9588878,0.5910601,-0.40821233,-1.5502111,-1.0671142,-1.1851852,-0.6325117,0.9369747,-1.2181913,0.297919,0.049853507,0.36481428,-2.607385,1.548666,-0.5634305,2.2913857,0.105
1.1418842,0.1919154,1.2591097,0.08492623,-0.065466985,1.1866786,-1.0188966,0.09073097,-0.3178925,-1.7938975,-2.1142192,0.12846826,-0.07663257,0.17845482,-0.18767953,-0.87564266,1.575774,-1.3377912,-1.4798225,-0.00057277695,2.1e-06
0.22477932,-1.179407,-0.3670864,-0.106981814,0.124142386,0.99468017,-1.2419941,-0.9398092,0.5704152,0.89991254,0.469507,0.82123685,-0.71660507,-0.57842964,-0.25439355,-0.47087625,0.46508545,0.28519264,0.05660276,0.26545095,0.1423
-0.9106997,0.49436152,0.020427333,0.34594077,1.3088137,-0.64064944,0.39473844,-0.68882626,-0.036683444,0.10157085,0.4260947,0.124028735,-0.30262762,0.12673937,-0.11423591,-0.99028957,-0.27691734,0.2701889,0.19048081,0.2843907,0.00445
-0.9631824,1.0497366,0.04575678,0.8325194,-0.06418306,-0.7381861,-0.6007846,1.2495837,0.97623634,0.21326026,0.31261638,-1.1462513,-1.6929408,-2.2024539,-0.089853875,-0.62837493,-1.1489818,0.14047092,0.10780963,0.35272422,0.1
0.19179592,0.09036069,-1.0058403,0.6041969,1.016842,-1.1081218,0.97751313,1.2271365,0.95375675,0.20585325,0.62393767,0.7649188,0.95173,-0.8076251,-0.18967436,-0.4681313,-0.9654789,-0.61329347,0.39993045,-1.610048,0.005651
0.89890736,0.49555677,0.029277083,0.47686297,1.3040317,-0.6378186,0.36711684,-0.21156633,-0.12018128,0.17267206,0.44912633,-0.012980541,1.2883228,0.80261534,-0.20212351,-0.011679607,-0.4354738,0.37715358,0.03467488,0.29598585,0.1
-0.4549718,1.9771194,0.010033214,0.29157713,1.3862455,-0.14889039,-0.013663634,-1.4372543,0.44235697,-0.4001737,0.43781725,1.031959,1.1757886,-0.3947135,0.00068765704,-0.051557142,0.13376851,0.39360517,-0.036552258,0.24368551,0.05
-1.4853998,-0.9452029,-0.41650593,-1.0911531,-0.24565852,1.8565278,0.67328984,-0.07708143,0.5172842,1.9402213,0.7443602,-0.31334764,-0.53971547,-0.5202686,-0.115195505,-0.51691455,-0.12064614,-0.25036463,-2.5944512,1.6453356,0.06953
0.39853323,0.34570396,0.1584405,0.10031727,-0.45194584,-0.3146926,-1.2971141,0.33772132,-1.6436067,2.6260903,0.4260168,1.8357967,0.75648594,-0.6295996,-0.05959667,1.4050375,-1.4416019,-1.1080085,0.3865193,-0.42497155,0.0003
-0.8267005,0.75328344,-4.2712235,-0.0039866087,0.41136175,-0.16320527,2.1982336,0.541326,-0.85822433,-0.04313091,-1.4142265,1.3086815,-1.1600376,0.5984791,-0.053453114,0.30890867,-0.10497566,0.09522067,1.6361983,0.46537286,0.0486
-0.25110886,0.37620893,0.17062476,-0.447826,-0.47411448,-0.30070865,-1.2794259,0.17162736,0.052964233,-0.082340755,0.4174117,0.37186247,0.19528463,2.487647,-0.044956148,1.7586116,-0.16460747,-1.1074283,0.3862492,-0.41154042,0.1
-0.86247706,0.20519574,0.0988483,1.7993671,2.497418,-1.3303643,0.3179019,-1.4506024,0.013752972,1.3247907,0.3016842,-1.2003356,-0.23028567,0.31569073,-0.04310821,1.2021141,0.07577403,0.11615562,0.101949155,0.363965,0.3
0.6968229,0.28621197,-0.36148912,0.5230465,0.4968324,0.67061543,-1.3375483,-0.6577996,-0.15115646,0.5953112,0.57732046,0.029148102,0.05282409,-0.41045973,-0.022101486,-0.66922295,0.43796897,-0.73080605,0.2492332,-1.5721593,0.34
0.01143136,1.9887761,0.012275564,1.1844255,1.3879713,-0.12934263,-0.020168329,-1.4387549,0.4408287,-0.40508157,0.43509123,1.0322165,1.1793318,-0.3920411,-0.14730962,-0.039081044,0.13513571,0.33745742,-0.051340915,0.2208686,0.00142
-0.13256018,-0.2427606,2.560023,0.14783342,-0.7584621,1.2013528,-0.5237308,0.35917363,-1.6198549,2.6193166,0.55659986,0.8379684,-2.065072,0.4744995,-0.116273515,1.4076881,-1.4272124,-0.69967866,0.32928514,-1.6024822,3.6
0.6123632,1.0384516,0.055638608,0.5118496,-0.06272442,-0.7394652,-0.62577254,1.8259985,-0.75016046,-1.285476,0.31713995,-0.5833614,-0.40619585,0.7740592,-0.18148407,-0.72370666,0.2156755,0.17388692,0.06507096,0.3643601,0.0392
0.60465425,1.6284242,-0.022184627,1.8672401,-0.30932495,0.005042621,2.826409,-0.2997812,-0.4811754,-0.7567063,0.32692593,-0.76014227,1.1086745,-0.72689945,-0.06302458,-0.31863624,0.059893988,0.096164405,0.07232282,0.35059953,0.113
0.6834442,-0.66590196,-0.118616715,0.63410103,0.48120543,-1.3561077,0.95937115,-1.3760659,-0.12823077,1.4496806,0.4353849,-0.20840982,0.086163625,-0.015458445,-0.014285641,-0.1196241,0.08887168,0.33086532,-0.030631324,0.24427623,0.1
0.11387312,-0.371158,2.5580764,0.33989865,-0.5449237,1.1826577,-0.6648307,1.1906132,0.95905954,0.2505634,0.5603172,-1.6297711,-0.5024966,-1.139067,-0.19635117,-0.38124532,0.48120898,-0.6635121,0.3023176,-1.6115929,2.85
1.437111,-0.9138021,-0.2395436,0.29115012,-0.15134542,-1.6789265,0.10055376,1.1580523,0.92278534,0.15143053,-2.1348388,-0.13791096,0.8868886,-0.004171158,-0.12088971,-1.3129137,1.7982098,-1.3227631,-1.5312427,-0.031242214,0.1
-0.7884078,0.12563476,-0.95337677,0.1715621,0.99450725,-1.1067898,0.9752826,0.49315134,-0.64904535,0.055620987,0.55625683,1.0272673,1.1778646,-0.39558208,-0.107239366,-1.2140667,0.021760551,-0.66134447,0.34917936,-1.5439265,0.06
-0.42569783,-0.082166985,0.069443144,0.4072806,0.52820885,-0.005871949,0.23749067,-1.0776658,0.82941604,-0.36873576,-2.1127908,2.7177489,-0.82043916,-0.28968263,-0.26333427,0.33893612,1.2534696,-1.3058984,-1.4735209,-0.042012144,0.00636
-1.3710531,0.31906986,0.07032374,-0.6680695,2.9174438,0.016079245,0.23803431,0.21300335,0.056072254,-0.08925602,0.44869736,0.35686702,0.22219838,2.5018475,0.52641946,2.5046208,0.011035193,1.3265228,-0.7602714,2.0098848,0.008085
0.86762935,0.73492426,-4.2192864,0.22461744,-1.1724006,2.1738162,-0.91069525,-1.5458658,-1.103671,-1.1763867,-0.74626565,-1.1510462,-1.6837097,-2.1935315,0.67246497,0.4607276,-2.8481805,0.0952279,1.6361755,0.46537983,651.6
-0.7744351,0.07634665,-0.09690192,0.6196722,-1.1750184,2.203326,-0.8979092,-1.3797839,0.8672842,-1.8467047,0.72903436,1.3816311,0.041334946,-2.0690825,-0.25269866,-1.49599,-1.0998883,-0.19287883,-2.0646188,1.8793293,0.053
-0.7843218,0.264596,-0.3553652,0.17096393,0.3447165,0.8957242,-1.3466693,0.49634656,-0.6483874,0.058751613,0.57925624,1.0294638,1.176502,-0.39566734,0.09657686,-1.2140815,0.021740334,-0.66605383,0.32589233,-1.5221897,0.6
1.4261428,0.5451554,-1.4290905,0.28096268,0.021328725,0.009726687,0.50421596,1.2138417,0.93880665,0.1725379,0.4157137,-0.1326959,0.8862056,-0.011158379,-0.17734979,-1.3072057,1.8092993,1.7735385,2.1520135,0.35863936,0.00438
2.9472544,0.18579069,1.2594045,-1.6244812,-0.06780796,1.1883067,-1.0104424,0.20586392,0.039352953,-0.06904542,-2.116251,0.3709144,0.18196832,2.4945478,-0.011875273,2.5063496,0.0066326237,-1.2953889,-1.5037719,-0.038467903,0.00984
-0.7718172,0.3230672,0.039606526,0.7323506,2.9516518,0.019665696,0.2467346,-1.3653859,-0.11691779,1.4510758,0.4520457,1.0412662,-1.240976,0.03249959,-0.038914863,-1.9990598,-1.2332027,1.3217627,-0.7672598,2.0162737,0.04
0.8936303,-1.7794067,-0.023710445,0.45415497,0.24965696,-1.5152373,0.57324386,-0.20478751,-0.11317594,0.17986012,0.45119613,-0.3013258,0.51651406,-0.42067975,-0.16445507,-0.025024196,-0.45382214,0.29285008,0.08175614,0.26985934,0.00142
-0.087079205,-0.10967197,0.21623883,-0.7436955,-0.5875126,0.60081536,-0.13436514,-0.53672,-0.5139328,-0.6043228,0.2649574,-0.39252964,0.27381507,-0.2652862,-4.7948713,-0.041414447,-0.02126228,1.3603772,1.5006988,1.5596398,0.00562
-0.5627137,0.20122467,0.10138662,0.573305,2.4995267,-1.3321323,0.32166582,-1.5626675,-0.12966095,-0.26367602,0.3192948,0.15032737,1.1794387,0.11136981,-0.17943509,1.2528095,0.16552186,0.13955456,0.10670757,0.34449565,0.3
-0.13825634,0.04329088,-0.30756977,0.3961325,-0.46490294,1.6321418,0.21144623,0.13338493,-1.5063752,-2.730564,-1.4228889,-0.7755271,0.09226225,-0.5537792,-0.14181618,0.3400348,1.2493887,-0.63696736,-1.8855436,-0.5485914,0.094
-0.5381893,-0.142671,2.508452,-0.13413677,-0.94845754,1.2170708,-0.4905752,-0.65160406,-0.017541757,0.6406724,0.5810864,-0.52033025,-1.0793909,-0.4220289,-0.04066824,-1.5570022,-0.7332384,-0.7953744,0.27696803,-1.5622115,0.000181
0.8443753,0.18566167,-0.3431358,0.23822124,0.32861346,1.5081978,-1.062651,0.9483856,0.10444863,-0.62184215,0.55740446,-0.29615435,0.50298196,-0.39792198,-0.01777402,-1.0418878,0.391726,-0.6854659,0.26708928,-1.5745184,0.0101
1.429927,0.54455835,-1.4292799,0.29563737,0.017418407,0.0068664537,0.5066474,1.2196265,0.93826187,0.19653213,0.4220153,-0.13374162,0.88534325,-0.011074512,-0.19046953,-1.3145672,1.8177204,1.7556826,2.131369,0.37509462,0.006683
-0.1379204,0.24225673,-0.40189278,-1.3518288,0.37940547,0.6102137,-1.3187912,-1.6834593,-0.30605614,0.3088658,0.592073,-1.7179506,-2.1188989,0.17228027,-0.014257021,-1.1078781,0.39957988,-0.6882655,0.32017502,-1.5625747,0.135
0.594795,0.3197121,-1.5400504,1.8617973,-0.034405272,-0.07229229,0.68461806,-0.29913372,-0.48176813,-0.75728965,0.44170928,-0.75819665,1.106658,-0.72498447,-0.17319965,-0.31782156,0.05914399,1.7621554,2.147065,0.38004178,0.156
-0.8621817,0.39230517,0.15134464,0.5942296,2.3261836,-1.181558,0.27304414,-1.5483606,-0.12064233,-0.2621236,0.30975652,-0.9194678,0.054189153,-0.3005903,0.5889033,-0.3180396,0.38412032,0.12050447,0.10707055,0.34143648,0.3825
1.4603456,-0.010187344,0.7708628,-2.5379295,-1.4503664,-1.3513709,0.57116246,-1.5422884,-1.0795829,-1.1828405,0.6198439,-1.1519192,-1.6916727,-2.1994567,-0.108875886,0.46684137,-2.851425,-0.5919167,0.35000035,-1.5614755,26.9
0.28067914,0.9251316,-4.4906397,-0.18562338,-0.16736086,-0.32570603,0.450002,0.5548006,-2.9586108,-0.4651227,-1.4036878,-0.2613855,-0.024572436,-0.18212253,-0.13450609,1.1651522,0.007191877,-0.44605517,2.035149,-2.2839408,0.000982
0.65942234,0.023860138,-0.2784948,0.62594455,-0.45934838,1.6423513,0.23064302,-0.7499977,-0.025585396,0.7659893,-1.4200559,-0.30112773,0.5077988,-0.4026517,-0.007049765,-0.5462624,1.4196928,-0.6204663,-1.911082,-0.554414,0.213
0.29738978,-0.12578206,0.6490288,-1.1291696,-1.9038274,0.06902151,-0.1893298,0.5549232,-0.57249534,-0.14275981,0.41327646,-0.28302544,-0.51758945,-0.5486537,-0.051877625,-0.30712923,-0.17447029,0.32544035,0.069685936,0.30592406,59.2
1.4336731,-0.9273095,-0.24869393,0.29493907,-0.14485972,-1.6909089,0.11028823,1.1744002,0.89710003,0.14455605,-2.1245694,-0.1248605,0.88025194,-0.002681174,-0.09982476,-1.2984318,1.7886285,-1.3375893,-1.5329938,-0.023901857,0.007781
1.0832961,0.1425127,-0.109927125,0.028062567,0.23684168,-0.26500028,0.7377597,0.49797484,-0.68276286,0.0495676,0.584956,0.01918445,1.5292723,0.92253506,-0.046524897,-0.03657049,-0.26859376,-0.72224224,0.29113275,-1.565997,0.00458
-0.36540827,-0.12727089,0.09661582,-2.0786731,-0.8929442,1.3047738,-0.3530183,0.0063699707,3.549969,0.0014453653,-1.284287,-0.6847082,-0.35239196,1.1573871,-0.18691424,-0.050965227,-0.08591376,1.3254384,0.4066916,0.52213055,4.011544352
0.24119909,-0.17107059,0.64970076,-0.973494,-1.9308128,0.28062287,-0.28158417,-1.0777569,0.82403165,-0.36961102,0.45028606,-0.07885895,-0.14039731,0.10335587,-0.04983412,-0.6155375,0.02453807,0.27556065,0.09492514,0.30727264,43.4
-0.12655212,0.30216485,1.1906737,0.16905491,0.18113305,1.1314099,-1.0841101,0.34568903,-1.6361848,2.6132252,-2.1068988,0.8450823,-2.0582433,0.47671384,-0.1342342,1.4182526,-1.4262319,-1.3466533,-1.5331596,-0.019742576,3.24
-0.18064532,0.9664457,-4.531326,0.34929776,-0.13329653,-0.29774567,0.43516833,-0.34036508,1.3178495,-0.20680529,-1.4103142,0.18841964,0.075696826,-0.2752655,-0.14982507,-1.2212701,-0.6226278,-0.43969518,2.0278366,-2.278276,0.013
1.4383992,0.5394386,-1.4296314,0.27817908,0.01977191,0.009464003,0.502112,1.2103131,0.93775517,0.1836661,0.43190253,-0.13321689,0.885994,-0.01132053,-0.159574,-1.3053085,1.8078969,1.7987419,2.1449761,0.3902404,0.005736
-0.31987056,2.6595325,-0.7536235,3.252178,-0.4474417,-0.8400518,0.29868034,1.2553947,0.9891509,0.23400854,0.30731878,2.2055352,-0.30853975,1.4565843,-0.091659866,-0.5966836,-1.1126186,0.10279805,0.117435604,0.33378306,0.1
0.1201591,0.25712612,0.8362217,-0.26623598,0.44775438,1.0395012,-0.938999,-0.78271085,0.0027541094,0.78084165,-2.1024044,0.5116676,0.9536048,-0.74172294,-0.13344997,1.1438522,0.0134991715,-1.3365713,-1.5270658,-0.032018784,0.55
1.2182833,0.0038029817,0.70746297,-2.37784,-1.6903071,-0.8265061,0.23585664,-1.5380579,-1.0930967,-1.1998433,0.32393774,0.9392026,-1.2161151,0.29977682,-4.7928295,0.45794412,-2.825576,0.17955153,0.10187611,0.3516305,111.569
-0.105537914,0.07637065,-1.023058,0.77588975,1.0228484,-1.1102206,0.9725354,-1.3731151,0.86039937,-1.8396392,0.5733703,1.3799288,0.041068662,-2.0702546,-0.1993443,-1.4946777,-1.0986764,-0.6806478,0.37533474,-1.5659683,0.0558
-0.2692138,-1.4620041,-0.08930431,1.2422462,0.2817548,-1.5707566,0.80859977,-0.47949302,0.09470757,-0.31921133,0.4485662,0.12047629,-0.30269203,0.12841742,-0.06573489,0.15810145,-0.6231839,0.29390785,0.14751698,0.29195786,0.00292
-1.7776402,-0.3097323,-1.9914396,2.1998758,0.68232006,-0.8283833,-0.4511356,-0.38810304,-0.11523971,0.16127348,0.45741367,0.18121244,0.046390112,0.7177358,-0.02395419,-1.5575755,-0.73375356,1.7632903,2.1718903,0.38319045,0.3
-0.7444682,1.8105923,-0.44800356,0.68557733,1.3306097,-0.3611831,0.9857172,-1.3570832,-0.110541396,1.4436636,0.44484758,1.0438217,-1.2390777,0.030216942,-0.17890927,-2.003917,-1.2280868,0.30079162,0.007497995,0.2614597,0.19
0.21067826,-0.056032553,-0.27878448,-0.21658956,-0.71762484,1.4011942,-0.26198468,0.5426849,-2.953799,-0.4759448,-0.6042021,-0.20028205,-0.46787968,-0.52888894,-0.052307624,1.1618769,0.013425404,0.7867358,0.4740317,1.209859,89.28
0.20392528,-0.36154354,2.0960906,-0.5758721,-2.3647425,1.3390857,-0.70649344,-0.7889592,0.012294415,0.78390443,0.61412907,-0.7017387,-0.35449144,1.1666782,-0.22519885,0.82839996,-0.31296617,-0.79860663,0.28242728,-1.549065,0.087
-1.327698,0.29946467,0.17028505,-0.75227106,0.07405848,-0.35427645,0.18405207,0.24168599,0.029926902,-0.05032971,0.42955175,1.4250433,0.14276485,-0.5668261,-0.057880048,2.5071852,0.0135703515,1.7594489,2.1594362,0.3581325,0.1
-0.056200467,0.008356421,0.22745042,0.07138529,0.36838216,0.7589,-0.08260393,-0.4965213,0.018921176,1.3473164,-2.1376243,-2.1208997,-0.37483168,-0.36641386,-0.06951424,-1.1099529,0.40155602,-1.3003016,-1.5084682,-0.030819902,0.2
-0.8914807,0.460222,-0.40181977,-1.0728582,0.10063506,-0.40212765,0.7256807,0.5917818,-0.06356883,-0.45163855,0.58277494,0.39284423,0.54232854,1.5111712,-0.026939059,0.5714196,0.1310181,-0.7083635,0.32497966,-1.5653723,0.03
-0.084366515,0.23242605,0.78416395,-0.27746475,0.44654047,1.0306923,-0.8890645,0.5483107,-2.954913,-0.4747089,-2.1175518,-0.2505112,-0.015755637,-0.19372687,-0.11918192,-0.26259008,-0.11404223,-1.3582323,-1.48432,0.00731926,0.07
-0.5822771,-0.7232077,-0.0937948,-0.44745424,0.3552872,-1.4658121,0.91424054,1.804782,-0.75813174,-1.3006508,0.46072435,0.12096163,-0.13814174,0.22759734,-0.2871956,-1.1592034,-0.03912875,0.3211203,-0.022338457,0.20228806,0.0086
0.2744108,1.1416724,-0.032441907,0.18810028,-0.1618548,-0.7321373,-0.2810954,1.11248,0.884328,0.23459582,0.32328698,-0.03601967,2.8052225,1.0577705,-0.0896433,0.35717177,-0.87093246,0.15319507,0.11109538,0.34499407,1.96
-0.5596863,1.5149399,2.7695038,0.57588464,0.41518083,-0.75302935,-1.0938383,-1.5567384,-0.10350923,-0.27276266,2.490169,0.07362649,-0.27050653,0.36178288,-0.20687732,1.2570086,0.16921447,2.497361,-1.7444894,1.5280999,0.3
