UMAP_chemberta_c_14,UMAP_chemberta_a_2,UMAP_chemberta_a_19,UMAP_ecfp_c_10,UMAP_ecfp_a_4,UMAP_ecfp_a_8,UMAP_ecfp_a_9,UMAP_maccs_c_0,UMAP_maccs_c_5,UMAP_maccs_c_7,UMAP_maccs_a_1,UMAP_molecular_c_4,UMAP_molecular_c_5,UMAP_molecular_c_9,UMAP_molecular_a_7,UMAP_graph_c_1,UMAP_graph_c_4,UMAP_graph_a_5,UMAP_graph_a_7,UMAP_graph_a_8,target
-0.36701024,-2.3069727,-0.025168696,0.44901553,0.40884593,-0.9831377,-0.32328963,1.1759717,0.8900786,0.12873724,0.4504635,-1.9443811,2.1271863,-0.3587851,-0.19376333,0.34845802,-0.8854753,0.39161956,0.08695484,0.26706338,0.98
-0.15423332,0.11464241,-0.033045597,0.41709885,0.21655664,-0.23628438,0.6792878,0.5890812,-0.575136,-0.1359069,0.5790122,1.4995978,-0.5257368,-1.7148855,-0.10516388,-0.41511425,0.35607085,-0.6998488,0.2780235,-1.5182958,19.7
0.6369847,-0.11781678,-1.1053604,0.5216879,0.185668,-0.58922213,0.859618,1.169894,0.90118706,0.14360374,0.6028939,-0.134669,0.8715976,0.00016900846,-0.13163501,-1.2944827,1.8081841,-0.7582138,0.26484755,-1.6006994,0.005515
-0.09547396,0.90742743,-4.4632854,0.76680106,-0.1832392,-0.33931088,0.46260518,-1.37342,0.8607237,-1.8399639,-1.4029695,1.3776376,0.043623656,-2.0690997,-0.18888254,-1.4915398,-1.0957836,-0.44704306,2.0392618,-2.2890646,0.036
0.36226106,0.26292872,-0.26462764,0.27105272,0.1779482,-0.33314505,0.79530585,1.1456567,0.9239729,0.15351927,0.5729722,-0.020989211,2.8031716,1.0459789,0.008312425,0.8989216,-0.82914865,-0.57082623,0.34909028,-1.5362056,1.0
-0.8833049,-2.7305396,0.024101894,-0.5858592,0.1786442,-1.4166082,0.069518276,0.52864486,-0.81976086,-0.029506827,0.4511727,-1.3305188,-0.8828547,0.74993086,-0.05585829,-1.8086354,0.39324284,0.22217189,0.083205804,0.2558562,0.00487
-0.5571261,1.065481,0.03142276,0.57271767,-0.06610445,-0.7370181,-0.578985,-1.5395439,-0.12316273,-0.27077183,0.31683952,0.152047,1.1777458,0.113019235,-0.17468801,1.2600553,0.16477823,0.10625777,0.098791085,0.33267102,0.04682
-0.93321043,-2.0239384,0.026174556,0.06179896,0.21557964,-1.4086834,0.4400848,-0.48652157,0.033432715,1.3336469,0.4702692,-2.1070054,-0.3695106,-0.38555256,-0.19830951,-1.4708753,-0.39591998,0.37862453,0.05107202,0.29042256,0.0236
0.1495151,-0.18757223,0.62782645,-1.0249825,-2.3203437,1.3086307,-0.70702714,-0.7706684,0.08197543,0.7674437,0.45493966,-1.4175528,-0.9309486,0.81524605,-0.04998662,-0.58099425,0.132453,0.2662386,0.12526172,0.28255162,20.0
1.0884912,-0.18133883,0.6691378,-0.91455775,-1.9379152,0.39423484,-0.33158588,-0.32434258,-0.14785787,-0.2596325,0.2526149,-0.5133049,-1.0830954,-0.43576437,-0.040358473,-0.44141686,1.1913154,1.376197,1.4840788,1.5767521,36.4
-0.24033943,0.34919146,0.14286678,-0.45365095,-0.44420755,-0.29406223,-1.2735561,0.18129204,0.05414855,-0.08166384,0.45241436,0.12283326,-0.033400282,0.18686426,-0.017859036,1.7636623,-0.16643849,-1.100885,0.38992676,-0.44216838,0.1
0.8970352,-0.98918605,-0.44301152,0.7001993,-0.2582418,1.850811,0.6593002,-0.06797901,0.5047934,1.9623141,0.7353572,-0.3015069,-0.53599167,-0.50792974,-0.11495322,0.20244715,0.91604847,-0.2500959,-2.5942132,1.6451241,0.04898
-0.11304916,0.474063,0.41156662,0.07348714,-1.0113913,0.6986089,-0.3666227,0.32209748,-1.6397585,2.6161156,0.295702,1.8385941,0.75478727,-0.62723744,3.103115,1.3849195,-1.4421713,0.081482865,0.121177055,0.32515192,2.64
0.33314446,1.019658,-0.2044348,1.097259,1.3575567,-0.5971068,0.57824135,-0.5415207,-0.053979818,1.3783579,0.45924345,-2.08877,-0.36079898,-0.4096611,-0.06423896,-0.51253104,0.72689426,0.35669494,0.023556596,0.27528858,0.0028
-0.562146,1.0791475,0.019963205,0.20486812,-0.0707948,-0.7354504,-0.5452867,-0.3644761,-0.25259525,0.066021115,0.3340701,-1.6763115,-0.50958025,1.0056567,-0.14597726,1.1311382,0.17839734,0.093391255,0.058358815,0.34202367,0.022
1.0726849,0.18822888,-0.017449057,-0.24093674,-1.2002252,1.9971744,-0.8354368,-1.5991476,-0.12010053,-0.2471816,0.72959465,0.21389617,-0.08655018,0.28587136,-0.13216923,0.2000316,-0.011765904,-0.16244964,-2.0771773,1.8845218,3.1
-0.9107261,1.8595171,-0.003027387,0.34600645,1.3624291,-0.20932658,-0.009709218,-0.6880782,-0.037455674,0.10236445,0.4333519,0.126433,-0.30047116,0.124547444,-0.19638076,-0.9968399,-0.27087027,0.27205518,0.17054409,0.27202392,0.00191
0.037431728,0.44392955,0.43703172,-0.3882369,-1.1922023,0.7352638,-0.41100222,-0.81883425,0.8106144,-1.0807283,0.31797042,-0.25079814,-0.52693737,-0.5032919,3.2391317,-0.22195767,-0.015965706,0.17011027,0.117348276,0.35476473,15.2
0.106035136,-0.39986783,2.0834134,-1.0214909,-2.0667634,1.2602327,-0.6757548,-1.0865313,0.841265,-0.37072653,0.5677415,-2.521337,-0.37357798,-0.23865886,-0.14991751,-0.22157702,-0.072088,-0.7575462,0.28291008,-1.5618883,17.1
-0.54988164,-1.4555137,-0.09052855,0.15749837,0.28259996,-1.5703614,0.8107978,-0.35700598,-0.26179487,0.061474033,0.4533986,0.7143418,0.25029486,-0.6469672,-0.14710662,1.1356827,0.18346964,0.36017612,0.08307427,0.25596976,0.0144
0.011432298,2.007572,0.016046965,1.1844207,1.3881372,-0.11617024,-0.0223876,-1.4451743,0.434299,-0.4062792,0.4409685,1.0300947,1.1817642,-0.38758904,-0.2360756,-0.028221004,0.1343333,0.33106112,-0.040927194,0.22703718,0.00487
0.036562677,-1.2579067,0.6800524,-0.97035897,-0.50520974,-0.89813465,1.0597419,-1.0773219,0.835446,-0.36855137,0.26752082,-2.522171,-0.37439305,-0.23945384,-0.32871592,0.4825016,0.37514493,-0.5082155,-0.91816807,1.8385291,10.0
0.7003693,-0.5105613,0.93490666,-0.0622043,-0.38357106,-0.68877393,0.56754506,1.1479338,0.9099577,0.13154739,0.26197135,-0.030143913,2.8110049,1.0397649,0.79312766,0.9055956,-0.8279522,-0.52179056,-0.9301162,1.8278884,1.3193
-0.54537964,0.1956273,-1.4103245,0.56969565,-0.03396594,-0.09529896,0.42619896,-1.5454793,-0.122898035,-0.26283073,0.42933095,0.1571935,1.1726743,0.11795859,-0.17649849,1.2574931,0.1687529,1.7709664,2.1385448,0.37439612,0.02999
-1.2768444,0.158745,0.083267756,-0.8715657,0.075105056,-0.35130936,0.123274826,0.2411212,0.040926713,-0.075256765,0.4646003,0.36287266,0.20085463,2.4850168,-0.007963631,2.5242517,-0.0015493021,1.7406652,2.1168685,0.42459127,0.00744
-0.8868837,-0.27867407,-1.3283515,-1.0758809,1.3680584,-0.4844247,0.19375557,0.5932195,-0.06308585,-0.45325732,0.57494897,0.3943137,0.5437426,1.5058271,-0.036888897,0.57348907,0.12912942,-0.72014034,0.3194913,-1.5805479,0.0019
1.0740614,-0.09000636,2.4373379,-0.3422548,-1.3773594,1.2134329,-0.5668956,1.129903,-0.2887385,0.075359166,0.5587581,-0.40467486,-0.4285323,-0.01200342,-0.033711687,-1.8047732,0.9428822,-0.8128153,0.2715613,-1.5962243,0.933
-0.38492623,0.21875133,-0.01849577,-2.0681214,-1.1839967,2.0632708,-0.85707325,0.006416108,3.5500064,0.0014915692,0.7342368,-0.1664729,0.019302152,0.0068472303,-0.17849654,-0.053184718,-0.08380363,-0.18407775,-2.0734673,1.8764126,2.762
-0.9319066,-0.91631496,-0.24211836,0.0606071,-0.1305059,-1.6722085,0.11588155,-0.4914153,0.028448435,1.3386493,-2.1338058,-2.1111913,-0.37170932,-0.38025925,-0.18967997,-1.4679451,-0.39322,-1.290821,-1.5094519,-0.051533926,0.1
0.65776384,0.027424695,-0.2838904,0.6276706,-0.48743954,1.6181284,0.17825498,-0.74904364,-0.01885328,0.76783913,-1.4203281,-0.29993945,0.50662434,-0.40150532,-0.020481527,-0.5433637,1.4165785,-0.6082913,-1.9373673,-0.5503429,0.0163
0.34601647,0.06845816,0.024999855,0.25373212,0.5661844,-0.091765866,0.19277802,1.1830145,0.9454487,0.19706932,-2.1268659,-0.135705,0.8984053,-0.02018773,-0.0722477,-1.3117155,1.81267,-1.2708127,-1.4664831,-0.026919356,0.006484
1.0832905,-0.03417096,-0.44155505,0.029242609,0.34014246,0.951349,-1.3459996,0.5016135,-0.68657607,0.044760656,0.578134,1.3066459,-1.1605736,0.59651846,-0.056584585,-0.036961645,-0.26823303,-0.731993,0.2868786,-1.5676289,0.147
-0.42843944,-2.5318034,-0.028314283,0.67181164,0.17319122,-1.3760391,0.13410367,-0.6663098,-0.93039423,-1.561299,0.47352517,-0.18436486,0.07025123,-0.037562747,-0.19366512,0.90200114,-0.83289105,0.37031692,-0.0054849233,0.28025997,0.0934
-0.114812985,0.004968301,1.9471799,-0.45800304,-0.115396984,0.9793607,-0.9984526,0.14297919,-1.4952283,-2.728213,-1.4042999,-0.24037676,-0.03504014,-0.16729149,-0.14159985,-0.31799516,-0.17859472,-0.82317585,0.29751915,-1.5367278,0.000164
0.9828707,0.2662268,0.88195914,0.18632177,0.42710063,1.0565723,-0.9835927,1.129703,-0.29389623,0.07263809,-2.1203232,-0.4078821,-0.4253729,-0.008926591,-0.69837356,-1.8053187,0.943345,-1.3175125,-1.4823234,-0.008777874,1.995
0.3320414,0.035597738,0.041897044,0.19337432,0.5432839,-0.06428259,0.22618368,1.1852226,0.9415299,0.1970358,-2.1335251,-0.13017854,0.8738319,-0.0032698335,-0.120608136,-1.315883,1.8085098,-1.3163992,-1.4981887,-0.023213824,0.004207
-0.4142263,-0.363099,2.5673108,-0.09372829,-0.55305123,1.1818236,-0.65522677,-0.7812381,0.19159435,0.5541173,0.57443184,-0.17909469,-0.5340903,-0.41346484,-0.20380211,-0.0790627,-1.1313233,-0.6881337,0.33345726,-1.5480087,0.5
0.24905021,-0.21568583,0.5932034,-0.69425607,-1.9723661,0.6563968,-0.4384122,0.5867443,-0.5758681,-0.13457912,-0.6443534,-0.85934484,1.3843613,0.9320404,-0.1420248,-0.319214,-0.185676,-1.7225987,1.8465921,1.0627905,0.092787163
-0.19830574,0.3191904,-0.106497474,-1.0195295,0.7161183,-0.33570045,0.3527263,-0.5605311,-0.07825574,1.3789732,-2.1085553,0.9455004,-0.66203564,0.19850877,0.7484886,-0.5151071,0.7294341,-1.2890917,-1.5044335,-0.047078084,0.0171
2.9631133,2.6351745,-0.76436627,-1.6051028,-0.45304558,-0.8267164,0.3029025,0.22036862,0.025587715,-0.04627453,0.31981826,0.36310577,-0.78877634,-0.6093891,-0.017877134,2.5136886,0.025574712,0.1959119,0.10597932,0.3747317,0.1
0.67843854,-0.239423,2.559345,-0.03240072,-0.7679865,1.2041682,-0.5195598,1.1241684,0.9251672,0.15867403,0.5977203,-0.032803804,2.8129694,1.0460641,-0.15859167,0.9082788,-0.825299,-0.57160366,0.3662311,-1.5391538,16.76
1.9875307,-0.49777046,-0.026105972,-1.2415518,0.59633815,-1.102625,0.67407775,-1.7151487,-0.47536597,0.97663975,0.43945423,1.3159014,-1.160631,0.60510564,-0.11607767,-0.38464394,-0.29294062,0.27209902,0.016410805,0.23468229,0.00278
0.6204564,-0.04506026,-1.0056959,0.56782633,0.13833284,-0.54937434,0.8064119,1.1937379,0.8760048,0.15337956,0.6373635,-0.1375714,0.89453167,-0.01434881,-0.079632156,-1.2843124,1.8099412,-0.7144898,0.30828807,-1.6186403,0.0044
-1.2355244,-0.2700663,-1.4204499,1.1795019,1.4050992,-0.40680024,0.09234777,1.1794599,0.8972947,0.16242552,0.6093152,-0.1294541,0.88919383,-0.015466657,-0.054227527,-1.2882967,1.8077859,-0.7137333,0.24887064,-1.5704427,0.00401
-0.78609115,0.270999,-0.35531276,0.17080584,0.4037695,0.8188901,-1.3498257,0.49556518,-0.65368366,0.0580423,0.55748516,1.0444566,1.168139,-0.37674707,3.3152068,-1.2140759,0.021743719,-0.64739054,0.35016257,-1.5402906,0.1
-0.49917418,0.21233755,-0.0628902,0.43877026,0.6181791,-0.23214288,0.18870036,-1.0667279,0.8371025,-0.35176927,-2.1186032,2.7283812,-0.8214093,-0.29988348,3.2160823,0.33329266,1.2434705,-1.2948983,-1.5208517,-0.06087563,0.00588
1.057925,-0.22028105,0.6872423,-0.8500955,-1.9425874,0.39781305,-0.34201115,-0.66468674,-0.15281221,0.6259703,0.5710965,-0.3969261,1.093762,-1.1241188,-0.046866372,-0.71353364,0.23093441,-0.69593906,0.27091116,-1.5689217,0.178
-1.8509762,0.45358184,-0.39791706,-1.0853825,0.1002836,-0.40308794,0.7275978,0.5916643,-0.06481853,-0.45166814,0.556226,-0.3823829,0.21392103,-0.21884479,-0.043802097,0.574287,0.1295691,-0.7701184,0.31580833,-1.5736381,0.03
-1.2306539,-0.20799552,0.237562,1.6538354,-0.8962615,1.3153516,-0.31405145,0.25311756,1.2231778,-0.3871817,-1.5985954,0.92464244,0.72729474,1.0028273,-0.27064562,1.3929137,-0.15597634,1.224256,0.85882926,1.0363142,0.03476
-0.25773227,0.33160242,0.1600419,-0.43601894,-0.4523136,-0.31409255,-1.3127044,0.17244564,0.013808198,-0.065319926,0.42835054,0.38306963,0.18631187,2.4867432,-0.1976911,1.7692299,-0.17002682,-1.1008705,0.38241717,-0.4385321,0.1
0.6225122,0.025773544,-0.050066177,0.57616085,-0.047325954,-0.2628452,0.2669545,1.1268255,0.9263306,0.13265194,0.40554795,-0.13771757,0.9197728,-0.02635542,0.046759073,-1.3014804,1.8054585,1.7902488,2.1485653,0.41620874,0.00476
-0.44088745,-1.8053995,-0.67142534,-0.021542225,0.49550322,0.7016828,-1.4115951,-0.32437307,-0.25984174,0.5134429,0.42288646,0.9264543,-1.228682,0.2873234,-0.068351075,-0.26240668,0.32062337,0.26062045,0.17248893,0.2800771,0.55
-0.19792642,-1.3632516,-0.10158286,-1.0134429,0.29402488,-1.5651305,0.8587867,-0.56096816,-0.07925272,1.3799163,0.44517627,-0.5557224,-0.17847629,-1.6756254,-0.075180806,-0.5114377,0.72596925,0.32947204,0.078180805,0.31997383,0.0129
-0.4538748,0.4602271,-0.4016197,0.5681027,0.10091841,-0.40180925,0.72581524,1.2266798,0.91560376,0.19784494,0.57654345,-1.955185,2.1385543,-0.35787523,-0.19512585,0.35601434,-0.8875151,-0.67198557,0.29698965,-1.6142393,0.575
-1.3067415,0.251378,0.13929807,1.3545543,0.096808776,-0.34576923,0.17427202,1.1890439,0.91621894,0.1821618,0.40155235,-0.13568555,0.9044191,-0.029241316,-0.044024743,-1.3191168,1.8278058,1.8136731,2.1245017,0.40402168,0.00625
1.4315727,-0.92061245,-0.2454886,0.28802577,-0.14906003,-1.6715356,0.1202829,1.174302,0.926025,0.17498654,-2.1295388,-0.15494178,0.876055,-0.0009921269,-0.05332741,-1.3254225,1.8015553,-1.3337556,-1.5201705,-0.009502285,0.005948
-0.3112176,0.19688013,1.1739522,3.219809,0.29022247,-0.31234315,-0.53310233,1.2436188,0.97782224,0.24328373,0.6062947,2.214732,-0.31172273,1.4528848,-0.07206434,-0.6220209,-1.1373649,-0.5606182,0.36174068,-1.5679463,0.1
-0.58865285,-0.63413745,-0.11717736,-0.43296254,0.5199398,-1.3143628,0.94210595,1.8037355,-0.7585163,-1.2998588,0.4695388,-0.46514055,-1.1698709,1.3317415,-0.27762,-1.1540583,-0.045002673,0.35151133,-0.034963477,0.23192582,7.3
0.60949844,0.09091371,0.13625596,0.5740985,-0.45274547,-0.26857844,-0.79880446,1.1591566,0.8903803,0.12062104,0.4110914,-1.9432973,2.128402,-0.3594166,-0.16412748,-1.335159,1.797165,-1.1445953,0.43443346,-0.43272153,6.76
-0.7265391,0.074710466,-0.0971082,-1.329792,-1.1748928,2.2034473,-0.8988214,-0.8039823,1.0142,-1.1994275,0.7328828,1.8704263,0.7070989,-0.63670653,-0.05311585,-0.5065617,0.0604512,-0.1746136,-2.0561564,1.8636388,0.5
-0.85822725,-0.072051466,-0.30664578,1.2434864,-0.7068999,1.4081265,-0.24843319,-0.90672415,0.7727661,-0.6183679,-0.65745586,-0.25722852,-0.028219255,-0.18306595,-0.17769715,-1.2437668,0.06598445,0.84561515,0.46332788,1.1681699,0.48
0.5997781,-0.2751417,-1.955168,1.0043976,0.7102311,-0.7662606,-0.40674424,2.647986,-0.40543145,-0.25477222,0.45202643,0.2273728,1.1011612,-1.7575294,-0.040372644,-0.15375157,2.4869654,1.75598,2.1250083,0.37166384,0.19
-1.9164034,-0.21915497,0.70321965,0.785584,0.63081837,0.57113326,-1.2174665,-1.5324107,-0.10188592,-0.24111746,0.4547822,-1.2421223,-0.40843353,0.42901695,-0.1731664,0.2730617,-0.056646768,-0.545489,-0.53042144,-0.43666652,0.0742
-0.04004378,0.27660966,1.2300043,-0.92123574,0.11515193,1.1507697,-1.0805249,0.5232809,-0.56667346,-0.13585964,-2.097253,-1.4156492,-0.92901474,0.8133932,-0.049096044,-0.5875675,0.13057105,-1.3304564,-1.4955876,-0.01567508,17.2
1.0396396,0.14144081,1.2528478,-0.39507306,-0.14643157,1.1917964,-1.0315825,-1.5387206,-1.0934081,-1.1721375,-2.1084294,-1.1438898,-1.695625,-2.2040772,-0.2457668,0.46071196,-2.8547885,-1.2853029,-1.5053046,-0.009920502,8.35
0.6464547,1.6018671,0.06357457,0.67344147,1.3472499,-0.02590057,-0.066005655,-0.59864545,-0.13319805,0.6684501,0.42195344,-0.2518627,-0.026674489,-0.18433526,-0.15159121,-0.3809421,1.1033815,0.28261542,0.14023133,0.3016395,27.6
0.8929017,-0.6259997,-0.11616503,0.4475646,0.5271511,-1.3060396,0.93279433,-0.20890161,-0.11741924,0.17550413,0.4406104,-0.30419546,0.5130003,-0.41808605,0.027063664,-0.027539743,-0.4566742,0.3429808,0.16840264,0.25096768,0.02042
-0.04430472,0.0074053654,0.41891676,-0.89972186,0.36634076,0.8641397,-0.18959576,-0.5484483,-0.5187283,-0.59346735,-2.1006074,-1.4149803,-0.92866784,0.8129085,-0.07393276,-0.6149131,0.025207996,-1.3403226,-1.5241932,-0.016374556,14.0
-0.44251966,-1.8046638,-0.6695108,-0.042869195,0.49856657,0.69921553,-1.412873,-0.32486147,-0.26008007,0.51380575,0.42617282,-0.046043407,2.807251,1.0578449,-0.08007351,-0.2642667,0.31850287,0.2624904,0.1637078,0.25998583,0.53
-0.5616555,-0.08922552,-0.41709915,0.34564498,-0.5377799,1.5604637,0.040633693,-1.4363476,0.052157305,1.2852703,-2.148579,-0.2507636,-0.5269307,-0.5033121,0.5190022,-0.19729096,-0.004665734,0.78880167,0.43104348,1.0868907,2.21
0.32906395,-0.0816964,0.15058318,-1.109414,-1.9092419,0.101228006,-0.20531254,0.5364584,-2.9585044,-0.46720377,-1.6046449,1.5007077,-0.5268404,-1.7159497,-0.15066443,1.1743503,0.0031497865,0.7184683,0.61312264,1.926109,4.68845
-0.37584665,0.22029322,-0.01862512,-2.0668986,-1.1917143,2.0544841,-0.8415399,0.00874263,3.5524194,0.003958361,0.72652566,-1.2888384,-0.29183483,0.4092154,0.6998629,-0.050178986,-0.086626634,-0.18090238,-2.075292,1.859469,2.752484992
-1.2734644,0.016446471,0.05135525,1.2110412,-0.44249105,-0.2550957,-0.63953435,1.1529865,0.8747884,0.11417742,0.40460956,-0.14314647,0.87959975,0.0020551258,-0.14733697,-1.3280077,1.8158514,-1.1158369,0.39759716,-0.43284371,0.00531
-0.34857762,2.6662135,-0.76003975,3.2452655,-0.44261453,-0.8227454,0.30632034,1.2426021,1.0056521,0.24956425,0.30464432,2.212026,-0.30217937,1.4509535,-0.11209027,-0.6194267,-1.1349592,0.12589557,0.108169094,0.37109554,0.0562
0.21503873,-1.1704371,-0.36132097,-0.11164136,0.089840405,1.0017503,-1.2112898,-0.9377574,0.5724694,0.90265495,0.46099466,0.79334503,-0.26237035,-1.0783474,-0.22532932,-0.46708506,0.46400777,0.2794965,0.056586176,0.22249088,1.7
-0.9691376,-2.501826,-0.045874048,-0.6322756,0.16124944,-1.4454254,0.33269778,-0.5103279,0.003815673,1.3618864,0.44515163,-0.39359754,0.26552746,-0.25713003,-0.060347237,-1.8081969,0.3928472,0.22644292,0.096953325,0.26335084,0.00379
-2.4744647,1.5502278,2.766532,-0.36776248,0.41103196,-0.7485046,-1.102551,-0.4062879,0.28529117,2.897656,2.4858935,-1.2003459,-0.23051366,0.31571096,-0.051675465,-0.7872247,-0.57655466,2.4792817,-1.7532129,1.5297923,0.3
-0.5468409,-0.4904333,-0.021510305,0.40612066,0.59222704,-1.1056453,0.6792,-1.0175879,0.8002698,-0.41690487,0.44443807,1.372005,0.047935616,-2.0745604,0.017499069,-0.3266976,-0.16386722,0.39692146,-0.060350258,0.21667789,20.0
-1.3089997,-0.031614203,0.06091983,-0.8392705,0.53128386,-0.030090436,0.24034365,0.22994766,0.04853423,-0.07773332,-2.1072044,0.36684263,0.2228384,2.4733346,-0.036222786,2.5028238,0.006190846,-1.2973244,-1.5317155,-0.051954795,0.1
-0.320374,0.18001801,1.1565716,3.2456422,0.27471668,-0.31791195,-0.5326612,1.2332454,0.9952428,0.23024735,0.5952144,2.203425,-0.2825788,1.4589314,-0.12830725,-0.6069525,-1.1251853,-0.61347646,0.37718755,-1.5765299,0.1
-0.07806702,-1.2018312,-0.3794596,-0.7428873,0.1706844,0.98508614,-1.2834629,-0.5394385,-0.52033466,-0.601527,0.4563557,-1.3275497,-0.88000154,0.74716514,-4.792791,-0.044366926,-0.023985663,0.2881019,0.114624135,0.28659934,0.2055
-0.1752772,-0.3014263,2.5759041,-0.03349764,-0.7092878,1.1786395,-0.5531534,1.8089889,-0.75658476,-1.3029846,0.57788664,0.055558424,-0.65688044,0.5174219,-0.11859227,0.13828647,0.059121184,-0.7639209,0.28037235,-1.5800705,0.02511
-0.24066955,0.32291615,0.15485717,-0.45942765,-0.46132684,-0.2955937,-1.2830657,0.18789242,0.04522231,-0.063744485,0.4361478,1.7384281,1.1780682,0.33897057,-0.15849389,1.7643069,-0.1588767,-1.1156069,0.405483,-0.44439635,0.1
-0.77440834,0.03959647,-1.0404149,0.6121804,1.0564597,-1.1580428,0.89202553,-1.3747756,0.86210275,-1.8414084,0.5622513,1.3838454,0.039140176,-2.0698285,-0.29852867,-1.4958895,-1.0997946,-0.7457697,0.35776162,-1.5615071,0.00757
2.920271,0.2643518,-1.4185394,-1.0107272,-0.021628916,-0.06743667,0.4559228,0.25284746,0.047497906,-0.061298847,0.45051178,0.3640403,0.21345662,2.480849,-0.023780087,2.4989245,-0.016453734,1.733701,2.1324644,0.37579024,0.00423
2.9646418,-0.9080629,-0.2353988,-1.5947237,-0.12881213,-1.6872146,0.099316895,0.22677322,0.04789399,-0.09617103,-2.1114745,0.36717165,0.21192732,2.4792955,-0.01709388,2.5124266,-0.004494862,-1.3016062,-1.5178404,-0.056702133,0.1
-0.24085827,0.3329185,0.13730983,-0.45196113,-0.45925698,-0.3042365,-1.3231971,0.19796392,0.022708021,-0.0556594,0.449339,0.36940137,0.19356525,2.4905505,-0.16729613,1.7667202,-0.16786857,-1.1171899,0.4098501,-0.45261875,0.004
-0.042819932,-0.30934328,-1.9915631,-0.67865866,0.6818265,-0.82904685,-0.45193657,-0.31031105,0.35176724,-1.4304085,0.45121357,-1.2003447,-0.23054804,0.31569096,-0.2754007,0.8101005,-0.075715885,1.7789725,2.1587994,0.3695977,0.3
-0.88409823,-2.052934,0.059533402,-0.58589566,0.18461287,-1.3886329,0.44099638,0.52756995,-0.8226334,-0.030285865,0.44762537,-1.1138812,-0.32200524,-1.5192494,-0.031293605,-1.8030363,0.38809374,0.2261865,0.08922828,0.25772348,0.00148
-0.12336811,0.1366014,0.5112316,0.20845677,0.38664347,0.92086065,-0.39163408,-0.6823531,-0.14134766,0.6729404,-2.1246266,0.056313857,-0.6576231,0.51814735,-0.0647318,0.78902817,0.9561952,-1.3448495,-1.4836984,0.0074989772,0.00874
0.4448412,0.18905178,-0.049390152,0.46467716,0.61219925,-0.20259166,0.14945468,1.1502742,0.9236998,0.16839096,-2.1331422,-0.1344196,0.8747451,-0.0023131822,-0.11551383,-1.3209759,1.7970864,-1.3457733,-1.492709,0.010764008,0.1
-0.5464922,-1.06573,-0.2037935,2.3090384,-0.056283247,1.0191616,-1.1069999,0.39298865,-2.80108,-0.44036964,0.44532186,-1.7031146,0.6840559,-0.6509327,-0.07106083,-0.6705137,0.4391186,0.3606134,0.11574176,0.3111391,0.35
-1.293721,0.04792788,0.07170064,1.3230985,-0.44982025,-0.25225028,-0.65554637,1.164396,0.9378238,0.21394853,0.40613404,-1.9471539,2.1330037,-0.3569225,-0.15959126,-1.3221912,1.7944475,-1.0937303,0.40308663,-0.44836256,6.076
-1.3163503,0.05434786,0.07816711,1.3690003,-0.45029032,-0.25375092,-0.66570735,1.1722064,0.8868981,0.12698466,0.41298476,-1.940472,2.13535,-0.3515731,-0.20355421,-1.3208072,1.7908988,-1.0881027,0.41236505,-0.41600218,0.1
0.41618484,0.09978967,0.047591336,0.38805604,0.029337775,-0.3382207,0.14465283,1.1882187,0.9165664,0.18070889,0.41274542,-0.15441264,0.8924937,-0.020101393,0.02933318,-1.2891731,1.8233628,1.7804852,2.1659229,0.3774861,0.004368
-0.5957446,0.010367784,0.26528272,-0.5074905,0.84115386,-0.98046035,0.53228164,0.14261776,-0.4551114,0.95897734,0.43747637,-1.7153473,-2.1163323,0.17476986,-0.019264627,-0.1650754,1.0473216,0.25160357,0.03594841,0.24966799,0.824
0.21399674,-0.36299005,2.0909238,-0.578941,-2.3719888,1.3340766,-0.7094181,-0.79067993,0.013249702,0.7847321,0.5557987,1.3836751,0.047718022,-2.0678375,-0.0028689029,0.8322476,-0.30946153,-0.70949644,0.35958314,-1.5480217,20.0
-0.31494957,0.16795915,1.1534319,3.2266042,0.28208515,-0.3206129,-0.5208994,1.2521725,0.9664272,0.24527223,0.5665834,2.2217288,-0.31601164,1.4658529,-0.11066658,-0.6146582,-1.1419613,-0.66209894,0.37600952,-1.6032007,0.1
-0.92714757,0.13197118,-0.059734404,0.88812524,0.22122473,-0.24124447,0.69113886,1.2398366,0.98192924,0.22359966,0.58765566,2.2195952,-0.3110672,1.4490428,-0.13415451,-0.61128926,-1.1251073,-0.5854233,0.37679505,-1.5645072,0.00993
-0.5468201,1.1364604,-0.02820859,0.1529799,-0.1438503,-0.731289,-0.32893315,-0.35802045,-0.2565261,0.062941924,0.33565772,0.71196,0.24794436,-0.6492724,-0.1472664,1.1395812,0.18728325,0.12390789,0.11580824,0.3258909,0.0544
0.23582104,-0.0749896,0.07745926,-0.66050327,-2.039185,0.86400855,-0.52731675,0.5311657,-0.5702541,-0.13898174,-1.6269757,-0.30523533,0.26915333,-0.5338972,-0.22709744,-0.34036013,-0.19225422,1.3126764,0.39395794,0.53175455,0.5
-0.49801368,0.26351705,-0.09197318,0.42291495,0.63538116,-0.26558843,0.23732206,-1.0812545,0.82123333,-0.36715373,-2.1181333,1.0223424,0.71873116,1.0334874,-0.0078122555,0.35561648,1.2498105,-1.2695532,-1.5012498,-0.06626354,0.00406
